"FocalAOU","FocalSciName","CompAOU","CompSciName","Estimate","P","R2"
4940,"Dolichonyx oryzivorus",5011,"Sturnella neglecta",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",5100,"Euphagus cyanocephalus",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",5011,"Sturnella neglecta",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",5040,"Icterus parisorum",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",5120,"Quiscalus mexicanus",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",4970,"Xanthocephalus xanthocephalus",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",5110,"Quiscalus quiscula",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",5090,"Euphagus carolinus",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",5050,"Icterus cucullatus",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",5060,"Icterus spurius",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",5000,"Agelaius tricolor",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",5010,"Sturnella magna",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",5130,"Quiscalus major",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",4940,"Dolichonyx oryzivorus",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",4961,"Molothrus bonariensis",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",5032,"Icterus pectoralis",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",5031,"Icterus gularis",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",4960,"Molothrus aeneus",0.00330282959696535,0.0404997332226616,0.0135118134826161
4950,"Molothrus ater",4980,"Agelaius phoeniceus",0.00777654062566037,4.23930068312612e-21,0.0936679591766659
4950,"Molothrus ater",5080,"Icterus bullockii",0.00777654062566037,4.23930068312612e-21,0.0936679591766659
4950,"Molothrus ater",5070,"Icterus galbula",0.00777654062566037,4.23930068312612e-21,0.0936679591766659
4960,"Molothrus aeneus",5040,"Icterus parisorum",0.00777654062566037,4.23930068312612e-21,0.0936679591766659
4960,"Molothrus aeneus",4950,"Molothrus ater",0.0537281106237862,0.208649735650988,0.0778289510776172
4960,"Molothrus aeneus",5010,"Sturnella magna",0.0537281106237862,0.208649735650988,0.0778289510776172
4960,"Molothrus aeneus",5120,"Quiscalus mexicanus",0.0537281106237862,0.208649735650988,0.0778289510776172
4960,"Molothrus aeneus",5110,"Quiscalus quiscula",0.0537281106237862,0.208649735650988,0.0778289510776172
4960,"Molothrus aeneus",4970,"Xanthocephalus xanthocephalus",0.0537281106237862,0.208649735650988,0.0778289510776172
4960,"Molothrus aeneus",5100,"Euphagus cyanocephalus",0.0537281106237862,0.208649735650988,0.0778289510776172
4960,"Molothrus aeneus",5011,"Sturnella neglecta",0.0537281106237862,0.208649735650988,0.0778289510776172
4960,"Molothrus aeneus",5031,"Icterus gularis",0.0537281106237862,0.208649735650988,0.0778289510776172
4960,"Molothrus aeneus",5080,"Icterus bullockii",0.0537281106237862,0.208649735650988,0.0778289510776172
4960,"Molothrus aeneus",5060,"Icterus spurius",0.0537281106237862,0.208649735650988,0.0778289510776172
4960,"Molothrus aeneus",5070,"Icterus galbula",0.0537281106237862,0.208649735650988,0.0778289510776172
4960,"Molothrus aeneus",5050,"Icterus cucullatus",0.0537281106237862,0.208649735650988,0.0778289510776172
4960,"Molothrus aeneus",4980,"Agelaius phoeniceus",-0.000273846553934045,0.924654636946965,0.000458405476765904
4970,"Xanthocephalus xanthocephalus",4980,"Agelaius phoeniceus",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5110,"Quiscalus quiscula",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5100,"Euphagus cyanocephalus",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5011,"Sturnella neglecta",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5040,"Icterus parisorum",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5032,"Icterus pectoralis",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5080,"Icterus bullockii",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5070,"Icterus galbula",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5000,"Agelaius tricolor",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",4961,"Molothrus bonariensis",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",4970,"Xanthocephalus xanthocephalus",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5060,"Icterus spurius",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5010,"Sturnella magna",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5090,"Euphagus carolinus",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5120,"Quiscalus mexicanus",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5031,"Icterus gularis",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",4950,"Molothrus ater",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5050,"Icterus cucullatus",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",4940,"Dolichonyx oryzivorus",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",5130,"Quiscalus major",0.00762325782862765,2.64277223016531e-06,0.135499230197935
4980,"Agelaius phoeniceus",4960,"Molothrus aeneus",0.00762325782862765,2.64277223016531e-06,0.135499230197935
5010,"Sturnella magna",5110,"Quiscalus quiscula",0.00762325782862765,2.64277223016531e-06,0.135499230197935
5010,"Sturnella magna",5090,"Euphagus carolinus",0.00762325782862765,2.64277223016531e-06,0.135499230197935
5010,"Sturnella magna",4961,"Molothrus bonariensis",0.00762325782862765,2.64277223016531e-06,0.135499230197935
5010,"Sturnella magna",5120,"Quiscalus mexicanus",0.00762325782862765,2.64277223016531e-06,0.135499230197935
5010,"Sturnella magna",5011,"Sturnella neglecta",0.00762325782862765,2.64277223016531e-06,0.135499230197935
5010,"Sturnella magna",4980,"Agelaius phoeniceus",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5010,"Sturnella magna",4950,"Molothrus ater",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5010,"Sturnella magna",5032,"Icterus pectoralis",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5010,"Sturnella magna",5060,"Icterus spurius",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5010,"Sturnella magna",4940,"Dolichonyx oryzivorus",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5010,"Sturnella magna",5050,"Icterus cucullatus",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5010,"Sturnella magna",5080,"Icterus bullockii",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5010,"Sturnella magna",4970,"Xanthocephalus xanthocephalus",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5010,"Sturnella magna",5070,"Icterus galbula",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5010,"Sturnella magna",5040,"Icterus parisorum",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5010,"Sturnella magna",4960,"Molothrus aeneus",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5010,"Sturnella magna",5100,"Euphagus cyanocephalus",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5010,"Sturnella magna",5130,"Quiscalus major",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5010,"Sturnella magna",5031,"Icterus gularis",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5011,"Sturnella neglecta",5000,"Agelaius tricolor",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5011,"Sturnella neglecta",4970,"Xanthocephalus xanthocephalus",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5011,"Sturnella neglecta",5120,"Quiscalus mexicanus",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5011,"Sturnella neglecta",5080,"Icterus bullockii",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5011,"Sturnella neglecta",5110,"Quiscalus quiscula",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5011,"Sturnella neglecta",5090,"Euphagus carolinus",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5011,"Sturnella neglecta",5060,"Icterus spurius",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5011,"Sturnella neglecta",5040,"Icterus parisorum",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5011,"Sturnella neglecta",4960,"Molothrus aeneus",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5011,"Sturnella neglecta",5031,"Icterus gularis",0.00702794030644741,6.77660410776901e-08,0.0507278658456517
5011,"Sturnella neglecta",4950,"Molothrus ater",0.0204742956759006,0.000426901613933136,0.0332063557588533
5011,"Sturnella neglecta",5070,"Icterus galbula",0.0204742956759006,0.000426901613933136,0.0332063557588533
5011,"Sturnella neglecta",5050,"Icterus cucullatus",0.0204742956759006,0.000426901613933136,0.0332063557588533
5011,"Sturnella neglecta",5100,"Euphagus cyanocephalus",0.0204742956759006,0.000426901613933136,0.0332063557588533
5011,"Sturnella neglecta",4980,"Agelaius phoeniceus",0.00147397051885712,0.341129918639104,0.00246275633683282
5011,"Sturnella neglecta",4940,"Dolichonyx oryzivorus",0.00147397051885712,0.341129918639104,0.00246275633683282
5011,"Sturnella neglecta",5010,"Sturnella magna",0.00147397051885712,0.341129918639104,0.00246275633683282
5040,"Icterus parisorum",5050,"Icterus cucullatus",0.00147397051885712,0.341129918639104,0.00246275633683282
5040,"Icterus parisorum",5080,"Icterus bullockii",0.00147397051885712,0.341129918639104,0.00246275633683282
5050,"Icterus cucullatus",5040,"Icterus parisorum",0.00147397051885712,0.341129918639104,0.00246275633683282
5050,"Icterus cucullatus",5080,"Icterus bullockii",0.00147397051885712,0.341129918639104,0.00246275633683282
5060,"Icterus spurius",5120,"Quiscalus mexicanus",0.00147397051885712,0.341129918639104,0.00246275633683282
5060,"Icterus spurius",5130,"Quiscalus major",0.00147397051885712,0.341129918639104,0.00246275633683282
5060,"Icterus spurius",5100,"Euphagus cyanocephalus",0.00147397051885712,0.341129918639104,0.00246275633683282
5060,"Icterus spurius",4970,"Xanthocephalus xanthocephalus",0.00147397051885712,0.341129918639104,0.00246275633683282
5060,"Icterus spurius",4980,"Agelaius phoeniceus",-0.00040812225634247,0.735196010509246,0.00024362091191849
5060,"Icterus spurius",5070,"Icterus galbula",-0.00040812225634247,0.735196010509246,0.00024362091191849
5060,"Icterus spurius",5031,"Icterus gularis",-0.00040812225634247,0.735196010509246,0.00024362091191849
5060,"Icterus spurius",5050,"Icterus cucullatus",-0.00040812225634247,0.735196010509246,0.00024362091191849
5060,"Icterus spurius",4940,"Dolichonyx oryzivorus",-0.00040812225634247,0.735196010509246,0.00024362091191849
5060,"Icterus spurius",5090,"Euphagus carolinus",-0.00040812225634247,0.735196010509246,0.00024362091191849
5060,"Icterus spurius",5110,"Quiscalus quiscula",-0.00040812225634247,0.735196010509246,0.00024362091191849
5060,"Icterus spurius",5010,"Sturnella magna",-0.00040812225634247,0.735196010509246,0.00024362091191849
5060,"Icterus spurius",5040,"Icterus parisorum",-0.00040812225634247,0.735196010509246,0.00024362091191849
5060,"Icterus spurius",5011,"Sturnella neglecta",-0.00040812225634247,0.735196010509246,0.00024362091191849
5060,"Icterus spurius",4950,"Molothrus ater",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5060,"Icterus spurius",4960,"Molothrus aeneus",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5060,"Icterus spurius",5080,"Icterus bullockii",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5070,"Icterus galbula",5050,"Icterus cucullatus",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5070,"Icterus galbula",5000,"Agelaius tricolor",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5070,"Icterus galbula",5011,"Sturnella neglecta",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5070,"Icterus galbula",4940,"Dolichonyx oryzivorus",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5070,"Icterus galbula",5031,"Icterus gularis",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5070,"Icterus galbula",5060,"Icterus spurius",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5070,"Icterus galbula",5120,"Quiscalus mexicanus",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5070,"Icterus galbula",5090,"Euphagus carolinus",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5070,"Icterus galbula",5130,"Quiscalus major",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5070,"Icterus galbula",5100,"Euphagus cyanocephalus",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5070,"Icterus galbula",5010,"Sturnella magna",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5070,"Icterus galbula",5040,"Icterus parisorum",0.021081016482427,2.47608514816378e-05,0.0371676173171588
5070,"Icterus galbula",4980,"Agelaius phoeniceus",0.0041030004967208,0.000631601454679346,0.0236750841525104
5070,"Icterus galbula",5080,"Icterus bullockii",0.0041030004967208,0.000631601454679346,0.0236750841525104
5070,"Icterus galbula",4950,"Molothrus ater",0.00982096695265424,0.0550650052036628,0.00752052616872635
5070,"Icterus galbula",4970,"Xanthocephalus xanthocephalus",0.00982096695265424,0.0550650052036628,0.00752052616872635
5070,"Icterus galbula",5110,"Quiscalus quiscula",0.00982096695265424,0.0550650052036628,0.00752052616872635
5070,"Icterus galbula",4960,"Molothrus aeneus",0.00982096695265424,0.0550650052036628,0.00752052616872635
5070,"Icterus galbula",4961,"Molothrus bonariensis",0.00982096695265424,0.0550650052036628,0.00752052616872635
5070,"Icterus galbula",5032,"Icterus pectoralis",0.00982096695265424,0.0550650052036628,0.00752052616872635
5080,"Icterus bullockii",5040,"Icterus parisorum",0.00982096695265424,0.0550650052036628,0.00752052616872635
5080,"Icterus bullockii",5011,"Sturnella neglecta",0.00982096695265424,0.0550650052036628,0.00752052616872635
5080,"Icterus bullockii",4970,"Xanthocephalus xanthocephalus",0.00982096695265424,0.0550650052036628,0.00752052616872635
5080,"Icterus bullockii",5110,"Quiscalus quiscula",0.00982096695265424,0.0550650052036628,0.00752052616872635
5080,"Icterus bullockii",5070,"Icterus galbula",0.00982096695265424,0.0550650052036628,0.00752052616872635
5080,"Icterus bullockii",4980,"Agelaius phoeniceus",0.00170169315626259,0.37317157114078,0.00417633496441523
5080,"Icterus bullockii",5100,"Euphagus cyanocephalus",0.00170169315626259,0.37317157114078,0.00417633496441523
5080,"Icterus bullockii",5120,"Quiscalus mexicanus",0.00170169315626259,0.37317157114078,0.00417633496441523
5080,"Icterus bullockii",5060,"Icterus spurius",0.00170169315626259,0.37317157114078,0.00417633496441523
5080,"Icterus bullockii",5010,"Sturnella magna",0.00170169315626259,0.37317157114078,0.00417633496441523
5080,"Icterus bullockii",5050,"Icterus cucullatus",0.00170169315626259,0.37317157114078,0.00417633496441523
5080,"Icterus bullockii",4950,"Molothrus ater",0.0182735444912147,0.224448879804006,0.00775703992811911
5080,"Icterus bullockii",4960,"Molothrus aeneus",0.0182735444912147,0.224448879804006,0.00775703992811911
5080,"Icterus bullockii",5031,"Icterus gularis",0.0182735444912147,0.224448879804006,0.00775703992811911
5080,"Icterus bullockii",4940,"Dolichonyx oryzivorus",0.0182735444912147,0.224448879804006,0.00775703992811911
5080,"Icterus bullockii",5000,"Agelaius tricolor",0.0182735444912147,0.224448879804006,0.00775703992811911
5100,"Euphagus cyanocephalus",5080,"Icterus bullockii",0.0182735444912147,0.224448879804006,0.00775703992811911
5100,"Euphagus cyanocephalus",4940,"Dolichonyx oryzivorus",0.0182735444912147,0.224448879804006,0.00775703992811911
5100,"Euphagus cyanocephalus",5011,"Sturnella neglecta",0.0182735444912147,0.224448879804006,0.00775703992811911
5100,"Euphagus cyanocephalus",5000,"Agelaius tricolor",0.0182735444912147,0.224448879804006,0.00775703992811911
5100,"Euphagus cyanocephalus",5130,"Quiscalus major",0.0182735444912147,0.224448879804006,0.00775703992811911
5100,"Euphagus cyanocephalus",5060,"Icterus spurius",0.0182735444912147,0.224448879804006,0.00775703992811911
5100,"Euphagus cyanocephalus",5031,"Icterus gularis",0.0182735444912147,0.224448879804006,0.00775703992811911
5100,"Euphagus cyanocephalus",5010,"Sturnella magna",0.0182735444912147,0.224448879804006,0.00775703992811911
5100,"Euphagus cyanocephalus",5090,"Euphagus carolinus",0.0182735444912147,0.224448879804006,0.00775703992811911
5100,"Euphagus cyanocephalus",5110,"Quiscalus quiscula",0.0182735444912147,0.224448879804006,0.00775703992811911
5100,"Euphagus cyanocephalus",4970,"Xanthocephalus xanthocephalus",0.0182735444912147,0.224448879804006,0.00775703992811911
5100,"Euphagus cyanocephalus",5050,"Icterus cucullatus",0.0182735444912147,0.224448879804006,0.00775703992811911
5100,"Euphagus cyanocephalus",4950,"Molothrus ater",0.0121111398009999,0.0423814174235278,0.0149506959971231
5100,"Euphagus cyanocephalus",4980,"Agelaius phoeniceus",0.00109058858847044,0.514687489556515,0.00155098871567449
5100,"Euphagus cyanocephalus",5120,"Quiscalus mexicanus",0.00109058858847044,0.514687489556515,0.00155098871567449
5100,"Euphagus cyanocephalus",5070,"Icterus galbula",0.00109058858847044,0.514687489556515,0.00155098871567449
5100,"Euphagus cyanocephalus",4960,"Molothrus aeneus",0.00109058858847044,0.514687489556515,0.00155098871567449
5100,"Euphagus cyanocephalus",4961,"Molothrus bonariensis",0.00109058858847044,0.514687489556515,0.00155098871567449
5100,"Euphagus cyanocephalus",5032,"Icterus pectoralis",0.00109058858847044,0.514687489556515,0.00155098871567449
5100,"Euphagus cyanocephalus",5040,"Icterus parisorum",0.00109058858847044,0.514687489556515,0.00155098871567449
5110,"Quiscalus quiscula",4970,"Xanthocephalus xanthocephalus",0.00109058858847044,0.514687489556515,0.00155098871567449
5110,"Quiscalus quiscula",5100,"Euphagus cyanocephalus",0.00109058858847044,0.514687489556515,0.00155098871567449
5110,"Quiscalus quiscula",5031,"Icterus gularis",0.00109058858847044,0.514687489556515,0.00155098871567449
5110,"Quiscalus quiscula",5080,"Icterus bullockii",0.00109058858847044,0.514687489556515,0.00155098871567449
5110,"Quiscalus quiscula",4940,"Dolichonyx oryzivorus",0.00109058858847044,0.514687489556515,0.00155098871567449
5110,"Quiscalus quiscula",4961,"Molothrus bonariensis",0.00109058858847044,0.514687489556515,0.00155098871567449
5110,"Quiscalus quiscula",4980,"Agelaius phoeniceus",0.00746189230801127,3.81461607802288e-15,0.0842039337761933
5110,"Quiscalus quiscula",4960,"Molothrus aeneus",0.00746189230801127,3.81461607802288e-15,0.0842039337761933
5110,"Quiscalus quiscula",4950,"Molothrus ater",0.00746189230801127,3.81461607802288e-15,0.0842039337761933
5110,"Quiscalus quiscula",5010,"Sturnella magna",0.00746189230801127,3.81461607802288e-15,0.0842039337761933
5110,"Quiscalus quiscula",5032,"Icterus pectoralis",0.00746189230801127,3.81461607802288e-15,0.0842039337761933
5110,"Quiscalus quiscula",5060,"Icterus spurius",0.00746189230801127,3.81461607802288e-15,0.0842039337761933
5110,"Quiscalus quiscula",5070,"Icterus galbula",0.00746189230801127,3.81461607802288e-15,0.0842039337761933
5110,"Quiscalus quiscula",5120,"Quiscalus mexicanus",0.00746189230801127,3.81461607802288e-15,0.0842039337761933
5110,"Quiscalus quiscula",5011,"Sturnella neglecta",0.00746189230801127,3.81461607802288e-15,0.0842039337761933
5110,"Quiscalus quiscula",5040,"Icterus parisorum",0.00746189230801127,3.81461607802288e-15,0.0842039337761933
5110,"Quiscalus quiscula",5090,"Euphagus carolinus",0.00746189230801127,3.81461607802288e-15,0.0842039337761933
5110,"Quiscalus quiscula",5130,"Quiscalus major",0.00746189230801127,3.81461607802288e-15,0.0842039337761933
5120,"Quiscalus mexicanus",4950,"Molothrus ater",-0.0222232499511216,0.0254593363675486,0.0453774958090414
5120,"Quiscalus mexicanus",4980,"Agelaius phoeniceus",0.00428228036120456,0.0206523273689822,0.0486000823872367
5130,"Quiscalus major",4961,"Molothrus bonariensis",0.00428228036120456,0.0206523273689822,0.0486000823872367
5130,"Quiscalus major",5010,"Sturnella magna",0.00428228036120456,0.0206523273689822,0.0486000823872367
5130,"Quiscalus major",5110,"Quiscalus quiscula",0.00775337077118598,0.442188990513655,0.0137991179220694
5130,"Quiscalus major",4950,"Molothrus ater",0.00775337077118598,0.442188990513655,0.0137991179220694
5130,"Quiscalus major",5032,"Icterus pectoralis",0.00775337077118598,0.442188990513655,0.0137991179220694
5130,"Quiscalus major",4980,"Agelaius phoeniceus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5130,"Quiscalus major",4940,"Dolichonyx oryzivorus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5130,"Quiscalus major",5070,"Icterus galbula",-0.00811108590418649,0.458918382810903,0.0128226454959248
5130,"Quiscalus major",5090,"Euphagus carolinus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5130,"Quiscalus major",5060,"Icterus spurius",-0.00811108590418649,0.458918382810903,0.0128226454959248
5130,"Quiscalus major",5100,"Euphagus cyanocephalus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5140,"Coccothraustes vespertinus",5290,"Carduelis tristis",-0.00811108590418649,0.458918382810903,0.0128226454959248
5170,"Carpodacus purpureus",5150,"Pinicola enucleator",-0.00811108590418649,0.458918382810903,0.0128226454959248
5170,"Carpodacus purpureus",5310,"Carduelis lawrencei",-0.00811108590418649,0.458918382810903,0.0128226454959248
5170,"Carpodacus purpureus",5300,"Carduelis psaltria",-0.00811108590418649,0.458918382810903,0.0128226454959248
5170,"Carpodacus purpureus",5140,"Coccothraustes vespertinus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5170,"Carpodacus purpureus",5280,"Carduelis flammea",-0.00811108590418649,0.458918382810903,0.0128226454959248
5170,"Carpodacus purpureus",5330,"Carduelis pinus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5170,"Carpodacus purpureus",5210,"Loxia curvirostra",-0.00811108590418649,0.458918382810903,0.0128226454959248
5170,"Carpodacus purpureus",5180,"Carpodacus cassinii",-0.00811108590418649,0.458918382810903,0.0128226454959248
5170,"Carpodacus purpureus",5240,"Leucosticte tephrocotis",-0.00811108590418649,0.458918382810903,0.0128226454959248
5170,"Carpodacus purpureus",5220,"Loxia leucoptera",-0.00811108590418649,0.458918382810903,0.0128226454959248
5170,"Carpodacus purpureus",5190,"Carpodacus mexicanus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5170,"Carpodacus purpureus",5290,"Carduelis tristis",-0.00811108590418649,0.458918382810903,0.0128226454959248
5180,"Carpodacus cassinii",5190,"Carpodacus mexicanus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5300,"Carduelis psaltria",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5150,"Pinicola enucleator",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5240,"Leucosticte tephrocotis",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5310,"Carduelis lawrencei",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5220,"Loxia leucoptera",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5290,"Carduelis tristis",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5210,"Loxia curvirostra",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5280,"Carduelis flammea",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5250,"Leucosticte atrata",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5170,"Carpodacus purpureus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5260,"Leucosticte australis",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5140,"Coccothraustes vespertinus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5180,"Carpodacus cassinii",-0.00811108590418649,0.458918382810903,0.0128226454959248
5190,"Carpodacus mexicanus",5330,"Carduelis pinus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5210,"Loxia curvirostra",5170,"Carpodacus purpureus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5210,"Loxia curvirostra",5220,"Loxia leucoptera",-0.00811108590418649,0.458918382810903,0.0128226454959248
5220,"Loxia leucoptera",5170,"Carpodacus purpureus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5220,"Loxia leucoptera",5210,"Loxia curvirostra",-0.00811108590418649,0.458918382810903,0.0128226454959248
5280,"Carduelis flammea",5180,"Carpodacus cassinii",-0.00811108590418649,0.458918382810903,0.0128226454959248
5280,"Carduelis flammea",5330,"Carduelis pinus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5280,"Carduelis flammea",5290,"Carduelis tristis",-0.00811108590418649,0.458918382810903,0.0128226454959248
5280,"Carduelis flammea",5150,"Pinicola enucleator",-0.00811108590418649,0.458918382810903,0.0128226454959248
5280,"Carduelis flammea",5240,"Leucosticte tephrocotis",-0.00811108590418649,0.458918382810903,0.0128226454959248
5280,"Carduelis flammea",5170,"Carpodacus purpureus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5280,"Carduelis flammea",5140,"Coccothraustes vespertinus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5280,"Carduelis flammea",5210,"Loxia curvirostra",-0.00811108590418649,0.458918382810903,0.0128226454959248
5280,"Carduelis flammea",5220,"Loxia leucoptera",-0.00811108590418649,0.458918382810903,0.0128226454959248
5280,"Carduelis flammea",5190,"Carpodacus mexicanus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5290,"Carduelis tristis",5310,"Carduelis lawrencei",-0.00811108590418649,0.458918382810903,0.0128226454959248
5290,"Carduelis tristis",5150,"Pinicola enucleator",-0.00811108590418649,0.458918382810903,0.0128226454959248
5290,"Carduelis tristis",5330,"Carduelis pinus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5290,"Carduelis tristis",5180,"Carpodacus cassinii",-0.00811108590418649,0.458918382810903,0.0128226454959248
5290,"Carduelis tristis",5250,"Leucosticte atrata",-0.00811108590418649,0.458918382810903,0.0128226454959248
5290,"Carduelis tristis",5140,"Coccothraustes vespertinus",-0.00811108590418649,0.458918382810903,0.0128226454959248
5290,"Carduelis tristis",5280,"Carduelis flammea",-0.00811108590418649,0.458918382810903,0.0128226454959248
5290,"Carduelis tristis",5210,"Loxia curvirostra",-0.00811108590418649,0.458918382810903,0.0128226454959248
5290,"Carduelis tristis",5190,"Carpodacus mexicanus",-0.00811108590418649,0.458918382810903,0.0128226454959248
