"FocalAOU","AOU_OUT","FAMILY","PRIMARY_COM_NAME.x","PRIMARY_COM_NAME.y"
5580,5850,"Emberizidae","Fox Sparrow","White-throated Sparrow"
5580,5850,"Emberizidae","Fox Sparrow (Red)","White-throated Sparrow"
5580,5850,"Emberizidae","Fox Sparrow (Sooty)","White-throated Sparrow"
5580,5850,"Emberizidae","Fox Sparrow (Slate-colored)","White-throated Sparrow"
5580,5850,"Emberizidae","Fox Sparrow (Thick-billed)","White-throated Sparrow"
5580,5810,"Emberizidae","Song Sparrow","White-throated Sparrow"
5580,5830,"Emberizidae","Lincoln's Sparrow","White-throated Sparrow"
5580,5840,"Emberizidae","Swamp Sparrow","White-throated Sparrow"
5580,5580,"Emberizidae","White-throated Sparrow","White-throated Sparrow"
5580,5530,"Emberizidae","Harris's Sparrow","White-throated Sparrow"
5580,5540,"Emberizidae","White-crowned Sparrow","White-throated Sparrow"
5580,5540,"Emberizidae","White-crowned Sparrow (Eastern)","White-throated Sparrow"
5580,5540,"Emberizidae","White-crowned Sparrow (Mountain)","White-throated Sparrow"
5580,5540,"Emberizidae","White-crowned Sparrow (Gambel's)","White-throated Sparrow"
5580,5540,"Emberizidae","White-crowned Sparrow (Nuttall's)","White-throated Sparrow"
5580,5540,"Emberizidae","White-crowned Sparrow (Puget Sound)","White-throated Sparrow"
5580,5570,"Emberizidae","Golden-crowned Sparrow","White-throated Sparrow"
5580,5660,"Emberizidae","Dark-eyed Junco","White-throated Sparrow"
5580,5660,"Emberizidae","Dark-eyed Junco (Slate-colored)","White-throated Sparrow"
5580,5660,"Emberizidae","Dark-eyed Junco (Oregon)","White-throated Sparrow"
5580,5660,"Emberizidae","Dark-eyed Junco (Cassiar)","White-throated Sparrow"
5580,5660,"Emberizidae","Dark-eyed Junco (Pink-sided)","White-throated Sparrow"
5580,5660,"Emberizidae","Dark-eyed Junco (White-winged)","White-throated Sparrow"
5580,5660,"Emberizidae","Dark-eyed Junco (Gray-headed)","White-throated Sparrow"
5580,5660,"Emberizidae","Dark-eyed Junco (Red-backed)","White-throated Sparrow"
5580,5700,"Emberizidae","Yellow-eyed Junco","White-throated Sparrow"
5580,5700,"Emberizidae","Yellow-eyed Junco (Mexican)","White-throated Sparrow"
5580,5390,"Emberizidae","McCown's Longspur","White-throated Sparrow"
5580,5360,"Emberizidae","Lapland Longspur","White-throated Sparrow"
5580,5370,"Emberizidae","Smith's Longspur","White-throated Sparrow"
5580,5380,"Emberizidae","Chestnut-collared Longspur","White-throated Sparrow"
5580,5351,"Emberizidae","Rustic Bunting","White-throated Sparrow"
5580,5340,"Emberizidae","Snow Bunting","White-throated Sparrow"
5580,5350,"Emberizidae","McKay's Bunting","White-throated Sparrow"
5590,6020,"Emberizidae","White-collared Seedeater","American Tree Sparrow"
5590,6032,"Emberizidae","Yellow-faced Grassquit","American Tree Sparrow"
5590,6030,"Emberizidae","Black-faced Grassquit","American Tree Sparrow"
5590,18910,"Emberizidae","Puerto Rican Bullfinch","American Tree Sparrow"
5590,18930,"Emberizidae","Lesser Antillean Bullfinch","American Tree Sparrow"
5590,5861,"Emberizidae","Saffron Finch","American Tree Sparrow"
5590,5922,"Emberizidae","Red-crested Cardinal","American Tree Sparrow"
5590,5860,"Emberizidae","Olive Sparrow","American Tree Sparrow"
5590,5900,"Emberizidae","Green-tailed Towhee","American Tree Sparrow"
5590,5880,"Emberizidae","Spotted Towhee","American Tree Sparrow"
5590,5870,"Emberizidae","Eastern Towhee","American Tree Sparrow"
5590,5870,"Emberizidae","Eastern Towhee (Red-eyed)","American Tree Sparrow"
5590,5870,"Emberizidae","Eastern Towhee (White-eyed)","American Tree Sparrow"
5590,5910,"Emberizidae","Canyon Towhee","American Tree Sparrow"
5590,5911,"Emberizidae","California Towhee","American Tree Sparrow"
5590,5920,"Emberizidae","Abert's Towhee","American Tree Sparrow"
5590,5871,"Emberizidae","towhee sp.","American Tree Sparrow"
5590,5790,"Emberizidae","Rufous-winged Sparrow","American Tree Sparrow"
5590,5780,"Emberizidae","Cassin's Sparrow","American Tree Sparrow"
5590,5750,"Emberizidae","Bachman's Sparrow","American Tree Sparrow"
5590,5760,"Emberizidae","Botteri's Sparrow","American Tree Sparrow"
5590,5800,"Emberizidae","Rufous-crowned Sparrow","American Tree Sparrow"
5590,5742,"Emberizidae","Five-striped Sparrow","American Tree Sparrow"
5590,5590,"Emberizidae","American Tree Sparrow","American Tree Sparrow"
5590,5600,"Emberizidae","Chipping Sparrow","American Tree Sparrow"
5590,5610,"Emberizidae","Clay-colored Sparrow","American Tree Sparrow"
5590,5620,"Emberizidae","Brewer's Sparrow","American Tree Sparrow"
5590,5630,"Emberizidae","Field Sparrow","American Tree Sparrow"
5590,5640,"Emberizidae","Worthen's Sparrow","American Tree Sparrow"
5590,5650,"Emberizidae","Black-chinned Sparrow","American Tree Sparrow"
5590,5400,"Emberizidae","Vesper Sparrow","American Tree Sparrow"
5590,5520,"Emberizidae","Lark Sparrow","American Tree Sparrow"
5590,5730,"Emberizidae","Black-throated Sparrow","American Tree Sparrow"
5590,5740,"Emberizidae","Sage Sparrow","American Tree Sparrow"
5590,5740,"Emberizidae","Sage Sparrow (Bell's)","American Tree Sparrow"
5590,6050,"Emberizidae","Lark Bunting","American Tree Sparrow"
5590,5420,"Emberizidae","Savannah Sparrow","American Tree Sparrow"
5590,5420,"Emberizidae","Savannah Sparrow (Eastern)","American Tree Sparrow"
5590,5420,"Emberizidae","Savannah Sparrow (Ipswich)","American Tree Sparrow"
5590,5420,"Emberizidae","Savannah Sparrow (Western)","American Tree Sparrow"
5590,5420,"Emberizidae","Savannah Sparrow (Belding's)","American Tree Sparrow"
5590,5420,"Emberizidae","Savannah Sparrow (Large-billed)","American Tree Sparrow"
5590,5460,"Emberizidae","Grasshopper Sparrow","American Tree Sparrow"
5590,5460,"Emberizidae","Grasshopper Sparrow (Florida)","American Tree Sparrow"
5590,5460,"Emberizidae","Grasshopper Sparrow (Western)","American Tree Sparrow"
5590,5450,"Emberizidae","Baird's Sparrow","American Tree Sparrow"
5590,5470,"Emberizidae","Henslow's Sparrow","American Tree Sparrow"
5590,5480,"Emberizidae","Le Conte's Sparrow","American Tree Sparrow"
5590,5491,"Emberizidae","Nelson's Sharp-tailed Sparrow","American Tree Sparrow"
5590,5491,"Emberizidae","Nelson's Sharp-tailed Sparrow (Atlantic Coast)","American Tree Sparrow"
5590,5490,"Emberizidae","Saltmarsh Sharp-tailed Sparrow","American Tree Sparrow"
5590,5499,"Emberizidae","Nelson's/Saltmarsh Sharp-tailed Sparrow","American Tree Sparrow"
5590,5500,"Emberizidae","Seaside Sparrow","American Tree Sparrow"
5590,5500,"Emberizidae","Seaside Sparrow (Cape Sable)","American Tree Sparrow"
5590,5500,"Emberizidae","Seaside Sparrow (Dusky)","American Tree Sparrow"
5590,5850,"Emberizidae","Fox Sparrow","American Tree Sparrow"
5590,5850,"Emberizidae","Fox Sparrow (Red)","American Tree Sparrow"
5590,5850,"Emberizidae","Fox Sparrow (Sooty)","American Tree Sparrow"
5590,5850,"Emberizidae","Fox Sparrow (Slate-colored)","American Tree Sparrow"
5590,5850,"Emberizidae","Fox Sparrow (Thick-billed)","American Tree Sparrow"
5590,5810,"Emberizidae","Song Sparrow","American Tree Sparrow"
5590,5830,"Emberizidae","Lincoln's Sparrow","American Tree Sparrow"
5590,5840,"Emberizidae","Swamp Sparrow","American Tree Sparrow"
5590,5580,"Emberizidae","White-throated Sparrow","American Tree Sparrow"
5590,5530,"Emberizidae","Harris's Sparrow","American Tree Sparrow"
5590,5540,"Emberizidae","White-crowned Sparrow","American Tree Sparrow"
5590,5540,"Emberizidae","White-crowned Sparrow (Eastern)","American Tree Sparrow"
5590,5540,"Emberizidae","White-crowned Sparrow (Mountain)","American Tree Sparrow"
5590,5540,"Emberizidae","White-crowned Sparrow (Gambel's)","American Tree Sparrow"
5590,5540,"Emberizidae","White-crowned Sparrow (Nuttall's)","American Tree Sparrow"
5590,5540,"Emberizidae","White-crowned Sparrow (Puget Sound)","American Tree Sparrow"
5590,5570,"Emberizidae","Golden-crowned Sparrow","American Tree Sparrow"
5590,5660,"Emberizidae","Dark-eyed Junco","American Tree Sparrow"
5590,5660,"Emberizidae","Dark-eyed Junco (Slate-colored)","American Tree Sparrow"
5590,5660,"Emberizidae","Dark-eyed Junco (Oregon)","American Tree Sparrow"
5590,5660,"Emberizidae","Dark-eyed Junco (Cassiar)","American Tree Sparrow"
5590,5660,"Emberizidae","Dark-eyed Junco (Pink-sided)","American Tree Sparrow"
5590,5660,"Emberizidae","Dark-eyed Junco (White-winged)","American Tree Sparrow"
5590,5660,"Emberizidae","Dark-eyed Junco (Gray-headed)","American Tree Sparrow"
5590,5660,"Emberizidae","Dark-eyed Junco (Red-backed)","American Tree Sparrow"
5590,5700,"Emberizidae","Yellow-eyed Junco","American Tree Sparrow"
5590,5700,"Emberizidae","Yellow-eyed Junco (Mexican)","American Tree Sparrow"
5590,5390,"Emberizidae","McCown's Longspur","American Tree Sparrow"
5590,5360,"Emberizidae","Lapland Longspur","American Tree Sparrow"
5590,5370,"Emberizidae","Smith's Longspur","American Tree Sparrow"
5590,5380,"Emberizidae","Chestnut-collared Longspur","American Tree Sparrow"
5590,5351,"Emberizidae","Rustic Bunting","American Tree Sparrow"
5590,5340,"Emberizidae","Snow Bunting","American Tree Sparrow"
5590,5350,"Emberizidae","McKay's Bunting","American Tree Sparrow"
5600,6020,"Emberizidae","White-collared Seedeater","Chipping Sparrow"
5600,6032,"Emberizidae","Yellow-faced Grassquit","Chipping Sparrow"
5600,6030,"Emberizidae","Black-faced Grassquit","Chipping Sparrow"
5600,18910,"Emberizidae","Puerto Rican Bullfinch","Chipping Sparrow"
5600,18930,"Emberizidae","Lesser Antillean Bullfinch","Chipping Sparrow"
5600,5861,"Emberizidae","Saffron Finch","Chipping Sparrow"
5600,5922,"Emberizidae","Red-crested Cardinal","Chipping Sparrow"
5600,5860,"Emberizidae","Olive Sparrow","Chipping Sparrow"
5600,5900,"Emberizidae","Green-tailed Towhee","Chipping Sparrow"
5600,5880,"Emberizidae","Spotted Towhee","Chipping Sparrow"
5600,5870,"Emberizidae","Eastern Towhee","Chipping Sparrow"
5600,5870,"Emberizidae","Eastern Towhee (Red-eyed)","Chipping Sparrow"
5600,5870,"Emberizidae","Eastern Towhee (White-eyed)","Chipping Sparrow"
5600,5910,"Emberizidae","Canyon Towhee","Chipping Sparrow"
5600,5911,"Emberizidae","California Towhee","Chipping Sparrow"
5600,5920,"Emberizidae","Abert's Towhee","Chipping Sparrow"
5600,5871,"Emberizidae","towhee sp.","Chipping Sparrow"
5600,5790,"Emberizidae","Rufous-winged Sparrow","Chipping Sparrow"
5600,5780,"Emberizidae","Cassin's Sparrow","Chipping Sparrow"
5600,5750,"Emberizidae","Bachman's Sparrow","Chipping Sparrow"
5600,5760,"Emberizidae","Botteri's Sparrow","Chipping Sparrow"
5600,5800,"Emberizidae","Rufous-crowned Sparrow","Chipping Sparrow"
5600,5742,"Emberizidae","Five-striped Sparrow","Chipping Sparrow"
5600,5590,"Emberizidae","American Tree Sparrow","Chipping Sparrow"
5600,5600,"Emberizidae","Chipping Sparrow","Chipping Sparrow"
5600,5610,"Emberizidae","Clay-colored Sparrow","Chipping Sparrow"
5600,5620,"Emberizidae","Brewer's Sparrow","Chipping Sparrow"
5600,5630,"Emberizidae","Field Sparrow","Chipping Sparrow"
5600,5640,"Emberizidae","Worthen's Sparrow","Chipping Sparrow"
5600,5650,"Emberizidae","Black-chinned Sparrow","Chipping Sparrow"
5600,5400,"Emberizidae","Vesper Sparrow","Chipping Sparrow"
5600,5520,"Emberizidae","Lark Sparrow","Chipping Sparrow"
5600,5730,"Emberizidae","Black-throated Sparrow","Chipping Sparrow"
5600,5740,"Emberizidae","Sage Sparrow","Chipping Sparrow"
5600,5740,"Emberizidae","Sage Sparrow (Bell's)","Chipping Sparrow"
5600,6050,"Emberizidae","Lark Bunting","Chipping Sparrow"
5600,5420,"Emberizidae","Savannah Sparrow","Chipping Sparrow"
5600,5420,"Emberizidae","Savannah Sparrow (Eastern)","Chipping Sparrow"
5600,5420,"Emberizidae","Savannah Sparrow (Ipswich)","Chipping Sparrow"
5600,5420,"Emberizidae","Savannah Sparrow (Western)","Chipping Sparrow"
5600,5420,"Emberizidae","Savannah Sparrow (Belding's)","Chipping Sparrow"
5600,5420,"Emberizidae","Savannah Sparrow (Large-billed)","Chipping Sparrow"
5600,5460,"Emberizidae","Grasshopper Sparrow","Chipping Sparrow"
5600,5460,"Emberizidae","Grasshopper Sparrow (Florida)","Chipping Sparrow"
5600,5460,"Emberizidae","Grasshopper Sparrow (Western)","Chipping Sparrow"
5600,5450,"Emberizidae","Baird's Sparrow","Chipping Sparrow"
5600,5470,"Emberizidae","Henslow's Sparrow","Chipping Sparrow"
5600,5480,"Emberizidae","Le Conte's Sparrow","Chipping Sparrow"
5600,5491,"Emberizidae","Nelson's Sharp-tailed Sparrow","Chipping Sparrow"
5600,5491,"Emberizidae","Nelson's Sharp-tailed Sparrow (Atlantic Coast)","Chipping Sparrow"
5600,5490,"Emberizidae","Saltmarsh Sharp-tailed Sparrow","Chipping Sparrow"
5600,5499,"Emberizidae","Nelson's/Saltmarsh Sharp-tailed Sparrow","Chipping Sparrow"
5600,5500,"Emberizidae","Seaside Sparrow","Chipping Sparrow"
5600,5500,"Emberizidae","Seaside Sparrow (Cape Sable)","Chipping Sparrow"
5600,5500,"Emberizidae","Seaside Sparrow (Dusky)","Chipping Sparrow"
5600,5850,"Emberizidae","Fox Sparrow","Chipping Sparrow"
5600,5850,"Emberizidae","Fox Sparrow (Red)","Chipping Sparrow"
5600,5850,"Emberizidae","Fox Sparrow (Sooty)","Chipping Sparrow"
5600,5850,"Emberizidae","Fox Sparrow (Slate-colored)","Chipping Sparrow"
5600,5850,"Emberizidae","Fox Sparrow (Thick-billed)","Chipping Sparrow"
5600,5810,"Emberizidae","Song Sparrow","Chipping Sparrow"
5600,5830,"Emberizidae","Lincoln's Sparrow","Chipping Sparrow"
5600,5840,"Emberizidae","Swamp Sparrow","Chipping Sparrow"
5600,5580,"Emberizidae","White-throated Sparrow","Chipping Sparrow"
5600,5530,"Emberizidae","Harris's Sparrow","Chipping Sparrow"
5600,5540,"Emberizidae","White-crowned Sparrow","Chipping Sparrow"
5600,5540,"Emberizidae","White-crowned Sparrow (Eastern)","Chipping Sparrow"
5600,5540,"Emberizidae","White-crowned Sparrow (Mountain)","Chipping Sparrow"
5600,5540,"Emberizidae","White-crowned Sparrow (Gambel's)","Chipping Sparrow"
5600,5540,"Emberizidae","White-crowned Sparrow (Nuttall's)","Chipping Sparrow"
5600,5540,"Emberizidae","White-crowned Sparrow (Puget Sound)","Chipping Sparrow"
5600,5570,"Emberizidae","Golden-crowned Sparrow","Chipping Sparrow"
5600,5660,"Emberizidae","Dark-eyed Junco","Chipping Sparrow"
5600,5660,"Emberizidae","Dark-eyed Junco (Slate-colored)","Chipping Sparrow"
5600,5660,"Emberizidae","Dark-eyed Junco (Oregon)","Chipping Sparrow"
5600,5660,"Emberizidae","Dark-eyed Junco (Cassiar)","Chipping Sparrow"
5600,5660,"Emberizidae","Dark-eyed Junco (Pink-sided)","Chipping Sparrow"
5600,5660,"Emberizidae","Dark-eyed Junco (White-winged)","Chipping Sparrow"
5600,5660,"Emberizidae","Dark-eyed Junco (Gray-headed)","Chipping Sparrow"
5600,5660,"Emberizidae","Dark-eyed Junco (Red-backed)","Chipping Sparrow"
5600,5700,"Emberizidae","Yellow-eyed Junco","Chipping Sparrow"
5600,5700,"Emberizidae","Yellow-eyed Junco (Mexican)","Chipping Sparrow"
5600,5390,"Emberizidae","McCown's Longspur","Chipping Sparrow"
5600,5360,"Emberizidae","Lapland Longspur","Chipping Sparrow"
5600,5370,"Emberizidae","Smith's Longspur","Chipping Sparrow"
5600,5380,"Emberizidae","Chestnut-collared Longspur","Chipping Sparrow"
5600,5351,"Emberizidae","Rustic Bunting","Chipping Sparrow"
5600,5340,"Emberizidae","Snow Bunting","Chipping Sparrow"
5600,5350,"Emberizidae","McKay's Bunting","Chipping Sparrow"
5610,6020,"Emberizidae","White-collared Seedeater","Clay-colored Sparrow"
5610,6032,"Emberizidae","Yellow-faced Grassquit","Clay-colored Sparrow"
5610,6030,"Emberizidae","Black-faced Grassquit","Clay-colored Sparrow"
5610,18910,"Emberizidae","Puerto Rican Bullfinch","Clay-colored Sparrow"
5610,18930,"Emberizidae","Lesser Antillean Bullfinch","Clay-colored Sparrow"
5610,5861,"Emberizidae","Saffron Finch","Clay-colored Sparrow"
5610,5922,"Emberizidae","Red-crested Cardinal","Clay-colored Sparrow"
5610,5860,"Emberizidae","Olive Sparrow","Clay-colored Sparrow"
5610,5900,"Emberizidae","Green-tailed Towhee","Clay-colored Sparrow"
5610,5880,"Emberizidae","Spotted Towhee","Clay-colored Sparrow"
5610,5870,"Emberizidae","Eastern Towhee","Clay-colored Sparrow"
5610,5870,"Emberizidae","Eastern Towhee (Red-eyed)","Clay-colored Sparrow"
5610,5870,"Emberizidae","Eastern Towhee (White-eyed)","Clay-colored Sparrow"
5610,5910,"Emberizidae","Canyon Towhee","Clay-colored Sparrow"
5610,5911,"Emberizidae","California Towhee","Clay-colored Sparrow"
5610,5920,"Emberizidae","Abert's Towhee","Clay-colored Sparrow"
5610,5871,"Emberizidae","towhee sp.","Clay-colored Sparrow"
5610,5790,"Emberizidae","Rufous-winged Sparrow","Clay-colored Sparrow"
5610,5780,"Emberizidae","Cassin's Sparrow","Clay-colored Sparrow"
5610,5750,"Emberizidae","Bachman's Sparrow","Clay-colored Sparrow"
5610,5760,"Emberizidae","Botteri's Sparrow","Clay-colored Sparrow"
5610,5800,"Emberizidae","Rufous-crowned Sparrow","Clay-colored Sparrow"
5610,5742,"Emberizidae","Five-striped Sparrow","Clay-colored Sparrow"
5610,5590,"Emberizidae","American Tree Sparrow","Clay-colored Sparrow"
5610,5600,"Emberizidae","Chipping Sparrow","Clay-colored Sparrow"
5610,5610,"Emberizidae","Clay-colored Sparrow","Clay-colored Sparrow"
5610,5620,"Emberizidae","Brewer's Sparrow","Clay-colored Sparrow"
5610,5630,"Emberizidae","Field Sparrow","Clay-colored Sparrow"
5610,5640,"Emberizidae","Worthen's Sparrow","Clay-colored Sparrow"
5610,5650,"Emberizidae","Black-chinned Sparrow","Clay-colored Sparrow"
5610,5400,"Emberizidae","Vesper Sparrow","Clay-colored Sparrow"
5610,5520,"Emberizidae","Lark Sparrow","Clay-colored Sparrow"
5610,5730,"Emberizidae","Black-throated Sparrow","Clay-colored Sparrow"
5610,5740,"Emberizidae","Sage Sparrow","Clay-colored Sparrow"
5610,5740,"Emberizidae","Sage Sparrow (Bell's)","Clay-colored Sparrow"
5610,6050,"Emberizidae","Lark Bunting","Clay-colored Sparrow"
5610,5420,"Emberizidae","Savannah Sparrow","Clay-colored Sparrow"
5610,5420,"Emberizidae","Savannah Sparrow (Eastern)","Clay-colored Sparrow"
5610,5420,"Emberizidae","Savannah Sparrow (Ipswich)","Clay-colored Sparrow"
5610,5420,"Emberizidae","Savannah Sparrow (Western)","Clay-colored Sparrow"
5610,5420,"Emberizidae","Savannah Sparrow (Belding's)","Clay-colored Sparrow"
5610,5420,"Emberizidae","Savannah Sparrow (Large-billed)","Clay-colored Sparrow"
5610,5460,"Emberizidae","Grasshopper Sparrow","Clay-colored Sparrow"
5610,5460,"Emberizidae","Grasshopper Sparrow (Florida)","Clay-colored Sparrow"
5610,5460,"Emberizidae","Grasshopper Sparrow (Western)","Clay-colored Sparrow"
5610,5450,"Emberizidae","Baird's Sparrow","Clay-colored Sparrow"
5610,5470,"Emberizidae","Henslow's Sparrow","Clay-colored Sparrow"
5610,5480,"Emberizidae","Le Conte's Sparrow","Clay-colored Sparrow"
5610,5491,"Emberizidae","Nelson's Sharp-tailed Sparrow","Clay-colored Sparrow"
5610,5491,"Emberizidae","Nelson's Sharp-tailed Sparrow (Atlantic Coast)","Clay-colored Sparrow"
5610,5490,"Emberizidae","Saltmarsh Sharp-tailed Sparrow","Clay-colored Sparrow"
5610,5499,"Emberizidae","Nelson's/Saltmarsh Sharp-tailed Sparrow","Clay-colored Sparrow"
5610,5500,"Emberizidae","Seaside Sparrow","Clay-colored Sparrow"
5610,5500,"Emberizidae","Seaside Sparrow (Cape Sable)","Clay-colored Sparrow"
5610,5500,"Emberizidae","Seaside Sparrow (Dusky)","Clay-colored Sparrow"
5610,5850,"Emberizidae","Fox Sparrow","Clay-colored Sparrow"
5610,5850,"Emberizidae","Fox Sparrow (Red)","Clay-colored Sparrow"
5610,5850,"Emberizidae","Fox Sparrow (Sooty)","Clay-colored Sparrow"
5610,5850,"Emberizidae","Fox Sparrow (Slate-colored)","Clay-colored Sparrow"
5610,5850,"Emberizidae","Fox Sparrow (Thick-billed)","Clay-colored Sparrow"
5610,5810,"Emberizidae","Song Sparrow","Clay-colored Sparrow"
5610,5830,"Emberizidae","Lincoln's Sparrow","Clay-colored Sparrow"
5610,5840,"Emberizidae","Swamp Sparrow","Clay-colored Sparrow"
5610,5580,"Emberizidae","White-throated Sparrow","Clay-colored Sparrow"
5610,5530,"Emberizidae","Harris's Sparrow","Clay-colored Sparrow"
5610,5540,"Emberizidae","White-crowned Sparrow","Clay-colored Sparrow"
5610,5540,"Emberizidae","White-crowned Sparrow (Eastern)","Clay-colored Sparrow"
5610,5540,"Emberizidae","White-crowned Sparrow (Mountain)","Clay-colored Sparrow"
5610,5540,"Emberizidae","White-crowned Sparrow (Gambel's)","Clay-colored Sparrow"
5610,5540,"Emberizidae","White-crowned Sparrow (Nuttall's)","Clay-colored Sparrow"
5610,5540,"Emberizidae","White-crowned Sparrow (Puget Sound)","Clay-colored Sparrow"
5610,5570,"Emberizidae","Golden-crowned Sparrow","Clay-colored Sparrow"
5610,5660,"Emberizidae","Dark-eyed Junco","Clay-colored Sparrow"
5610,5660,"Emberizidae","Dark-eyed Junco (Slate-colored)","Clay-colored Sparrow"
5610,5660,"Emberizidae","Dark-eyed Junco (Oregon)","Clay-colored Sparrow"
5610,5660,"Emberizidae","Dark-eyed Junco (Cassiar)","Clay-colored Sparrow"
5610,5660,"Emberizidae","Dark-eyed Junco (Pink-sided)","Clay-colored Sparrow"
5610,5660,"Emberizidae","Dark-eyed Junco (White-winged)","Clay-colored Sparrow"
5610,5660,"Emberizidae","Dark-eyed Junco (Gray-headed)","Clay-colored Sparrow"
5610,5660,"Emberizidae","Dark-eyed Junco (Red-backed)","Clay-colored Sparrow"
5610,5700,"Emberizidae","Yellow-eyed Junco","Clay-colored Sparrow"
5610,5700,"Emberizidae","Yellow-eyed Junco (Mexican)","Clay-colored Sparrow"
5610,5390,"Emberizidae","McCown's Longspur","Clay-colored Sparrow"
5610,5360,"Emberizidae","Lapland Longspur","Clay-colored Sparrow"
5610,5370,"Emberizidae","Smith's Longspur","Clay-colored Sparrow"
5610,5380,"Emberizidae","Chestnut-collared Longspur","Clay-colored Sparrow"
5610,5351,"Emberizidae","Rustic Bunting","Clay-colored Sparrow"
5610,5340,"Emberizidae","Snow Bunting","Clay-colored Sparrow"
5610,5350,"Emberizidae","McKay's Bunting","Clay-colored Sparrow"
5630,6020,"Emberizidae","White-collared Seedeater","Field Sparrow"
5630,6032,"Emberizidae","Yellow-faced Grassquit","Field Sparrow"
5630,6030,"Emberizidae","Black-faced Grassquit","Field Sparrow"
5630,18910,"Emberizidae","Puerto Rican Bullfinch","Field Sparrow"
5630,18930,"Emberizidae","Lesser Antillean Bullfinch","Field Sparrow"
5630,5861,"Emberizidae","Saffron Finch","Field Sparrow"
5630,5922,"Emberizidae","Red-crested Cardinal","Field Sparrow"
5630,5860,"Emberizidae","Olive Sparrow","Field Sparrow"
5630,5900,"Emberizidae","Green-tailed Towhee","Field Sparrow"
5630,5880,"Emberizidae","Spotted Towhee","Field Sparrow"
5630,5870,"Emberizidae","Eastern Towhee","Field Sparrow"
5630,5870,"Emberizidae","Eastern Towhee (Red-eyed)","Field Sparrow"
5630,5870,"Emberizidae","Eastern Towhee (White-eyed)","Field Sparrow"
5630,5910,"Emberizidae","Canyon Towhee","Field Sparrow"
5630,5911,"Emberizidae","California Towhee","Field Sparrow"
5630,5920,"Emberizidae","Abert's Towhee","Field Sparrow"
5630,5871,"Emberizidae","towhee sp.","Field Sparrow"
5630,5790,"Emberizidae","Rufous-winged Sparrow","Field Sparrow"
5630,5780,"Emberizidae","Cassin's Sparrow","Field Sparrow"
5630,5750,"Emberizidae","Bachman's Sparrow","Field Sparrow"
5630,5760,"Emberizidae","Botteri's Sparrow","Field Sparrow"
5630,5800,"Emberizidae","Rufous-crowned Sparrow","Field Sparrow"
5630,5742,"Emberizidae","Five-striped Sparrow","Field Sparrow"
5630,5590,"Emberizidae","American Tree Sparrow","Field Sparrow"
5630,5600,"Emberizidae","Chipping Sparrow","Field Sparrow"
5630,5610,"Emberizidae","Clay-colored Sparrow","Field Sparrow"
5630,5620,"Emberizidae","Brewer's Sparrow","Field Sparrow"
5630,5630,"Emberizidae","Field Sparrow","Field Sparrow"
5630,5640,"Emberizidae","Worthen's Sparrow","Field Sparrow"
5630,5650,"Emberizidae","Black-chinned Sparrow","Field Sparrow"
5630,5400,"Emberizidae","Vesper Sparrow","Field Sparrow"
5630,5520,"Emberizidae","Lark Sparrow","Field Sparrow"
5630,5730,"Emberizidae","Black-throated Sparrow","Field Sparrow"
5630,5740,"Emberizidae","Sage Sparrow","Field Sparrow"
5630,5740,"Emberizidae","Sage Sparrow (Bell's)","Field Sparrow"
5630,6050,"Emberizidae","Lark Bunting","Field Sparrow"
5630,5420,"Emberizidae","Savannah Sparrow","Field Sparrow"
5630,5420,"Emberizidae","Savannah Sparrow (Eastern)","Field Sparrow"
5630,5420,"Emberizidae","Savannah Sparrow (Ipswich)","Field Sparrow"
5630,5420,"Emberizidae","Savannah Sparrow (Western)","Field Sparrow"
5630,5420,"Emberizidae","Savannah Sparrow (Belding's)","Field Sparrow"
5630,5420,"Emberizidae","Savannah Sparrow (Large-billed)","Field Sparrow"
5630,5460,"Emberizidae","Grasshopper Sparrow","Field Sparrow"
5630,5460,"Emberizidae","Grasshopper Sparrow (Florida)","Field Sparrow"
5630,5460,"Emberizidae","Grasshopper Sparrow (Western)","Field Sparrow"
5630,5450,"Emberizidae","Baird's Sparrow","Field Sparrow"
5630,5470,"Emberizidae","Henslow's Sparrow","Field Sparrow"
5630,5480,"Emberizidae","Le Conte's Sparrow","Field Sparrow"
5630,5491,"Emberizidae","Nelson's Sharp-tailed Sparrow","Field Sparrow"
5630,5491,"Emberizidae","Nelson's Sharp-tailed Sparrow (Atlantic Coast)","Field Sparrow"
5630,5490,"Emberizidae","Saltmarsh Sharp-tailed Sparrow","Field Sparrow"
5630,5499,"Emberizidae","Nelson's/Saltmarsh Sharp-tailed Sparrow","Field Sparrow"
5630,5500,"Emberizidae","Seaside Sparrow","Field Sparrow"
5630,5500,"Emberizidae","Seaside Sparrow (Cape Sable)","Field Sparrow"
5630,5500,"Emberizidae","Seaside Sparrow (Dusky)","Field Sparrow"
5630,5850,"Emberizidae","Fox Sparrow","Field Sparrow"
5630,5850,"Emberizidae","Fox Sparrow (Red)","Field Sparrow"
5630,5850,"Emberizidae","Fox Sparrow (Sooty)","Field Sparrow"
5630,5850,"Emberizidae","Fox Sparrow (Slate-colored)","Field Sparrow"
5630,5850,"Emberizidae","Fox Sparrow (Thick-billed)","Field Sparrow"
5630,5810,"Emberizidae","Song Sparrow","Field Sparrow"
5630,5830,"Emberizidae","Lincoln's Sparrow","Field Sparrow"
5630,5840,"Emberizidae","Swamp Sparrow","Field Sparrow"
