,mean,mcse,sd,2.50%,25%,50%,75%,97.50%,n_eff,Rhat
bIntercept FocalAOU:4940,1.094858263,0.008692116,0.071562734,0.94582931,1.047078223,1.09612924,1.144909899,1.230555874,68,1.036328838
bIntercept FocalAOU:4950,1.703721302,0.008721318,0.070739729,1.554326122,1.657458922,1.704955392,1.753453026,1.838709508,66,1.037992297
bIntercept FocalAOU:4970,0.141510529,0.008617684,0.073216942,-0.009861423,0.092893556,0.14276647,0.192364167,0.278955503,72,1.032723137
bIntercept FocalAOU:4980,1.620606526,0.008678311,0.071370894,1.472016825,1.573630924,1.622103059,1.670702057,1.754360405,68,1.03645775
bIntercept FocalAOU:5010,1.346844204,0.008709735,0.070995875,1.199044234,1.299770383,1.348456578,1.397053018,1.481578394,66,1.037226149
bIntercept FocalAOU:5011,0.47270389,0.008699361,0.071390683,0.324620654,0.425278221,0.47407201,0.52257251,0.607209609,67,1.036493665
bIntercept FocalAOU:5060,0.039262618,0.008671354,0.070399714,-0.107859387,-0.007645598,0.040466926,0.088762273,0.17200776,66,1.037877072
bIntercept FocalAOU:5070,1.046609623,0.008680825,0.070944477,0.898502181,0.999444301,1.047817369,1.097435781,1.180204402,67,1.037470939
bIntercept FocalAOU:5080,-0.758277838,0.00867959,0.072780103,-0.908976911,-0.807150816,-0.75693548,-0.707034842,-0.622019224,70,1.035571472
bIntercept FocalAOU:5100,0.398348521,0.008664362,0.072013424,0.250092614,0.350457779,0.399834066,0.448944005,0.534920079,69,1.036347421
bIntercept FocalAOU:5110,1.528192097,0.00868841,0.071453579,1.379526703,1.481051032,1.528362126,1.578536021,1.663440115,68,1.036904868
bIntercept FocalAOU:5120,-1.277625994,0.008695402,0.07539016,-1.431359737,-1.327854039,-1.275933277,-1.225651739,-1.132743168,75,1.03237212
bIntercept FocalAOU:5170,-1.379122447,0.008708694,0.070334973,-1.525905026,-1.425860904,-1.378193799,-1.32944168,-1.24693271,65,1.038919247
bIntercept FocalAOU:5180,-0.710779392,0.0086936,0.076290261,-0.867450251,-0.761803371,-0.709324559,-0.658249221,-0.56599117,77,1.031717846
bIntercept FocalAOU:5190,-0.63181085,0.008686689,0.069294323,-0.778726826,-0.676969218,-0.630447595,-0.583188514,-0.50150599,64,1.039654774
bIntercept FocalAOU:5210,-1.586167022,0.008678897,0.073912854,-1.738067052,-1.635532673,-1.584860985,-1.535368859,-1.445057579,73,1.033876397
bIntercept FocalAOU:5220,-1.708457862,0.008675999,0.088510769,-1.884970863,-1.76799805,-1.707576378,-1.64721574,-1.537914937,104,1.024464253
bIntercept FocalAOU:5290,0.663473288,0.008670717,0.069731281,0.516897163,0.617418733,0.66454079,0.712476771,0.795394873,65,1.038252523
bIntercept FocalAOU:5300,-0.442728355,0.008731426,0.076296425,-0.598180355,-0.493296433,-0.441336021,-0.389823344,-0.29828086,76,1.032925981
bIntercept FocalAOU:5330,-1.37881291,0.008668379,0.071763732,-1.527427472,-1.427308563,-1.377876163,-1.327850779,-1.243647093,69,1.036599669
bIntercept FocalAOU:5400,0.6088999,0.008683522,0.071035233,0.461097993,0.56226751,0.60967668,0.658771305,0.742524493,67,1.036909596
bIntercept FocalAOU:5460,-0.125232838,0.008696573,0.070347064,-0.271528616,-0.171948102,-0.123860642,-0.075619387,0.008318841,65,1.03848572
bIntercept FocalAOU:5480,-0.227889081,0.008558747,0.081990613,-0.393427151,-0.282022514,-0.225832529,-0.172819082,-0.069885786,92,1.027104064
bIntercept FocalAOU:5520,-0.695704572,0.008675679,0.071087872,-0.842558626,-0.743246349,-0.695120494,-0.644579974,-0.562080383,67,1.037170812
bIntercept FocalAOU:5540,-0.400129937,0.008670792,0.076129266,-0.552070698,-0.451550783,-0.399008763,-0.346904728,-0.254540518,77,1.030480824
bIntercept FocalAOU:5580,0.895266572,0.008679103,0.075806735,0.740970253,0.844256113,0.896864278,0.947179473,1.038174588,76,1.032266111
bIntercept FocalAOU:5600,1.462507438,0.008681438,0.071411279,1.313730033,1.41469902,1.463435579,1.512783749,1.597085627,68,1.037568489
bIntercept FocalAOU:5610,0.84387407,0.008652953,0.074825524,0.690225088,0.79462191,0.845133167,0.895879521,0.985835049,75,1.033378823
bIntercept FocalAOU:5620,-0.188173695,0.008684554,0.076709299,-0.343553043,-0.239474047,-0.186752799,-0.13511595,-0.040875303,78,1.030910583
bIntercept FocalAOU:5630,1.025191834,0.008666136,0.070821068,0.877750978,0.978310361,1.026257659,1.074772593,1.159035703,67,1.036831896
bIntercept FocalAOU:5730,0.254993286,0.008795627,0.081176971,0.092316939,0.200490344,0.255894074,0.310753202,0.410978245,85,1.030927485
bIntercept FocalAOU:5780,0.329402479,0.008869462,0.081220764,0.166450028,0.27510211,0.331033579,0.3848887,0.484011445,84,1.030929494
bIntercept FocalAOU:5810,1.87015652,0.008675543,0.071605735,1.721220152,1.822284619,1.870804706,1.920556688,2.006235267,68,1.035977038
bIntercept FocalAOU:5840,-0.108857099,0.008705536,0.072334954,-0.257468486,-0.156505168,-0.107747975,-0.058478005,0.027797568,69,1.036029688
bIntercept FocalAOU:5850,-0.267934534,0.008725749,0.077579145,-0.425331875,-0.320571657,-0.266339709,-0.213085886,-0.121538531,79,1.030031976
bIntercept FocalAOU:5870,0.879055856,0.008687499,0.070898033,0.731861073,0.831800813,0.880541972,0.929181309,1.012630376,67,1.037368784
bIntercept FocalAOU:5880,0.021055853,0.008661399,0.073522998,-0.130129624,-0.027871972,0.022519553,0.07201816,0.161067586,72,1.034426006
bIntercept FocalAOU:5900,0.274495973,0.008642689,0.078438154,0.114346632,0.222398392,0.276055346,0.328877527,0.424463536,82,1.030801045
bIntercept FocalAOU:5930,1.994587768,0.008687154,0.074368106,1.842560097,1.944984732,1.996139149,2.046268061,2.135451979,73,1.034128106
bIntercept FocalAOU:5950,0.751531532,0.008671525,0.071548452,0.60358443,0.704246977,0.752210488,0.801677411,0.88752629,68,1.035917688
bIntercept FocalAOU:5960,-0.146550518,0.008717454,0.073069727,-0.297550923,-0.194767783,-0.145437115,-0.096315698,-0.008340578,70,1.034800546
bIntercept FocalAOU:5970,0.941011515,0.008686874,0.07108623,0.792738424,0.893541226,0.941942121,0.991044719,1.076355402,67,1.037056529
bIntercept FocalAOU:5980,1.652196467,0.00868872,0.072433293,1.501551269,1.60430022,1.653670208,1.702427353,1.78953094,69,1.036884527
bIntercept FocalAOU:5990,-1.085139294,0.008640848,0.073622916,-1.236494362,-1.134040155,-1.083962328,-1.032950956,-0.94558826,73,1.034094964
bIntercept FocalAOU:6010,0.826790142,0.008827466,0.079877102,0.66628523,0.773749129,0.82821993,0.881641049,0.978631071,82,1.032338194
bIntercept FocalAOU:6040,0.528097196,0.008686661,0.071343563,0.381361169,0.480821575,0.529241883,0.578116859,0.663523666,67,1.036814178
bIntercept FocalAOU:6050,-0.210285799,0.008738057,0.080441924,-0.37390546,-0.264579764,-0.208505837,-0.15337765,-0.060329376,85,1.029968087
bIntercept FocalAOU:6070,-0.17477442,0.008700248,0.073688611,-0.326283529,-0.224304174,-0.174025176,-0.123407225,-0.035471647,72,1.034508794
bIntercept FocalAOU:6080,-0.159713002,0.008677885,0.070845064,-0.308216805,-0.207094515,-0.158420861,-0.110004781,-0.025600455,67,1.037430929
bIntercept FocalAOU:6100,-0.084630087,0.008668936,0.072245372,-0.234203531,-0.132908164,-0.083895538,-0.033552229,0.051943018,69,1.036089318
bIntercept FocalAOU:6120,-0.368625324,0.008681218,0.069795388,-0.51478816,-0.415057464,-0.367332978,-0.319257476,-0.23666497,65,1.039169094
bIntercept FocalAOU:6130,1.091751999,0.008731655,0.070795416,0.945012734,1.044646445,1.093353789,1.141718265,1.22518398,66,1.038119716
bIntercept FocalAOU:6140,-0.436969364,0.008681262,0.069880875,-0.583398751,-0.483185104,-0.436009526,-0.387719612,-0.304517672,65,1.038761197
bIntercept FocalAOU:6150,-0.401889229,0.008682468,0.072337049,-0.551460779,-0.449895391,-0.400911822,-0.351553499,-0.265409034,69,1.036134067
bIntercept FocalAOU:6160,-1.116167126,0.008649512,0.071301182,-1.262733385,-1.163687732,-1.115346068,-1.065940721,-0.980417579,68,1.036589564
bIntercept FocalAOU:6170,-0.749415495,0.008652751,0.069689795,-0.895055437,-0.795200535,-0.748291273,-0.69990653,-0.618297383,65,1.038421486
bIntercept FocalAOU:6190,-0.312254343,0.008667163,0.0702539,-0.458281384,-0.358729165,-0.311012433,-0.262702524,-0.179666168,66,1.037880514
bIntercept FocalAOU:6220,-1.545300172,0.008710345,0.071154265,-1.694778721,-1.592359063,-1.54396913,-1.495197791,-1.409977389,67,1.037454261
bIntercept FocalAOU:6240,0.984987904,0.008709223,0.070871467,0.837469775,0.938516153,0.985702698,1.035222524,1.119137258,66,1.037784884
bIntercept FocalAOU:6270,0.298277277,0.008699096,0.070309133,0.152403497,0.252112096,0.298877133,0.348048738,0.430885858,65,1.037870692
bIntercept FocalAOU:6280,0.042417153,0.008696523,0.070522586,-0.105628912,-0.00401711,0.043609635,0.092033252,0.177207627,66,1.038185671
bIntercept FocalAOU:6290,0.073298813,0.008663731,0.072083053,-0.076104054,0.025474309,0.074547173,0.124229188,0.208544033,69,1.035879223
bIntercept FocalAOU:6291,0.723740208,0.008730103,0.080017096,0.562260186,0.669964338,0.724293961,0.779479439,0.876814663,84,1.029983653
bIntercept FocalAOU:6292,0.289902733,0.008703752,0.082496332,0.126558413,0.234919487,0.290917305,0.346238684,0.448307662,90,1.028124416
bIntercept FocalAOU:6310,1.020423298,0.00869701,0.072391032,0.871142748,0.972523744,1.021246794,1.071449866,1.158298775,69,1.036084847
bIntercept FocalAOU:6330,-0.444939733,0.008708635,0.075620775,-0.596495612,-0.495813823,-0.444174892,-0.392512148,-0.302339457,75,1.032488884
bIntercept FocalAOU:6360,-0.561610455,0.008649995,0.071020919,-0.709879837,-0.608787905,-0.560544766,-0.511529154,-0.427233488,67,1.036593709
bIntercept FocalAOU:6370,-0.868535144,0.008691787,0.074040613,-1.022530542,-0.917988224,-0.867470891,-0.816779803,-0.730064193,73,1.034878835
bIntercept FocalAOU:6380,-1.81460094,0.008736948,0.083547933,-1.98246796,-1.870884642,-1.812922829,-1.75693133,-1.656640693,91,1.025963397
bIntercept FocalAOU:6390,-0.674747062,0.008684006,0.073667021,-0.8274161,-0.723955176,-0.673697043,-0.623765648,-0.53494178,72,1.034454399
bIntercept FocalAOU:6410,-0.709948002,0.008709929,0.073268301,-0.861139721,-0.758289488,-0.70838034,-0.658389565,-0.570859525,71,1.03505523
bIntercept FocalAOU:6450,-0.291499963,0.008681817,0.073523996,-0.444678406,-0.341062025,-0.289750174,-0.239737599,-0.152878608,72,1.034245797
bIntercept FocalAOU:6460,-0.109329026,0.008660261,0.073658276,-0.261115489,-0.157599701,-0.108293666,-0.057872917,0.030904624,72,1.034234639
bIntercept FocalAOU:6480,-0.072227859,0.008697117,0.070743763,-0.219413929,-0.11929972,-0.071052811,-0.022640998,0.06051797,66,1.037959424
bIntercept FocalAOU:6520,0.713112687,0.008694818,0.070181943,0.56611337,0.666211949,0.714647459,0.763129513,0.846716562,65,1.038407766
bIntercept FocalAOU:6540,-0.551830723,0.008725603,0.074706281,-0.703866941,-0.600898685,-0.550819298,-0.500120383,-0.410281701,73,1.03392726
bIntercept FocalAOU:6570,-0.024018249,0.008701977,0.073838052,-0.177033028,-0.072205903,-0.022826972,0.027386181,0.115643204,72,1.03586477
bIntercept FocalAOU:6590,0.700955028,0.008702959,0.073003125,0.550133307,0.652483298,0.702439245,0.752405709,0.837053297,70,1.034723951
bIntercept FocalAOU:6620,-0.144491284,0.008648006,0.074148036,-0.297389974,-0.193327514,-0.143205217,-0.092467349,-0.003905336,74,1.033577643
bIntercept FocalAOU:6630,-1.201094553,0.008696074,0.072733199,-1.352219089,-1.249220909,-1.199720824,-1.150102123,-1.06251938,70,1.035131335
bIntercept FocalAOU:6650,-0.298862563,0.008679501,0.078145505,-0.457660444,-0.351120873,-0.297992052,-0.244483921,-0.15070294,81,1.029772912
bIntercept FocalAOU:6670,-0.040427934,0.008735422,0.072936399,-0.190807799,-0.089271304,-0.039169605,0.010395921,0.097431221,70,1.035358509
bIntercept FocalAOU:6710,0.881532699,0.008693066,0.071788609,0.732837136,0.833489145,0.882776932,0.932200958,1.018027148,68,1.036392329
bIntercept FocalAOU:6730,0.380966089,0.008714603,0.072225086,0.232568068,0.332820777,0.382463347,0.431560953,0.515567922,69,1.036575434
bIntercept FocalAOU:6740,1.239983184,0.008662448,0.071890665,1.09096053,1.191913289,1.242021899,1.29001219,1.376729423,69,1.035711471
bIntercept FocalAOU:6760,-1.394853176,0.008644232,0.071981893,-1.543923623,-1.442614893,-1.393373463,-1.344305704,-1.259923969,69,1.036306032
bIntercept FocalAOU:6770,-0.63347555,0.008705602,0.072154109,-0.783061201,-0.680575988,-0.632707215,-0.583385428,-0.497331937,69,1.035724523
bIntercept FocalAOU:6790,0.116816808,0.008664131,0.073804898,-0.034247346,0.067389619,0.118467796,0.168117373,0.256797735,73,1.034419144
bIntercept FocalAOU:6800,0.55730095,0.008685071,0.076218864,0.402957591,0.506033976,0.557455642,0.610739111,0.702812159,77,1.031203545
bIntercept FocalAOU:6810,1.130387574,0.008697877,0.070672894,0.981658584,1.083000168,1.13181778,1.180246096,1.263786497,66,1.038335058
bIntercept FocalAOU:6830,-0.074594744,0.008661806,0.071187563,-0.22272551,-0.121616502,-0.073328214,-0.024493235,0.059216257,68,1.036621549
bIntercept FocalAOU:6840,0.425017416,0.008703092,0.072295344,0.275464806,0.377104546,0.426115651,0.476023488,0.561463673,69,1.036229681
bIntercept FocalAOU:6850,-0.693754864,0.008720883,0.073292271,-0.84505879,-0.742591644,-0.693030133,-0.642166603,-0.555214233,71,1.035570049
bIntercept FocalAOU:6860,-1.542089434,0.008670555,0.075320776,-1.694205113,-1.592216881,-1.541386904,-1.488983616,-1.398666342,75,1.033255847
bIntercept FocalAOU:6870,-0.280450046,0.008670033,0.070722745,-0.427822201,-0.32757679,-0.278800446,-0.230559957,-0.146640595,67,1.036852725
bIntercept FocalAOU:6882,0.487632338,0.008692901,0.070389013,0.340738612,0.440519232,0.488734354,0.5376151,0.620331032,66,1.038006157
bIntercept FocalAOU:7020,-0.297452338,0.008764921,0.079476888,-0.457587574,-0.350552942,-0.296606911,-0.242381032,-0.147335141,82,1.029833248
bIntercept FocalAOU:7030,0.562813075,0.008657621,0.070799802,0.414506119,0.515531701,0.564127318,0.612646449,0.697295914,67,1.037354718
bIntercept FocalAOU:7040,1.005841205,0.008692592,0.070466833,0.859515683,0.95935839,1.006969977,1.055519248,1.139531608,66,1.038341099
bIntercept FocalAOU:7050,0.693177034,0.008679242,0.070265593,0.545412634,0.646674083,0.694050018,0.74251351,0.825870807,66,1.037840949
bIntercept FocalAOU:7150,-0.429918438,0.008658933,0.073514833,-0.581592823,-0.478726003,-0.428487175,-0.378388347,-0.290715199,72,1.034738448
bIntercept FocalAOU:7180,1.262852073,0.008703874,0.071925403,1.113827991,1.215335119,1.264012532,1.313115417,1.39904866,68,1.036047171
bIntercept FocalAOU:7190,-0.522126613,0.008712099,0.074069688,-0.67245113,-0.571647086,-0.521043611,-0.469911549,-0.382496482,72,1.034500213
bIntercept FocalAOU:7210,0.137053512,0.008706219,0.070310072,-0.010511424,0.090576185,0.138219526,0.186690611,0.269779045,65,1.038215434
bIntercept FocalAOU:7221,0.592517998,0.008626727,0.083924317,0.425467805,0.535514736,0.593549721,0.650438475,0.751774354,95,1.02727557
bIntercept FocalAOU:7222,-0.310860103,0.008728643,0.074069713,-0.463641979,-0.360126364,-0.309715039,-0.259108878,-0.170539112,72,1.034384495
bIntercept FocalAOU:7240,0.026737425,0.008671022,0.074311147,-0.123394681,-0.023310876,0.027897535,0.078655729,0.166903605,73,1.032751687
bIntercept FocalAOU:7260,-1.369518543,0.008701323,0.072490572,-1.519489078,-1.417151947,-1.368854411,-1.319377377,-1.231314756,69,1.035039083
bIntercept FocalAOU:7270,-0.569977543,0.008690652,0.070061486,-0.715677986,-0.616867479,-0.568747844,-0.520486337,-0.43787043,65,1.038445063
bIntercept FocalAOU:7280,-0.792234517,0.008685432,0.07108345,-0.939818839,-0.839317221,-0.7914793,-0.741924628,-0.657660574,67,1.037379983
bIntercept FocalAOU:7290,-1.127044476,0.008758907,0.076078987,-1.281916175,-1.177905661,-1.125663009,-1.073746013,-0.984260525,75,1.033015739
bIntercept FocalAOU:7310,1.181494789,0.008658215,0.072406003,1.032302941,1.133472991,1.182940427,1.232045466,1.318296948,70,1.035988102
bIntercept FocalAOU:7350,0.378754075,0.008692139,0.071333495,0.229950521,0.331492629,0.380366326,0.428548018,0.514269106,67,1.036870788
bIntercept FocalAOU:7360,1.780083093,0.008674594,0.074939797,1.623637594,1.729799971,1.781534462,1.831588724,1.921341911,75,1.033518616
bIntercept FocalAOU:7380,-0.316679952,0.00864029,0.07620082,-0.472074919,-0.367455295,-0.314919586,-0.263326092,-0.172050156,78,1.032159717
bIntercept FocalAOU:7430,-1.151253089,0.008675434,0.076600038,-1.305762312,-1.202366008,-1.149725496,-1.098691337,-1.00583884,78,1.031425097
bIntercept FocalAOU:7480,-0.840970723,0.008724912,0.073715603,-0.991498753,-0.889737948,-0.83946663,-0.789458096,-0.703348215,71,1.034629281
bIntercept FocalAOU:7510,-0.540363218,0.00869372,0.070525917,-0.687744824,-0.587074562,-0.539713347,-0.490278587,-0.406117016,66,1.038179116
bIntercept FocalAOU:7540,-0.336410344,0.008667463,0.076282886,-0.491770175,-0.38765019,-0.335666455,-0.283305182,-0.190867493,77,1.030849042
bIntercept FocalAOU:7550,1.247453552,0.008682567,0.070837546,1.099806048,1.200602139,1.248402849,1.297023635,1.38323083,67,1.037009428
bIntercept FocalAOU:7560,0.127297631,0.008691409,0.072152814,-0.022590046,0.079413856,0.128549866,0.178357366,0.263391806,69,1.036116017
bIntercept FocalAOU:7580,0.03561761,0.008692981,0.073121758,-0.114041937,-0.012963248,0.03675784,0.086808812,0.173082829,71,1.035091574
bIntercept FocalAOU:7590,-0.175620169,0.008668097,0.07172017,-0.323957775,-0.223741878,-0.174569087,-0.125141453,-0.039513347,68,1.036695081
bIntercept FocalAOU:7610,2.014797876,0.008705573,0.072283486,1.86483816,1.966351091,2.016225902,2.065631534,2.152447145,69,1.03657247
bIntercept FocalAOU:7660,0.965159509,0.008703877,0.070640908,0.817323706,0.918809599,0.965766166,1.015068746,1.099559925,66,1.037971922
bIntercept FocalAOU:7670,-0.410891975,0.00864777,0.07736925,-0.565912917,-0.462327844,-0.40934252,-0.357266283,-0.263157238,80,1.030280567
bIntercept FocalAOU:7680,-0.197590531,0.008606994,0.074399683,-0.348619723,-0.247654882,-0.19597563,-0.145173127,-0.05664726,75,1.033700823
