Focal Common Name,Focal Scientific Name,Focal AOU,Competitor Common Name,Competitor Scientific Name,Competitor AOU,Main Competitor (1)
Northern Parula,Parula americana,6480,Prairie Warbler,Dendroica discolor,6730,0
Northern Parula,Parula americana,6480,Northern Waterthrush,Parkesia noveboracensis,6750,0
Northern Parula,Parula americana,6480,Kentucky Warbler,Oporornis formosus,6770,0
Northern Parula,Parula americana,6480,Connecticut Warbler,Oporornis agilis,6780,0
Northern Parula,Parula americana,6480,Mourning Warbler,Oporornis philadelphia,6790,0
Northern Parula,Parula americana,6480,Common Yellowthroat,Geothlypis trichas,6810,1
Northern Parula,Parula americana,6480,Hooded Warbler,Wilsonia citrina,6840,0
Northern Parula,Parula americana,6480,Wilson's Warbler,Wilsonia pusilla,6850,0
Northern Parula,Parula americana,6480,Canada Warbler,Wilsonia canadensis,6860,0
Northern Parula,Parula americana,6480,American Redstart,Setophaga ruticilla,6870,0
Yellow-throated Warbler,Dendroica dominica,6630,Black-and-white Warbler,Mniotilta varia,6360,0
Yellow-throated Warbler,Dendroica dominica,6630,Prothonotary Warbler,Protonotaria citrea,6370,1
Yellow-throated Warbler,Dendroica dominica,6630,Pine Warbler,Dendroica pinus,6710,0
Ovenbird,Seiurus aurocapilla,6740,Black-and-white Warbler,Mniotilta varia,6360,0
Ovenbird,Seiurus aurocapilla,6740,Prothonotary Warbler,Protonotaria citrea,6370,0
Ovenbird,Seiurus aurocapilla,6740,Swainson's Warbler,Limnothlypis swainsonii,6380,0
Ovenbird,Seiurus aurocapilla,6740,Worm-eating Warbler,Helmitheros vermivorum,6390,0
Ovenbird,Seiurus aurocapilla,6740,Golden-winged Warbler,Vermivora chrysoptera,6420,0
Ovenbird,Seiurus aurocapilla,6740,Tennessee Warbler,Vermivora peregrina,6470,0
Ovenbird,Seiurus aurocapilla,6740,Cape May Warbler,Dendroica tigrina,6500,0
Ovenbird,Seiurus aurocapilla,6740,Yellow Warbler,Dendroica petechia,6520,0
Ovenbird,Seiurus aurocapilla,6740,Black-throated Blue Warbler,Dendroica caerulescens,6540,0
Ovenbird,Seiurus aurocapilla,6740,Yellow-rumped Warbler,Dendroica coronata,6550,0
Ovenbird,Seiurus aurocapilla,6740,Magnolia Warbler,Dendroica magnolia,6570,0
Ovenbird,Seiurus aurocapilla,6740,Cerulean Warbler,Dendroica cerulea,6580,0
Ovenbird,Seiurus aurocapilla,6740,Chestnut-sided Warbler,Dendroica pensylvanica,6590,0
Ovenbird,Seiurus aurocapilla,6740,Bay-breasted Warbler,Dendroica castanea,6600,0
Ovenbird,Seiurus aurocapilla,6740,Blackpoll Warbler,Dendroica striata,6610,0
Ovenbird,Seiurus aurocapilla,6740,Blackburnian Warbler,Dendroica fusca,6620,0
Ovenbird,Seiurus aurocapilla,6740,Kirtland's Warbler,Dendroica kirtlandii,6700,0
Ovenbird,Seiurus aurocapilla,6740,Pine Warbler,Dendroica pinus,6710,0
Ovenbird,Seiurus aurocapilla,6740,Palm Warbler,Dendroica palmarum,6720,0
Ovenbird,Seiurus aurocapilla,6740,Northern Waterthrush,Parkesia noveboracensis,6750,0
Ovenbird,Seiurus aurocapilla,6740,Louisiana Waterthrush,Parkesia motacilla,6760,0
Ovenbird,Seiurus aurocapilla,6740,Kentucky Warbler,Oporornis formosus,6770,0
Ovenbird,Seiurus aurocapilla,6740,Connecticut Warbler,Oporornis agilis,6780,0
Ovenbird,Seiurus aurocapilla,6740,Mourning Warbler,Oporornis philadelphia,6790,0
Ovenbird,Seiurus aurocapilla,6740,Common Yellowthroat,Geothlypis trichas,6810,1
Ovenbird,Seiurus aurocapilla,6740,Yellow-breasted Chat,Icteria virens,6830,0
Ovenbird,Seiurus aurocapilla,6740,Hooded Warbler,Wilsonia citrina,6840,0
Ovenbird,Seiurus aurocapilla,6740,Canada Warbler,Wilsonia canadensis,6860,0
Black-and-white Warbler,Mniotilta varia,6360,Prothonotary Warbler,Protonotaria citrea,6370,0
Black-and-white Warbler,Mniotilta varia,6360,Yellow-throated Warbler,Dendroica dominica,6630,0
Black-and-white Warbler,Mniotilta varia,6360,Pine Warbler,Dendroica pinus,6710,1
Louisiana Waterthrush,Parkesia motacilla,6760,Swainson's Warbler,Limnothlypis swainsonii,6380,0
Louisiana Waterthrush,Parkesia motacilla,6760,Ovenbird,Seiurus aurocapilla,6740,0
Louisiana Waterthrush,Parkesia motacilla,6760,Northern Waterthrush,Parkesia noveboracensis,6750,0
Louisiana Waterthrush,Parkesia motacilla,6760,Kentucky Warbler,Oporornis formosus,6770,1
Louisiana Waterthrush,Parkesia motacilla,6760,Connecticut Warbler,Oporornis agilis,6780,0
Northern Waterthrush,Parkesia noveboracensis,6750,Swainson's Warbler,Limnothlypis swainsonii,6380,0
Northern Waterthrush,Parkesia noveboracensis,6750,Palm Warbler,Dendroica palmarum,6720,1
Northern Waterthrush,Parkesia noveboracensis,6750,Ovenbird,Seiurus aurocapilla,6740,0
Northern Waterthrush,Parkesia noveboracensis,6750,Louisiana Waterthrush,Parkesia motacilla,6760,0
Northern Waterthrush,Parkesia noveboracensis,6750,Kentucky Warbler,Oporornis formosus,6770,0
Northern Waterthrush,Parkesia noveboracensis,6750,Connecticut Warbler,Oporornis agilis,6780,0
Kentucky Warbler,Oporornis formosus,6770,Swainson's Warbler,Limnothlypis swainsonii,6380,0
Kentucky Warbler,Oporornis formosus,6770,Ovenbird,Seiurus aurocapilla,6740,0
Kentucky Warbler,Oporornis formosus,6770,Northern Waterthrush,Parkesia noveboracensis,6750,0
Kentucky Warbler,Oporornis formosus,6770,Louisiana Waterthrush,Parkesia motacilla,6760,1
Blue-winged Warbler,Vermivora cyanoptera,6410,Worm-eating Warbler,Helmitheros vermivorum,6390,0
Blue-winged Warbler,Vermivora cyanoptera,6410,Northern Parula,Parula americana,6480,0
Blue-winged Warbler,Vermivora cyanoptera,6410,Yellow Warbler,Dendroica petechia,6520,0
Blue-winged Warbler,Vermivora cyanoptera,6410,Pine Warbler,Dendroica pinus,6710,0
Blue-winged Warbler,Vermivora cyanoptera,6410,Prairie Warbler,Dendroica discolor,6730,0
Blue-winged Warbler,Vermivora cyanoptera,6410,Common Yellowthroat,Geothlypis trichas,6810,1
Blue-winged Warbler,Vermivora cyanoptera,6410,Hooded Warbler,Wilsonia citrina,6840,0
Worm-eating Warbler,Helmitheros vermivorum,6390,Blue-winged Warbler,Vermivora cyanoptera,6410,0
Worm-eating Warbler,Helmitheros vermivorum,6390,Northern Parula,Parula americana,6480,0
Worm-eating Warbler,Helmitheros vermivorum,6390,Yellow Warbler,Dendroica petechia,6520,0
Worm-eating Warbler,Helmitheros vermivorum,6390,Pine Warbler,Dendroica pinus,6710,0
Worm-eating Warbler,Helmitheros vermivorum,6390,Prairie Warbler,Dendroica discolor,6730,0
Worm-eating Warbler,Helmitheros vermivorum,6390,Common Yellowthroat,Geothlypis trichas,6810,1
Worm-eating Warbler,Helmitheros vermivorum,6390,Hooded Warbler,Wilsonia citrina,6840,0
Black-throated Gray Warbler,Dendroica nigrescens,6650,Lucy's Warbler,Vermivora luciae,6430,0
Black-throated Gray Warbler,Dendroica nigrescens,6650,Yellow Warbler,Dendroica petechia,6520,1
Black-throated Gray Warbler,Dendroica nigrescens,6650,Grace's Warbler,Dendroica graciae,6640,0
Black-throated Gray Warbler,Dendroica nigrescens,6650,Painted Redstart,Myioborus pictus,6880,0
Red-faced Warbler,Cardellina rubrifrons,6900,Lucy's Warbler,Vermivora luciae,6430,0
Red-faced Warbler,Cardellina rubrifrons,6900,Grace's Warbler,Dendroica graciae,6640,0
Red-faced Warbler,Cardellina rubrifrons,6900,Painted Redstart,Myioborus pictus,6880,1
Orange-crowned Warbler,Vermivora celata,6460,Virginia's Warbler,Vermivora virginiae,6440,0
Orange-crowned Warbler,Vermivora celata,6460,Tennessee Warbler,Vermivora peregrina,6470,0
Orange-crowned Warbler,Vermivora celata,6460,Cape May Warbler,Dendroica tigrina,6500,0
Orange-crowned Warbler,Vermivora celata,6460,Yellow Warbler,Dendroica petechia,6520,1
Orange-crowned Warbler,Vermivora celata,6460,Yellow-rumped Warbler,Dendroica coronata,6550,0
Orange-crowned Warbler,Vermivora celata,6460,Chestnut-sided Warbler,Dendroica pensylvanica,6590,0
Orange-crowned Warbler,Vermivora celata,6460,Bay-breasted Warbler,Dendroica castanea,6600,0
Orange-crowned Warbler,Vermivora celata,6460,Blackpoll Warbler,Dendroica striata,6610,0
Orange-crowned Warbler,Vermivora celata,6460,Blackburnian Warbler,Dendroica fusca,6620,0
Orange-crowned Warbler,Vermivora celata,6460,Black-throated Green Warbler,Dendroica virens,6670,0
Orange-crowned Warbler,Vermivora celata,6460,Townsend's Warbler,Dendroica townsendi,6680,0
Orange-crowned Warbler,Vermivora celata,6460,Mourning Warbler,Oporornis philadelphia,6790,0
Orange-crowned Warbler,Vermivora celata,6460,Common Yellowthroat,Geothlypis trichas,6810,0
Orange-crowned Warbler,Vermivora celata,6460,Wilson's Warbler,Wilsonia pusilla,6850,0
Townsend's Warbler,Dendroica townsendi,6680,Virginia's Warbler,Vermivora virginiae,6440,0
Townsend's Warbler,Dendroica townsendi,6680,Nashville Warbler,Vermivora ruficapilla,6450,0
Townsend's Warbler,Dendroica townsendi,6680,Orange-crowned Warbler,Vermivora celata,6460,0
Townsend's Warbler,Dendroica townsendi,6680,Tennessee Warbler,Vermivora peregrina,6470,0
Townsend's Warbler,Dendroica townsendi,6680,Yellow Warbler,Dendroica petechia,6520,1
Townsend's Warbler,Dendroica townsendi,6680,Yellow-rumped Warbler,Dendroica coronata,6550,0
Townsend's Warbler,Dendroica townsendi,6680,Blackpoll Warbler,Dendroica striata,6610,0
Townsend's Warbler,Dendroica townsendi,6680,Black-throated Gray Warbler,Dendroica nigrescens,6650,0
Townsend's Warbler,Dendroica townsendi,6680,Hermit Warbler,Dendroica occidentalis,6690,0
Townsend's Warbler,Dendroica townsendi,6680,Northern Waterthrush,Parkesia noveboracensis,6750,0
Townsend's Warbler,Dendroica townsendi,6680,Connecticut Warbler,Oporornis agilis,6780,0
Townsend's Warbler,Dendroica townsendi,6680,MacGillivray's Warbler,Oporornis tolmiei,6800,0
Townsend's Warbler,Dendroica townsendi,6680,Common Yellowthroat,Geothlypis trichas,6810,0
Townsend's Warbler,Dendroica townsendi,6680,Wilson's Warbler,Wilsonia pusilla,6850,0
Townsend's Warbler,Dendroica townsendi,6680,American Redstart,Setophaga ruticilla,6870,0
Blackpoll Warbler,Dendroica striata,6610,Nashville Warbler,Vermivora ruficapilla,6450,0
Blackpoll Warbler,Dendroica striata,6610,Orange-crowned Warbler,Vermivora celata,6460,0
Blackpoll Warbler,Dendroica striata,6610,Tennessee Warbler,Vermivora peregrina,6470,0
Blackpoll Warbler,Dendroica striata,6610,Cape May Warbler,Dendroica tigrina,6500,0
Blackpoll Warbler,Dendroica striata,6610,Yellow Warbler,Dendroica petechia,6520,1
Blackpoll Warbler,Dendroica striata,6610,Yellow-rumped Warbler,Dendroica coronata,6550,0
Blackpoll Warbler,Dendroica striata,6610,Chestnut-sided Warbler,Dendroica pensylvanica,6590,0
Blackpoll Warbler,Dendroica striata,6610,Bay-breasted Warbler,Dendroica castanea,6600,0
Blackpoll Warbler,Dendroica striata,6610,Blackburnian Warbler,Dendroica fusca,6620,0
Blackpoll Warbler,Dendroica striata,6610,Black-throated Green Warbler,Dendroica virens,6670,0
Blackpoll Warbler,Dendroica striata,6610,Townsend's Warbler,Dendroica townsendi,6680,0
Blackpoll Warbler,Dendroica striata,6610,Mourning Warbler,Oporornis philadelphia,6790,0
Blackpoll Warbler,Dendroica striata,6610,Common Yellowthroat,Geothlypis trichas,6810,0
Blackpoll Warbler,Dendroica striata,6610,Wilson's Warbler,Wilsonia pusilla,6850,0
Tennessee Warbler,Vermivora peregrina,6470,Nashville Warbler,Vermivora ruficapilla,6450,0
Tennessee Warbler,Vermivora peregrina,6470,Orange-crowned Warbler,Vermivora celata,6460,0
Tennessee Warbler,Vermivora peregrina,6470,Cape May Warbler,Dendroica tigrina,6500,0
Tennessee Warbler,Vermivora peregrina,6470,Yellow Warbler,Dendroica petechia,6520,1
Tennessee Warbler,Vermivora peregrina,6470,Yellow-rumped Warbler,Dendroica coronata,6550,0
Tennessee Warbler,Vermivora peregrina,6470,Chestnut-sided Warbler,Dendroica pensylvanica,6590,0
Tennessee Warbler,Vermivora peregrina,6470,Bay-breasted Warbler,Dendroica castanea,6600,0
Tennessee Warbler,Vermivora peregrina,6470,Blackpoll Warbler,Dendroica striata,6610,0
Tennessee Warbler,Vermivora peregrina,6470,Blackburnian Warbler,Dendroica fusca,6620,0
Tennessee Warbler,Vermivora peregrina,6470,Black-throated Green Warbler,Dendroica virens,6670,0
Tennessee Warbler,Vermivora peregrina,6470,Townsend's Warbler,Dendroica townsendi,6680,0
Tennessee Warbler,Vermivora peregrina,6470,Mourning Warbler,Oporornis philadelphia,6790,0
Tennessee Warbler,Vermivora peregrina,6470,Common Yellowthroat,Geothlypis trichas,6810,0
Tennessee Warbler,Vermivora peregrina,6470,Wilson's Warbler,Wilsonia pusilla,6850,0
Blackburnian Warbler,Dendroica fusca,6620,Nashville Warbler,Vermivora ruficapilla,6450,0
Blackburnian Warbler,Dendroica fusca,6620,Orange-crowned Warbler,Vermivora celata,6460,0
Blackburnian Warbler,Dendroica fusca,6620,Tennessee Warbler,Vermivora peregrina,6470,0
Blackburnian Warbler,Dendroica fusca,6620,Cape May Warbler,Dendroica tigrina,6500,0
Blackburnian Warbler,Dendroica fusca,6620,Yellow Warbler,Dendroica petechia,6520,1
Blackburnian Warbler,Dendroica fusca,6620,Yellow-rumped Warbler,Dendroica coronata,6550,0
Blackburnian Warbler,Dendroica fusca,6620,Chestnut-sided Warbler,Dendroica pensylvanica,6590,0
Blackburnian Warbler,Dendroica fusca,6620,Bay-breasted Warbler,Dendroica castanea,6600,0
Blackburnian Warbler,Dendroica fusca,6620,Blackpoll Warbler,Dendroica striata,6610,0
Blackburnian Warbler,Dendroica fusca,6620,Black-throated Green Warbler,Dendroica virens,6670,0
Blackburnian Warbler,Dendroica fusca,6620,Mourning Warbler,Oporornis philadelphia,6790,0
Blackburnian Warbler,Dendroica fusca,6620,Common Yellowthroat,Geothlypis trichas,6810,0
Blackburnian Warbler,Dendroica fusca,6620,Wilson's Warbler,Wilsonia pusilla,6850,0
Bay-breasted Warbler,Dendroica castanea,6600,Nashville Warbler,Vermivora ruficapilla,6450,0
Bay-breasted Warbler,Dendroica castanea,6600,Orange-crowned Warbler,Vermivora celata,6460,0
Bay-breasted Warbler,Dendroica castanea,6600,Tennessee Warbler,Vermivora peregrina,6470,0
Bay-breasted Warbler,Dendroica castanea,6600,Cape May Warbler,Dendroica tigrina,6500,0
Bay-breasted Warbler,Dendroica castanea,6600,Yellow Warbler,Dendroica petechia,6520,1
Bay-breasted Warbler,Dendroica castanea,6600,Yellow-rumped Warbler,Dendroica coronata,6550,0
Bay-breasted Warbler,Dendroica castanea,6600,Chestnut-sided Warbler,Dendroica pensylvanica,6590,0
Bay-breasted Warbler,Dendroica castanea,6600,Blackpoll Warbler,Dendroica striata,6610,0
Bay-breasted Warbler,Dendroica castanea,6600,Blackburnian Warbler,Dendroica fusca,6620,0
Bay-breasted Warbler,Dendroica castanea,6600,Black-throated Green Warbler,Dendroica virens,6670,0
Bay-breasted Warbler,Dendroica castanea,6600,Mourning Warbler,Oporornis philadelphia,6790,0
Bay-breasted Warbler,Dendroica castanea,6600,Common Yellowthroat,Geothlypis trichas,6810,0
Bay-breasted Warbler,Dendroica castanea,6600,Wilson's Warbler,Wilsonia pusilla,6850,0
Cape May Warbler,Dendroica tigrina,6500,Nashville Warbler,Vermivora ruficapilla,6450,0
Cape May Warbler,Dendroica tigrina,6500,Orange-crowned Warbler,Vermivora celata,6460,0
Cape May Warbler,Dendroica tigrina,6500,Tennessee Warbler,Vermivora peregrina,6470,0
Cape May Warbler,Dendroica tigrina,6500,Yellow Warbler,Dendroica petechia,6520,1
Cape May Warbler,Dendroica tigrina,6500,Yellow-rumped Warbler,Dendroica coronata,6550,0
Cape May Warbler,Dendroica tigrina,6500,Chestnut-sided Warbler,Dendroica pensylvanica,6590,0
Cape May Warbler,Dendroica tigrina,6500,Bay-breasted Warbler,Dendroica castanea,6600,0
Cape May Warbler,Dendroica tigrina,6500,Blackpoll Warbler,Dendroica striata,6610,0
Cape May Warbler,Dendroica tigrina,6500,Blackburnian Warbler,Dendroica fusca,6620,0
Cape May Warbler,Dendroica tigrina,6500,Black-throated Green Warbler,Dendroica virens,6670,0
Cape May Warbler,Dendroica tigrina,6500,Mourning Warbler,Oporornis philadelphia,6790,0
Cape May Warbler,Dendroica tigrina,6500,Common Yellowthroat,Geothlypis trichas,6810,0
Cape May Warbler,Dendroica tigrina,6500,Wilson's Warbler,Wilsonia pusilla,6850,0
Mourning Warbler,Oporornis philadelphia,6790,Nashville Warbler,Vermivora ruficapilla,6450,0
Mourning Warbler,Oporornis philadelphia,6790,Orange-crowned Warbler,Vermivora celata,6460,0
Mourning Warbler,Oporornis philadelphia,6790,Tennessee Warbler,Vermivora peregrina,6470,0
Mourning Warbler,Oporornis philadelphia,6790,Cape May Warbler,Dendroica tigrina,6500,0
Mourning Warbler,Oporornis philadelphia,6790,Yellow Warbler,Dendroica petechia,6520,1
Mourning Warbler,Oporornis philadelphia,6790,Yellow-rumped Warbler,Dendroica coronata,6550,0
Mourning Warbler,Oporornis philadelphia,6790,Chestnut-sided Warbler,Dendroica pensylvanica,6590,0
Mourning Warbler,Oporornis philadelphia,6790,Bay-breasted Warbler,Dendroica castanea,6600,0
Mourning Warbler,Oporornis philadelphia,6790,Blackpoll Warbler,Dendroica striata,6610,0
Mourning Warbler,Oporornis philadelphia,6790,Blackburnian Warbler,Dendroica fusca,6620,0
Mourning Warbler,Oporornis philadelphia,6790,Black-throated Green Warbler,Dendroica virens,6670,0
Mourning Warbler,Oporornis philadelphia,6790,Common Yellowthroat,Geothlypis trichas,6810,0
Mourning Warbler,Oporornis philadelphia,6790,Wilson's Warbler,Wilsonia pusilla,6850,0
Virginia's Warbler,Vermivora virginiae,6440,Orange-crowned Warbler,Vermivora celata,6460,1
Nashville Warbler,Vermivora ruficapilla,6450,Orange-crowned Warbler,Vermivora celata,6460,0
Nashville Warbler,Vermivora ruficapilla,6450,Tennessee Warbler,Vermivora peregrina,6470,0
Nashville Warbler,Vermivora ruficapilla,6450,Cape May Warbler,Dendroica tigrina,6500,0
Nashville Warbler,Vermivora ruficapilla,6450,Yellow Warbler,Dendroica petechia,6520,1
Nashville Warbler,Vermivora ruficapilla,6450,Yellow-rumped Warbler,Dendroica coronata,6550,0
Nashville Warbler,Vermivora ruficapilla,6450,Chestnut-sided Warbler,Dendroica pensylvanica,6590,0
Nashville Warbler,Vermivora ruficapilla,6450,Bay-breasted Warbler,Dendroica castanea,6600,0
Nashville Warbler,Vermivora ruficapilla,6450,Blackpoll Warbler,Dendroica striata,6610,0
Nashville Warbler,Vermivora ruficapilla,6450,Blackburnian Warbler,Dendroica fusca,6620,0
Nashville Warbler,Vermivora ruficapilla,6450,Black-throated Green Warbler,Dendroica virens,6670,0
Nashville Warbler,Vermivora ruficapilla,6450,Townsend's Warbler,Dendroica townsendi,6680,0
Nashville Warbler,Vermivora ruficapilla,6450,Mourning Warbler,Oporornis philadelphia,6790,0
Nashville Warbler,Vermivora ruficapilla,6450,Common Yellowthroat,Geothlypis trichas,6810,0
Nashville Warbler,Vermivora ruficapilla,6450,Wilson's Warbler,Wilsonia pusilla,6850,0
Lucy's Warbler,Vermivora luciae,6430,Yellow Warbler,Dendroica petechia,6520,1
Lucy's Warbler,Vermivora luciae,6430,Grace's Warbler,Dendroica graciae,6640,0
Lucy's Warbler,Vermivora luciae,6430,Black-throated Gray Warbler,Dendroica nigrescens,6650,0
Lucy's Warbler,Vermivora luciae,6430,Painted Redstart,Myioborus pictus,6880,0
Lucy's Warbler,Vermivora luciae,6430,Red-faced Warbler,Cardellina rubrifrons,6900,0
MacGillivray's Warbler,Oporornis tolmiei,6800,Yellow Warbler,Dendroica petechia,6520,1
MacGillivray's Warbler,Oporornis tolmiei,6800,Yellow-rumped Warbler,Dendroica coronata,6550,0
MacGillivray's Warbler,Oporornis tolmiei,6800,Black-throated Gray Warbler,Dendroica nigrescens,6650,0
MacGillivray's Warbler,Oporornis tolmiei,6800,Townsend's Warbler,Dendroica townsendi,6680,0
MacGillivray's Warbler,Oporornis tolmiei,6800,Hermit Warbler,Dendroica occidentalis,6690,0
MacGillivray's Warbler,Oporornis tolmiei,6800,Common Yellowthroat,Geothlypis trichas,6810,0
Hermit Warbler,Dendroica occidentalis,6690,Yellow Warbler,Dendroica petechia,6520,1
Hermit Warbler,Dendroica occidentalis,6690,Yellow-rumped Warbler,Dendroica coronata,6550,0
Hermit Warbler,Dendroica occidentalis,6690,Black-throated Gray Warbler,Dendroica nigrescens,6650,0
Hermit Warbler,Dendroica occidentalis,6690,MacGillivray's Warbler,Oporornis tolmiei,6800,0
Hermit Warbler,Dendroica occidentalis,6690,Common Yellowthroat,Geothlypis trichas,6810,0
Canada Warbler,Wilsonia canadensis,6860,Black-throated Blue Warbler,Dendroica caerulescens,6540,0
Canada Warbler,Wilsonia canadensis,6860,Magnolia Warbler,Dendroica magnolia,6570,1
Canada Warbler,Wilsonia canadensis,6860,American Redstart,Setophaga ruticilla,6870,0
Magnolia Warbler,Dendroica magnolia,6570,Black-throated Blue Warbler,Dendroica caerulescens,6540,0
Magnolia Warbler,Dendroica magnolia,6570,Canada Warbler,Wilsonia canadensis,6860,0
Magnolia Warbler,Dendroica magnolia,6570,American Redstart,Setophaga ruticilla,6870,1
Black-throated Blue Warbler,Dendroica caerulescens,6540,Magnolia Warbler,Dendroica magnolia,6570,0
Black-throated Blue Warbler,Dendroica caerulescens,6540,Canada Warbler,Wilsonia canadensis,6860,0
Black-throated Blue Warbler,Dendroica caerulescens,6540,American Redstart,Setophaga ruticilla,6870,1
Hooded Warbler,Wilsonia citrina,6840,Prairie Warbler,Dendroica discolor,6730,0
Hooded Warbler,Wilsonia citrina,6840,Common Yellowthroat,Geothlypis trichas,6810,1
Palm Warbler,Dendroica palmarum,6720,Ovenbird,Seiurus aurocapilla,6740,0
Palm Warbler,Dendroica palmarum,6720,Northern Waterthrush,Parkesia noveboracensis,6750,1
Swainson's Warbler,Limnothlypis swainsonii,6380,Ovenbird,Seiurus aurocapilla,6740,0
Swainson's Warbler,Limnothlypis swainsonii,6380,Northern Waterthrush,Parkesia noveboracensis,6750,0
Swainson's Warbler,Limnothlypis swainsonii,6380,Louisiana Waterthrush,Parkesia motacilla,6760,0
Swainson's Warbler,Limnothlypis swainsonii,6380,Kentucky Warbler,Oporornis formosus,6770,1
Connecticut Warbler,Oporornis agilis,6780,Ovenbird,Seiurus aurocapilla,6740,0
Connecticut Warbler,Oporornis agilis,6780,Northern Waterthrush,Parkesia noveboracensis,6750,1
Connecticut Warbler,Oporornis agilis,6780,Louisiana Waterthrush,Parkesia motacilla,6760,0
Eurasian Tree Sparrow,Passer montanus,6883,House Sparrow,Passer domesticus,6882,1
House Sparrow,Passer domesticus,6882,Eurasian Tree Sparrow,Passer montanus,6883,1
Brown Thrasher,Toxostoma rufum,7050,Sage Thrasher,Oreoscoptes montanus,7020,0
Brown Thrasher,Toxostoma rufum,7050,Northern Mockingbird,Mimus polyglottos,7030,0
Brown Thrasher,Toxostoma rufum,7050,Gray Catbird,Dumetella carolinensis,7040,1
Curve-billed Thrasher,Toxostoma curvirostre,7070,Northern Mockingbird,Mimus polyglottos,7030,1
Curve-billed Thrasher,Toxostoma curvirostre,7070,Long-billed Thrasher,Toxostoma longirostre,7060,0
Curve-billed Thrasher,Toxostoma curvirostre,7070,Bendire's Thrasher,Toxostoma bendirei,7080,0
Curve-billed Thrasher,Toxostoma curvirostre,7070,Crissal Thrasher,Toxostoma crissale,7120,0
Gray Catbird,Dumetella carolinensis,7040,Sage Thrasher,Oreoscoptes montanus,7020,0
Gray Catbird,Dumetella carolinensis,7040,Northern Mockingbird,Mimus polyglottos,7030,1
Gray Catbird,Dumetella carolinensis,7040,Brown Thrasher,Toxostoma rufum,7050,0
Crissal Thrasher,Toxostoma crissale,7120,Sage Thrasher,Oreoscoptes montanus,7020,0
Crissal Thrasher,Toxostoma crissale,7120,Northern Mockingbird,Mimus polyglottos,7030,1
Crissal Thrasher,Toxostoma crissale,7120,Curve-billed Thrasher,Toxostoma curvirostre,7070,0
Crissal Thrasher,Toxostoma crissale,7120,Bendire's Thrasher,Toxostoma bendirei,7080,0
Crissal Thrasher,Toxostoma crissale,7120,Le Conte's Thrasher,Toxostoma lecontei,7110,0
Sage Thrasher,Oreoscoptes montanus,7020,Northern Mockingbird,Mimus polyglottos,7030,1
Sage Thrasher,Oreoscoptes montanus,7020,Bendire's Thrasher,Toxostoma bendirei,7080,0
California Thrasher,Toxostoma redivivum,7100,Northern Mockingbird,Mimus polyglottos,7030,1
Bendire's Thrasher,Toxostoma bendirei,7080,Northern Mockingbird,Mimus polyglottos,7030,1
Bendire's Thrasher,Toxostoma bendirei,7080,Crissal Thrasher,Toxostoma crissale,7120,0
House Wren,Troglodytes aedon,7210,Rock Wren,Salpinctes obsoletus,7150,0
House Wren,Troglodytes aedon,7210,Canyon Wren,Catherpes mexicanus,7170,0
House Wren,Troglodytes aedon,7210,Carolina Wren,Thryothorus ludovicianus,7180,0
House Wren,Troglodytes aedon,7210,Bewick's Wren,Thryomanes bewickii,7190,0
House Wren,Troglodytes aedon,7210,Pacific Wren,Troglodytes pacificus,7221,0
House Wren,Troglodytes aedon,7210,Winter Wren,Troglodytes hiemalis,7222,0
House Wren,Troglodytes aedon,7210,Sedge Wren,Cistothorus platensis,7240,1
House Wren,Troglodytes aedon,7210,Marsh Wren,Cistothorus palustris,7250,0
Carolina Wren,Thryothorus ludovicianus,7180,Rock Wren,Salpinctes obsoletus,7150,0
Carolina Wren,Thryothorus ludovicianus,7180,Canyon Wren,Catherpes mexicanus,7170,0
Carolina Wren,Thryothorus ludovicianus,7180,Bewick's Wren,Thryomanes bewickii,7190,0
Carolina Wren,Thryothorus ludovicianus,7180,House Wren,Troglodytes aedon,7210,1
Carolina Wren,Thryothorus ludovicianus,7180,Winter Wren,Troglodytes hiemalis,7222,0
Carolina Wren,Thryothorus ludovicianus,7180,Marsh Wren,Cistothorus palustris,7250,0
Bewick's Wren,Thryomanes bewickii,7190,Rock Wren,Salpinctes obsoletus,7150,1
Bewick's Wren,Thryomanes bewickii,7190,House Wren,Troglodytes aedon,7210,0
Rock Wren,Salpinctes obsoletus,7150,Bewick's Wren,Thryomanes bewickii,7190,0
Rock Wren,Salpinctes obsoletus,7150,House Wren,Troglodytes aedon,7210,1
Winter Wren,Troglodytes hiemalis,7222,House Wren,Troglodytes aedon,7210,1
Winter Wren,Troglodytes hiemalis,7222,Sedge Wren,Cistothorus platensis,7240,0
Winter Wren,Troglodytes hiemalis,7222,Marsh Wren,Cistothorus palustris,7250,0
Pacific Wren,Troglodytes pacificus,7221,House Wren,Troglodytes aedon,7210,1
Pacific Wren,Troglodytes pacificus,7221,Marsh Wren,Cistothorus palustris,7250,0
Sedge Wren,Cistothorus platensis,7240,House Wren,Troglodytes aedon,7210,1
Sedge Wren,Cistothorus platensis,7240,Winter Wren,Troglodytes hiemalis,7222,0
Red-breasted Nuthatch,Sitta canadensis,7280,Brown Creeper,Certhia americana,7260,1
Brown Creeper,Certhia americana,7260,Red-breasted Nuthatch,Sitta canadensis,7280,1
Brown-headed Nuthatch,Sitta pusilla,7290,Red-breasted Nuthatch,Sitta canadensis,7280,1
