"AOU","Variables","Estimate","Q2.5","Q97.5","Focal","Family"
5990,"Elev",-0.441389302,-0.567291104,-0.316227953,NA,NA
6010,"Elev",-0.669489998,-0.890695448,-0.455827176,"Painted Bunting","Cardinalidae"
6040,"Elev",-0.199168469,-0.296672861,-0.102347549,"Dickcissel","Cardinalidae"
6050,"Elev",-0.611227558,-0.778987563,-0.443064155,"Lark Bunting","Emberizidae"
6070,"Elev",-0.01854317,-0.142593586,0.105672401,"Western Tanager","Thraupidae"
6080,"Elev",0.332126174,0.229123477,0.435068793,"Scarlet Tanager","Thraupidae"
6100,"Elev",0.52057227,0.323724793,0.717821617,"Summer Tanager","Thraupidae"
6120,"Elev",0.202418116,0.086540869,0.318489138,"Cliff Swallow","Hirundinidae"
6130,"Elev",-0.284617513,-0.379158945,-0.187678686,"Barn Swallow","Hirundinidae"
6140,"Elev",0.310616474,0.201319641,0.418597373,"Tree Swallow","Hirundinidae"
6150,"Elev",1.696739721,1.549822277,1.843619494,"Violet-green Swallow","Hirundinidae"
6160,"Elev",0.102778266,-0.02016247,0.225771415,"Bank Swallow","Hirundinidae"
6170,"Elev",0.134294823,0.033586078,0.238966259,"Northern Rough-winged Swallow","Hirundinidae"
6190,"Elev",-0.154142253,-0.242462594,-0.064249331,"Cedar Waxwing","Bombycillidae"
6220,"Elev",0.588806788,0.45889274,0.719094399,NA,NA
6240,"Elev",-0.025453871,-0.113038813,0.062406473,"Red-eyed Vireo","Vireonidae"
6270,"Elev",1.245825272,1.080187688,1.413101144,"Warbling Vireo","Vireonidae"
6280,"Elev",0.057656593,-0.037983798,0.154100559,"Yellow-throated Vireo","Vireonidae"
6290,"Elev",-0.021666556,-0.134891451,0.090641875,"Blue-headed Vireo","Vireonidae"
6291,"Elev",-0.475970398,-0.61414622,-0.337338357,"Plumbeous Vireo","Vireonidae"
6292,"Elev",-0.687606404,-0.838376666,-0.535440115,"Cassin's Vireo","Vireonidae"
6310,"Elev",-0.06387281,-0.164123323,0.037036151,"White-eyed Vireo","Vireonidae"
6330,"Elev",-0.989927827,-1.210858872,-0.7738126,"Bell's Vireo","Vireonidae"
6360,"Elev",0.018357789,-0.081897413,0.11947013,"Black-and-white Warbler","Parulidae"
6370,"Elev",-1.154345981,-1.293306425,-1.017256486,"Prothonotary Warbler","Parulidae"
6380,"Elev",0.310355796,-0.152851876,0.785552057,"Swainson's Warbler","Parulidae"
6390,"Elev",-0.042587223,-0.178690285,0.091995433,"Worm-eating Warbler","Parulidae"
6410,"Elev",-0.016144932,-0.118065542,0.086862279,"Blue-winged Warbler","Parulidae"
6450,"Elev",-0.487115394,-0.645315427,-0.32805269,"Nashville Warbler","Parulidae"
6460,"Elev",-0.639602598,-0.758123755,-0.524695006,"Orange-crowned Warbler","Parulidae"
6480,"Elev",0.977593006,0.859039486,1.096514477,"Northern Parula","Parulidae"
6520,"Elev",-0.010205647,-0.126655895,0.107928944,"Yellow Warbler","Parulidae"
6540,"Elev",-0.489115831,-0.632335275,-0.346756886,"Black-throated Blue Warbler","Parulidae"
6570,"Elev",0.132231506,-0.014833586,0.28235907,"Magnolia Warbler","Parulidae"
6590,"Elev",0.422382893,0.292134032,0.55367099,"Chestnut-sided Warbler","Parulidae"
6620,"Elev",-0.605173243,-0.71790656,-0.494483727,"Blackburnian Warbler","Parulidae"
6630,"Elev",0.27889177,0.162858759,0.395181384,"Yellow-throated Warbler","Parulidae"
6650,"Elev",-0.229492258,-0.417707939,-0.04321963,"Black-throated Gray Warbler","Parulidae"
6670,"Elev",-0.116424895,-0.236101677,0.00397326,"Black-throated Green Warbler","Parulidae"
6710,"Elev",-0.090150819,-0.196004856,0.016079218,"Pine Warbler","Parulidae"
6730,"Elev",-0.228944373,-0.336175147,-0.122301977,"Prairie Warbler","Parulidae"
6740,"Elev",-0.215888272,-0.315578462,-0.117725024,"Ovenbird","Parulidae"
6760,"Elev",0.022638561,-0.096799425,0.140117716,"Louisiana Waterthrush","Parulidae"
6770,"Elev",-0.272161949,-0.37959567,-0.164854572,"Kentucky Warbler","Parulidae"
6790,"Elev",0.256229406,0.141314881,0.372536755,"Mourning Warbler","Parulidae"
6800,"Elev",-0.475541408,-0.628765707,-0.323442526,"MacGillivray's Warbler","Parulidae"
6810,"Elev",-0.301191654,-0.384085145,-0.21604835,"Common Yellowthroat","Parulidae"
6830,"Elev",0.877291449,0.757258931,0.993862954,NA,NA
6840,"Elev",-0.196652712,-0.386702027,-0.003895454,"Hooded Warbler","Parulidae"
6850,"Elev",-0.190652285,-0.346714916,-0.03131184,"Wilson's Warbler","Parulidae"
6860,"Elev",-0.102591793,-0.232411139,0.024476657,"Canada Warbler","Parulidae"
6870,"Elev",-0.261357706,-0.355047079,-0.16487913,"American Redstart","Parulidae"
6882,"Elev",-0.308116561,-0.403276366,-0.21207372,"House Sparrow","Passeridae"
7020,"Elev",0.209794263,0.041470267,0.38306658,"Sage Thrasher","Mimidae"
7030,"Elev",0.107424298,-0.05362628,0.270829742,"Northern Mockingbird","Mimidae"
7040,"Elev",-0.226011465,-0.316271375,-0.134203644,"Gray Catbird","Mimidae"
7050,"Elev",-0.26372384,-0.357559552,-0.168664708,"Brown Thrasher","Mimidae"
7150,"Elev",-0.213128045,-0.325540233,-0.099750988,"Rock Wren","Troglodytidae"
7180,"Elev",0.252178081,0.128267453,0.377659435,"Carolina Wren","Troglodytidae"
7190,"Elev",-0.656291472,-0.826921248,-0.486765259,"Bewick's Wren","Troglodytidae"
7210,"Elev",0.001625581,-0.114181731,0.117774314,"House Wren","Troglodytidae"
7221,"Elev",0.159107978,-0.063119754,0.388089542,"Pacific Wren","Troglodytidae"
7222,"Elev",-0.424143309,-0.558341435,-0.290595144,"Winter Wren","Troglodytidae"
7240,"Elev",0.133550713,-0.006209986,0.276077857,"Sedge Wren","Troglodytidae"
7260,"Elev",0.078608641,-0.050830675,0.206755579,"Brown Creeper","Certhiidae"
7270,"Elev",-0.186599932,-0.292903432,-0.080082671,"White-breasted Nuthatch","Sittidae"
7280,"Elev",-0.107929852,-0.216097489,0.002077622,"Red-breasted Nuthatch","Sittidae"
7290,"Elev",0.598143438,0.408416113,0.788334729,"Brown-headed Nuthatch","Sittidae"
7310,"Elev",0.840316584,0.7006809,0.979546243,"Tufted Titmouse","Paridae"
7350,"Elev",-0.092193092,-0.185218349,0.001608596,"Black-capped Chickadee","Paridae"
7360,"Elev",1.285407963,1.073997021,1.50824683,"Carolina Chickadee","Paridae"
7380,"Elev",0.51429248,0.344292328,0.684845231,"Mountain Chickadee","Paridae"
7430,"Elev",-0.027602139,-0.231151507,0.169891243,"Bushtit","Aegithalidae"
7480,"Elev",-0.264772228,-0.381318051,-0.143904882,"Golden-crowned Kinglet","Regulidae"
7510,"Elev",0.880649398,0.75172757,1.011018174,"Blue-gray Gnatcatcher","Sylviidae"
7540,"Elev",-0.556339998,-0.703117745,-0.409228296,"Townsend's Solitaire","Turdidae"
7550,"Elev",0.294795619,0.171935491,0.420187454,"Wood Thrush","Turdidae"
7560,"Elev",0.362388092,0.245287691,0.478803421,"Veery","Turdidae"
7580,"Elev",0.093616966,-0.002862069,0.192599167,"Swainson's Thrush","Turdidae"
7590,"Elev",0.730073424,0.579500223,0.884207031,"Hermit Thrush","Turdidae"
7610,"Elev",0.649027369,0.501954305,0.801503813,"American Robin","Turdidae"
7660,"Elev",-0.199924627,-0.292064651,-0.10708348,"Eastern Bluebird","Turdidae"
7670,"Elev",0.263197863,0.089329829,0.435360795,"Western Bluebird","Turdidae"
7680,"Elev",0.144834257,0.025666598,0.262487244,"Mountain Bluebird","Turdidae"
2881,"Precip",0.041472321,-0.118432087,0.196131045,"Gray Partridge","Phasianidae"
2890,"Precip",1.003441242,0.894049203,1.110965494,"Northern Bobwhite","Odontophoridae"
2940,"Precip",-0.503736062,-0.681240655,-0.331434745,"California Quail","Odontophoridae"
3000,"Precip",0.033190473,-0.097268483,0.163797484,"Ruffed Grouse","Phasianidae"
3120,"Precip",0.390876781,0.057101127,0.727760131,"Band-tailed Pigeon","Columbidae"
3160,"Precip",0.055947866,-0.076588038,0.188104746,"Mourning Dove","Columbidae"
3190,"Precip",-0.412468526,-0.722976467,-0.104565469,"White-winged Dove","Columbidae"
3200,"Precip",-0.042048845,-0.289231408,0.2022272,"Common Ground-Dove","Columbidae"
3870,"Precip",0.014482861,-0.075259652,0.105550147,"Yellow-billed Cuckoo","Cuculidae"
3880,"Precip",-0.211074519,-0.31140105,-0.113233309,"Black-billed Cuckoo","Cuculidae"
3930,"Precip",0.369161075,0.271726351,0.464558178,"Hairy Woodpecker","Picidae"
3940,"Precip",-0.424007074,-0.504922973,-0.342666543,"Downy Woodpecker","Picidae"
3960,"Precip",-0.047580648,-0.279918843,0.180840149,"Ladder-backed Woodpecker","Picidae"
4020,"Precip",0.083391827,-0.031683225,0.201783778,"Yellow-bellied Sapsucker","Picidae"
4021,"Precip",-0.134030266,-0.302691919,0.03315262,"Red-naped Sapsucker","Picidae"
4060,"Precip",0.547034147,0.4448202,0.649258743,"Red-headed Woodpecker","Picidae"
4090,"Precip",-0.051190748,-0.149481422,0.04716167,"Red-bellied Woodpecker","Picidae"
4120,"Precip",-0.270055417,-0.362112488,-0.180143506,"Northern Flicker","Picidae"
4290,"Precip",0.141418355,0.010140981,0.273684465,"Black-chinned Hummingbird","Trochilidae"
4320,"Precip",-0.503745926,-0.665803828,-0.34474297,"Broad-tailed Hummingbird","Trochilidae"
4330,"Precip",-0.898230841,-1.116171224,-0.680235359,"Rufous Hummingbird","Trochilidae"
4430,"Precip",-0.794150112,-0.994713406,-0.589592247,"Scissor-tailed Flycatcher","Tyrannidae"
4440,"Precip",0.39542981,0.292391957,0.496568241,"Eastern Kingbird","Tyrannidae"
4470,"Precip",-0.02456976,-0.110261035,0.060065144,"Western Kingbird","Tyrannidae"
4480,"Precip",0.152828621,-0.035754943,0.337836685,"Cassin's Kingbird","Tyrannidae"
4520,"Precip",0.141616238,0.051163848,0.23174245,"Great Crested Flycatcher","Tyrannidae"
4540,"Precip",-0.267485964,-0.479837178,-0.056924069,"Ash-throated Flycatcher","Tyrannidae"
4560,"Precip",0.063623168,-0.027541352,0.155344009,"Eastern Phoebe","Tyrannidae"
4570,"Precip",0.028892491,-0.074089995,0.13286146,"Say's Phoebe","Tyrannidae"
4590,"Precip",0.485713198,0.350393458,0.622002113,"Olive-sided Flycatcher","Tyrannidae"
4610,"Precip",-0.052201881,-0.140191142,0.037601537,"Eastern Wood-Pewee","Tyrannidae"
4620,"Precip",-0.160153068,-0.274490292,-0.047984793,"Western Wood-Pewee","Tyrannidae"
4640,"Precip",-0.181175154,-0.303541741,-0.062056095,"Cordilleran Flycatcher","Tyrannidae"
4641,"Precip",0.358653874,0.12085463,0.604699621,"Pacific-slope Flycatcher","Tyrannidae"
4650,"Precip",-0.270954834,-0.37272352,-0.170061612,"Acadian Flycatcher","Tyrannidae"
4660,"Precip",1.066738228,0.945510657,1.190420684,"Willow Flycatcher","Tyrannidae"
4670,"Precip",0.368955304,0.254330918,0.481838823,"Least Flycatcher","Tyrannidae"
4680,"Precip",-0.442491373,-0.61851693,-0.264028537,"Hammond's Flycatcher","Tyrannidae"
4690,"Precip",0.16407347,0.036300442,0.289517264,"Dusky Flycatcher","Tyrannidae"
4691,"Precip",-0.064455487,-0.245345629,0.112389898,"Gray Flycatcher","Tyrannidae"
4750,"Precip",-0.243354351,-0.342648024,-0.144745923,"Black-billed Magpie","Corvidae"
4770,"Precip",-1.302816593,-1.415118499,-1.190704535,"Blue Jay","Corvidae"
4780,"Precip",-0.224043843,-0.42914136,-0.018745967,"Steller's Jay","Corvidae"
4812,"Precip",-0.628289741,-0.887432827,-0.368014033,"Western Scrub-Jay","Corvidae"
4840,"Precip",0.356767003,0.195066117,0.516530357,"Gray Jay","Corvidae"
4880,"Precip",-0.59211354,-0.700097206,-0.48608406,"American Crow","Corvidae"
4900,"Precip",-0.141934581,-0.259551271,-0.025081337,"Fish Crow","Corvidae"
4910,"Precip",0.17715734,0.054572931,0.295755211,"Clark's Nutcracker","Corvidae"
4940,"Precip",-0.029751112,-0.140909429,0.083127558,"Bobolink","Icteridae"
4950,"Precip",-0.06767668,-0.165975195,0.029900446,"Brown-headed Cowbird","Icteridae"
4970,"Precip",-0.058918675,-0.146565766,0.027439797,"Yellow-headed Blackbird","Icteridae"
4980,"Precip",-0.150517716,-0.244675701,-0.056249269,"Red-winged Blackbird","Icteridae"
5010,"Precip",-0.611961022,-0.717991361,-0.50735742,"Eastern Meadowlark","Icteridae"
5011,"Precip",-0.208786615,-0.291115429,-0.126589195,"Western Meadowlark","Icteridae"
5060,"Precip",1.009468863,0.908625178,1.108466416,"Orchard Oriole","Icteridae"
5070,"Precip",0.027229242,-0.063629612,0.116729664,"Baltimore Oriole","Icteridae"
5080,"Precip",-0.133112917,-0.239481398,-0.027852771,"Bullock's Oriole","Icteridae"
5100,"Precip",-0.0827619,-0.190884809,0.024383331,"Brewer's Blackbird","Icteridae"
5110,"Precip",-0.192584021,-0.286526759,-0.095764386,"Common Grackle","Icteridae"
5120,"Precip",1.198377842,0.959614039,1.445614426,NA,NA
5170,"Precip",-0.383203865,-0.525814412,-0.236535272,"Purple Finch","Fringillidae"
5180,"Precip",0.184492269,0.006830127,0.364367828,"Cassin's Finch","Fringillidae"
5190,"Precip",-0.352830484,-0.438314643,-0.265327211,"House Finch","Fringillidae"
5210,"Precip",1.641374172,1.367386081,1.922757619,"Red Crossbill","Fringillidae"
5220,"Precip",1.211697461,0.938113096,1.495897521,"White-winged Crossbill","Fringillidae"
5290,"Precip",-0.361259762,-0.455495983,-0.266601034,"American Goldfinch","Fringillidae"
5300,"Precip",0.339721902,0.18500125,0.495230702,"Lesser Goldfinch","Fringillidae"
5330,"Precip",0.335004953,0.206285975,0.467711429,"Pine Siskin","Fringillidae"
5400,"Precip",-0.194145699,-0.296027065,-0.093271227,"Vesper Sparrow","Emberizidae"
5460,"Precip",0.271435705,0.176576559,0.3663399,"Grasshopper Sparrow","Emberizidae"
5480,"Precip",-0.09386929,-0.232961729,0.045091707,"Le Conte's Sparrow","Emberizidae"
5520,"Precip",-0.166214232,-0.267388188,-0.065218254,"Lark Sparrow","Emberizidae"
5540,"Precip",2.218044038,1.944350064,2.505973107,"White-crowned Sparrow","Emberizidae"
5580,"Precip",-0.405453182,-0.578255359,-0.236872989,"White-throated Sparrow","Emberizidae"
5600,"Precip",-0.29983619,-0.393035522,-0.209068787,"Chipping Sparrow","Emberizidae"
5610,"Precip",-0.155878453,-0.268074577,-0.04487002,"Clay-colored Sparrow","Emberizidae"
5620,"Precip",0.262578671,0.11676068,0.410236769,NA,NA
5630,"Precip",-0.303794751,-0.393674237,-0.214631152,"Field Sparrow","Emberizidae"
5730,"Precip",0.929645087,0.784502727,1.07801626,"Black-throated Sparrow","Emberizidae"
5780,"Precip",-0.316153071,-0.466531592,-0.16870289,"Cassin's Sparrow","Emberizidae"
5810,"Precip",0.237233228,0.130578467,0.347876356,"Song Sparrow","Emberizidae"
5840,"Precip",-0.103954578,-0.207826534,0.001129285,"Swamp Sparrow","Emberizidae"
5850,"Precip",-0.499464997,-0.743615529,-0.257146563,"Fox Sparrow","Emberizidae"
5870,"Precip",-0.287589299,-0.381760896,-0.193560612,"Eastern Towhee","Emberizidae"
5880,"Precip",0.563641191,0.394307226,0.737152332,"Spotted Towhee","Emberizidae"
5900,"Precip",0.648295301,0.482744439,0.814813636,"Green-tailed Towhee","Emberizidae"
5930,"Precip",-0.2084789,-0.333938136,-0.088412622,"Northern Cardinal","Cardinalidae"
5950,"Precip",-0.403106694,-0.502961495,-0.304596043,"Rose-breasted Grosbeak","Cardinalidae"
5960,"Precip",-0.407170569,-0.595133422,-0.225366271,"Black-headed Grosbeak","Cardinalidae"
5970,"Precip",0.527511914,0.422710187,0.629962384,"Blue Grosbeak","Cardinalidae"
5980,"Precip",-0.101507315,-0.198252946,-0.004832153,"Indigo Bunting","Cardinalidae"
5990,"Precip",0.886799566,0.724095433,1.052122266,NA,NA
6010,"Precip",-0.295409848,-0.535026645,-0.060524567,"Painted Bunting","Cardinalidae"
6040,"Precip",-0.28785119,-0.381598879,-0.1963247,"Dickcissel","Cardinalidae"
6050,"Precip",0.254389689,0.138500246,0.366682038,"Lark Bunting","Emberizidae"
6070,"Precip",-0.20113192,-0.352247446,-0.050006415,"Western Tanager","Thraupidae"
6080,"Precip",-0.436632071,-0.524176922,-0.348038719,"Scarlet Tanager","Thraupidae"
6100,"Precip",-0.429193914,-0.541771257,-0.317669936,"Summer Tanager","Thraupidae"
6120,"Precip",-0.040445093,-0.127720738,0.046204785,"Cliff Swallow","Hirundinidae"
6130,"Precip",0.06054387,-0.03594586,0.156196825,"Barn Swallow","Hirundinidae"
6140,"Precip",-0.023970436,-0.111604016,0.06327831,"Tree Swallow","Hirundinidae"
6150,"Precip",-0.223972983,-0.382555825,-0.065574885,"Violet-green Swallow","Hirundinidae"
6160,"Precip",-0.313690502,-0.419137556,-0.210258111,"Bank Swallow","Hirundinidae"
6170,"Precip",0.51291585,0.421877268,0.602764352,"Northern Rough-winged Swallow","Hirundinidae"
6190,"Precip",-0.20874877,-0.29668892,-0.119794826,"Cedar Waxwing","Bombycillidae"
6220,"Precip",0.589929334,0.45672277,0.723552597,NA,NA
6240,"Precip",-0.026305623,-0.11475409,0.061931102,"Red-eyed Vireo","Vireonidae"
6270,"Precip",-0.475070011,-0.596261516,-0.354068631,"Warbling Vireo","Vireonidae"
6280,"Precip",0.074768392,-0.017054084,0.168625863,"Yellow-throated Vireo","Vireonidae"
6290,"Precip",0.036114319,-0.069658855,0.140044693,"Blue-headed Vireo","Vireonidae"
6291,"Precip",-0.679287699,-0.859658272,-0.500801254,"Plumbeous Vireo","Vireonidae"
6292,"Precip",0.053611765,-0.114677619,0.221571933,"Cassin's Vireo","Vireonidae"
6310,"Precip",-0.441202714,-0.543591795,-0.337593333,"White-eyed Vireo","Vireonidae"
6330,"Precip",-0.865519855,-1.016580591,-0.714465388,"Bell's Vireo","Vireonidae"
6360,"Precip",0.54143105,0.44440766,0.640451501,"Black-and-white Warbler","Parulidae"
6370,"Precip",0.083597779,-0.045259383,0.214804431,"Prothonotary Warbler","Parulidae"
6380,"Precip",0.128425381,-0.027278801,0.283793701,"Swainson's Warbler","Parulidae"
6390,"Precip",0.653939536,0.514442072,0.789780895,"Worm-eating Warbler","Parulidae"
6410,"Precip",0.260854509,0.141901624,0.381347618,"Blue-winged Warbler","Parulidae"
6450,"Precip",-0.119171214,-0.229968953,-0.006383707,"Nashville Warbler","Parulidae"
6460,"Precip",1.142560285,0.889275348,1.407177663,"Orange-crowned Warbler","Parulidae"
6480,"Precip",-0.100801005,-0.188428982,-0.01383308,"Northern Parula","Parulidae"
6520,"Precip",0.077749901,-0.009774018,0.164923395,"Yellow Warbler","Parulidae"
6540,"Precip",-0.692519528,-0.844665554,-0.536584251,"Black-throated Blue Warbler","Parulidae"
6570,"Precip",-0.09314193,-0.222843914,0.036605666,"Magnolia Warbler","Parulidae"
6590,"Precip",0.443867829,0.317762228,0.569271814,"Chestnut-sided Warbler","Parulidae"
6620,"Precip",0.488658588,0.363611156,0.611402101,"Blackburnian Warbler","Parulidae"
6630,"Precip",-0.191414777,-0.29536591,-0.08437528,"Yellow-throated Warbler","Parulidae"
6650,"Precip",0.347575322,0.094788201,0.607244065,"Black-throated Gray Warbler","Parulidae"
6670,"Precip",0.097584838,-0.030129107,0.225682583,"Black-throated Green Warbler","Parulidae"
6710,"Precip",0.348755291,0.248341177,0.449561078,"Pine Warbler","Parulidae"
6730,"Precip",0.212912606,0.097413096,0.326654704,"Prairie Warbler","Parulidae"
6740,"Precip",0.370401468,0.273759415,0.468211284,"Ovenbird","Parulidae"
6760,"Precip",0.252994455,0.14265687,0.361530519,"Louisiana Waterthrush","Parulidae"
6770,"Precip",-0.242600624,-0.34919966,-0.136756498,"Kentucky Warbler","Parulidae"
6790,"Precip",-0.01532302,-0.128271195,0.099549771,"Mourning Warbler","Parulidae"
6800,"Precip",0.256508742,0.115446845,0.396778451,"MacGillivray's Warbler","Parulidae"
6810,"Precip",-0.252688871,-0.3389523,-0.166316326,"Common Yellowthroat","Parulidae"
6830,"Precip",0.081319737,-0.01565131,0.175851665,NA,NA
6840,"Precip",-0.428859973,-0.544580382,-0.312891928,"Hooded Warbler","Parulidae"
6850,"Precip",-0.145618428,-0.353353806,0.059960401,"Wilson's Warbler","Parulidae"
6860,"Precip",0.429353704,0.214534912,0.644346825,"Canada Warbler","Parulidae"
6870,"Precip",0.123805786,0.02947181,0.220243948,"American Redstart","Parulidae"
6882,"Precip",-0.242883518,-0.328484201,-0.156888701,"House Sparrow","Passeridae"
7020,"Precip",-0.087608585,-0.245782806,0.06909982,"Sage Thrasher","Mimidae"
7030,"Precip",-0.120252892,-0.240307863,0.000434758,"Northern Mockingbird","Mimidae"
7040,"Precip",-0.216939791,-0.297465601,-0.136945011,"Gray Catbird","Mimidae"
7050,"Precip",0.421053439,0.326707463,0.51648767,"Brown Thrasher","Mimidae"
7150,"Precip",0.058668776,-0.036728619,0.152223367,"Rock Wren","Troglodytidae"
7180,"Precip",-0.358515139,-0.464717345,-0.249897592,"Carolina Wren","Troglodytidae"
7190,"Precip",-0.263171008,-0.390559577,-0.136335428,"Bewick's Wren","Troglodytidae"
7210,"Precip",-0.27405618,-0.359172143,-0.186325328,"House Wren","Troglodytidae"
7221,"Precip",-0.543716216,-0.782851055,-0.306593788,"Pacific Wren","Troglodytidae"
7222,"Precip",0.079872705,-0.042858023,0.205395594,"Winter Wren","Troglodytidae"
7240,"Precip",-0.68265291,-0.83993457,-0.524704936,"Sedge Wren","Troglodytidae"
7260,"Precip",0.205339171,0.079487683,0.330487236,"Brown Creeper","Certhiidae"
7270,"Precip",0.037269911,-0.049416637,0.123974994,"White-breasted Nuthatch","Sittidae"
7280,"Precip",-0.201336051,-0.312788247,-0.090958433,"Red-breasted Nuthatch","Sittidae"
7290,"Precip",0.327511793,0.194419942,0.460264267,"Brown-headed Nuthatch","Sittidae"
7310,"Precip",-0.933495209,-1.041603614,-0.824054972,"Tufted Titmouse","Paridae"
7350,"Precip",-0.350846128,-0.437193749,-0.265033479,"Black-capped Chickadee","Paridae"
7360,"Precip",-1.118977917,-1.271969249,-0.968687451,"Carolina Chickadee","Paridae"
7380,"Precip",0.063410277,-0.104180112,0.238459305,"Mountain Chickadee","Paridae"
7430,"Precip",-0.607261941,-0.787271868,-0.432081681,"Bushtit","Aegithalidae"
7480,"Precip",0.570526734,0.399564665,0.745368641,"Golden-crowned Kinglet","Regulidae"
7510,"Precip",0.070715755,-0.023090126,0.162879276,"Blue-gray Gnatcatcher","Sylviidae"
7540,"Precip",0.141943574,0.025034378,0.253973616,"Townsend's Solitaire","Turdidae"
7550,"Precip",-0.467714714,-0.560598785,-0.375492498,"Wood Thrush","Turdidae"
7560,"Precip",-0.459674426,-0.583604033,-0.337140943,"Veery","Turdidae"
7580,"Precip",0.318973066,0.118109528,0.519492144,"Swainson's Thrush","Turdidae"
7590,"Precip",0.247350532,0.080450431,0.415889285,"Hermit Thrush","Turdidae"
7610,"Precip",0.254525509,0.142862379,0.365194879,"American Robin","Turdidae"
7660,"Precip",0.035860858,-0.051448609,0.122442819,"Eastern Bluebird","Turdidae"
7670,"Precip",-0.223850915,-0.381745033,-0.070843552,"Western Bluebird","Turdidae"
7680,"Precip",-0.101196189,-0.201882504,-0.002400533,"Mountain Bluebird","Turdidae"
2881,"NDVI",0.063786791,-0.137064362,0.267491842,"Gray Partridge","Phasianidae"
2890,"NDVI",-0.30853439,-0.40223044,-0.214860436,"Northern Bobwhite","Odontophoridae"
2940,"NDVI",-0.726082508,-0.889524744,-0.565647214,"California Quail","Odontophoridae"
3000,"NDVI",0.129592659,0.03175466,0.226746161,"Ruffed Grouse","Phasianidae"
3120,"NDVI",0.417896792,0.235713974,0.597046393,"Band-tailed Pigeon","Columbidae"
3160,"NDVI",0.377666253,0.27732163,0.475871842,"Mourning Dove","Columbidae"
3190,"NDVI",0.03081036,-0.236044506,0.289934436,"White-winged Dove","Columbidae"
3200,"NDVI",0.07892995,-0.129092745,0.288185941,"Common Ground-Dove","Columbidae"
3870,"NDVI",0.225707506,0.15179518,0.30021333,"Yellow-billed Cuckoo","Cuculidae"
3880,"NDVI",0.441362281,0.364416216,0.519679307,"Black-billed Cuckoo","Cuculidae"
3930,"NDVI",0.32600742,0.258962225,0.392605637,"Hairy Woodpecker","Picidae"
3940,"NDVI",0.1265415,0.064643317,0.188218706,"Downy Woodpecker","Picidae"
3960,"NDVI",0.136044395,-0.13309134,0.404199727,"Ladder-backed Woodpecker","Picidae"
4020,"NDVI",0.039365326,-0.029863069,0.108492886,"Yellow-bellied Sapsucker","Picidae"
4021,"NDVI",0.059332399,-0.049932701,0.170132368,"Red-naped Sapsucker","Picidae"
4060,"NDVI",0.059131048,-0.020191535,0.140475964,"Red-headed Woodpecker","Picidae"
4090,"NDVI",0.401094372,0.289810721,0.509331835,"Red-bellied Woodpecker","Picidae"
4120,"NDVI",0.263951486,0.197696775,0.332101825,"Northern Flicker","Picidae"
4290,"NDVI",-0.060869602,-0.2073898,0.083692725,"Black-chinned Hummingbird","Trochilidae"
4320,"NDVI",-0.428159445,-0.576467711,-0.278941213,"Broad-tailed Hummingbird","Trochilidae"
4330,"NDVI",0.138865928,0.018243429,0.256378488,"Rufous Hummingbird","Trochilidae"
4430,"NDVI",-0.289388292,-0.473211072,-0.108487005,"Scissor-tailed Flycatcher","Tyrannidae"
4440,"NDVI",0.055768983,-0.009339059,0.121476054,"Eastern Kingbird","Tyrannidae"
4470,"NDVI",-0.011647678,-0.109879757,0.087240065,"Western Kingbird","Tyrannidae"
4480,"NDVI",-0.174026015,-0.352834116,0.010313139,"Cassin's Kingbird","Tyrannidae"
4520,"NDVI",0.293112539,0.202733151,0.384393795,"Great Crested Flycatcher","Tyrannidae"
4540,"NDVI",-0.826128466,-1.029242038,-0.629086716,"Ash-throated Flycatcher","Tyrannidae"
4560,"NDVI",0.409879184,0.343054415,0.47778038,"Eastern Phoebe","Tyrannidae"
4570,"NDVI",-0.300783728,-0.397862761,-0.205589368,"Say's Phoebe","Tyrannidae"
4590,"NDVI",-0.407226144,-0.488657308,-0.325071214,"Olive-sided Flycatcher","Tyrannidae"
4610,"NDVI",0.216021706,0.147942286,0.283608406,"Eastern Wood-Pewee","Tyrannidae"
4620,"NDVI",0.327326994,0.241700166,0.414218364,"Western Wood-Pewee","Tyrannidae"
4640,"NDVI",0.349248195,0.190913837,0.51012742,"Cordilleran Flycatcher","Tyrannidae"
4641,"NDVI",0.49864693,0.305796983,0.691763938,"Pacific-slope Flycatcher","Tyrannidae"
4650,"NDVI",0.000451902,-0.077221215,0.077717226,"Acadian Flycatcher","Tyrannidae"
4660,"NDVI",-0.157294313,-0.221785903,-0.092737514,"Willow Flycatcher","Tyrannidae"
4670,"NDVI",0.124573685,0.045555749,0.20212209,"Least Flycatcher","Tyrannidae"
4680,"NDVI",-0.029663698,-0.11974799,0.060816327,"Hammond's Flycatcher","Tyrannidae"
4690,"NDVI",-0.343416321,-0.459055927,-0.22956392,"Dusky Flycatcher","Tyrannidae"
4691,"NDVI",0.082282689,-0.131004793,0.294639841,"Gray Flycatcher","Tyrannidae"
4750,"NDVI",-0.233943994,-0.333675938,-0.134268833,"Black-billed Magpie","Corvidae"
4770,"NDVI",0.036672874,-0.041107518,0.116856476,"Blue Jay","Corvidae"
4780,"NDVI",-0.712625928,-0.843664786,-0.583649349,"Steller's Jay","Corvidae"
4812,"NDVI",0.62878556,0.302199156,0.959901668,"Western Scrub-Jay","Corvidae"
