"AOU","Variables","Estimate","Q2.5","Q97.5","Focal","Family"
5190,"",-1.837083008,-2.459207193,-1.322003076,"House Finch","Fringillidae"
5210,"",-3.754076314,-4.39205385,-3.2100185,"Red Crossbill","Fringillidae"
5220,"",-2.269378361,-3.047434895,-1.54934044,"White-winged Crossbill","Fringillidae"
5290,"",0.764791127,0.136885094,1.28202304,"American Goldfinch","Fringillidae"
5300,"",-1.377351173,-2.02817401,-0.826808449,"Lesser Goldfinch","Fringillidae"
5330,"",-1.509331122,-2.143011924,-0.982641237,"Pine Siskin","Fringillidae"
5400,"",-0.931857475,-1.569290457,-0.396960557,"Vesper Sparrow","Emberizidae"
5460,"",-0.882778667,-1.514290243,-0.354293633,"Grasshopper Sparrow","Emberizidae"
5480,"",1.280056462,0.438847064,2.059816553,"Le Conte's Sparrow","Emberizidae"
5520,"",-1.508330889,-2.141644908,-0.976794309,"Lark Sparrow","Emberizidae"
5540,"",-3.300213195,-3.948627324,-2.754388997,"White-crowned Sparrow","Emberizidae"
5580,"",18.07712432,16.39004282,19.82683676,"White-throated Sparrow","Emberizidae"
5600,"",2.620456762,1.984415212,3.15704652,"Chipping Sparrow","Emberizidae"
5610,"",11.87802971,10.63867982,13.14018668,"Clay-colored Sparrow","Emberizidae"
5620,"",-1.48486664,-2.12646642,-0.950264719,NA,NA
5630,"",3.184191773,2.52613728,3.742872256,"Field Sparrow","Emberizidae"
5730,"",-1.97768006,-2.631368669,-1.407905054,"Black-throated Sparrow","Emberizidae"
5780,"",-0.851029382,-1.52982052,-0.245979314,"Cassin's Sparrow","Emberizidae"
5810,"",4.719185814,4.046627108,5.31577748,"Song Sparrow","Emberizidae"
5840,"",-1.793994769,-2.426551147,-1.273670745,"Swamp Sparrow","Emberizidae"
5850,"",-0.859064296,-1.507789655,-0.265164003,"Fox Sparrow","Emberizidae"
5870,"",-0.057772788,-0.684893742,0.471251198,"Eastern Towhee","Emberizidae"
5880,"",-2.27599963,-2.915279927,-1.720268466,"Spotted Towhee","Emberizidae"
5900,"",-2.33181327,-2.973297456,-1.783836239,"Green-tailed Towhee","Emberizidae"
5930,"",4.71278012,4.024118976,5.314891843,"Northern Cardinal","Cardinalidae"
5950,"",-0.305257396,-0.934926512,0.218577072,"Rose-breasted Grosbeak","Cardinalidae"
5960,"",-1.270402116,-1.912226263,-0.724944617,"Black-headed Grosbeak","Cardinalidae"
5970,"",-0.162930736,-0.793667123,0.370745705,"Blue Grosbeak","Cardinalidae"
5980,"",3.850027074,3.206006585,4.406393558,"Indigo Bunting","Cardinalidae"
5990,"",-2.27157244,-2.911250105,-1.73821125,NA,NA
6010,"",12.59047543,10.90756633,14.33016124,"Painted Bunting","Cardinalidae"
6040,"",0.065183403,-0.565444475,0.593884028,"Dickcissel","Cardinalidae"
6050,"",-0.942002001,-1.617053188,-0.365470202,"Lark Bunting","Emberizidae"
6070,"",-0.432112438,-1.138703427,0.192507252,"Western Tanager","Thraupidae"
6080,"",-2.200000438,-2.823673992,-1.676050498,"Scarlet Tanager","Thraupidae"
6100,"",-0.731678377,-1.419979396,-0.126907856,"Summer Tanager","Thraupidae"
6120,"",-1.952742874,-2.577859605,-1.435568782,"Cliff Swallow","Hirundinidae"
6130,"",0.743347364,0.122397889,1.265883468,"Barn Swallow","Hirundinidae"
6140,"",-0.407091243,-1.038721677,0.113691309,"Tree Swallow","Hirundinidae"
6150,"",-3.566647452,-4.203756317,-3.035699572,"Violet-green Swallow","Hirundinidae"
6160,"",-2.671427491,-3.307497747,-2.144456765,"Bank Swallow","Hirundinidae"
6170,"",-2.955849381,-3.587989103,-2.434415661,"Northern Rough-winged Swallow","Hirundinidae"
6190,"",-0.834727853,-2.021020231,0.363563457,"Cedar Waxwing","Bombycillidae"
6220,"",-3.018498769,-4.238223972,-1.790392478,NA,NA
6240,"",-1.33894229,-1.969876127,-0.820472742,"Red-eyed Vireo","Vireonidae"
6270,"",-1.320073211,-1.951094255,-0.793182265,"Warbling Vireo","Vireonidae"
6280,"",-2.362880821,-2.983648287,-1.827863455,"Yellow-throated Vireo","Vireonidae"
6290,"",1.777728508,1.066594412,2.432683976,"Blue-headed Vireo","Vireonidae"
6291,"",0.414026013,-0.260467487,1.02156214,"Plumbeous Vireo","Vireonidae"
6292,"",-1.476635156,-2.130932052,-0.921429327,"Cassin's Vireo","Vireonidae"
6310,"",0.400089861,-0.241801264,0.937515691,"White-eyed Vireo","Vireonidae"
6330,"",-0.992925953,-1.651616248,-0.403935033,"Bell's Vireo","Vireonidae"
6360,"",-2.610340981,-3.237621531,-2.088168132,"Black-and-white Warbler","Parulidae"
6370,"",-2.143337527,-2.77823136,-1.606752697,"Prothonotary Warbler","Parulidae"
6380,"",-4.336234794,-4.979877416,-3.784259837,"Swainson's Warbler","Parulidae"
6390,"",-0.732223834,-1.458788603,-0.049915583,"Worm-eating Warbler","Parulidae"
6410,"",-0.792739812,-1.674248371,0.048276694,"Blue-winged Warbler","Parulidae"
6450,"",2.594915245,1.89381687,3.215793756,"Nashville Warbler","Parulidae"
6460,"",-1.601201505,-2.253455216,-1.054041135,"Orange-crowned Warbler","Parulidae"
6480,"",-1.228672584,-1.86170432,-0.698381324,"Northern Parula","Parulidae"
6520,"",-0.204529401,-0.827831412,0.312780715,"Yellow Warbler","Parulidae"
6540,"",-1.950896133,-2.588317912,-1.402897936,"Black-throated Blue Warbler","Parulidae"
6570,"",-1.232490034,-1.882883615,-0.689337397,"Magnolia Warbler","Parulidae"
6590,"",13.78910325,12.69320674,14.88416886,"Chestnut-sided Warbler","Parulidae"
6620,"",9.398120527,8.388982631,10.38066183,"Blackburnian Warbler","Parulidae"
6630,"",-2.749457353,-3.375479823,-2.228537445,"Yellow-throated Warbler","Parulidae"
6650,"",-2.168399076,-2.817823325,-1.612792903,"Black-throated Gray Warbler","Parulidae"
6670,"",15.24024262,14.03977729,16.45977648,"Black-throated Green Warbler","Parulidae"
6710,"",2.654187392,1.991814009,3.224759834,"Pine Warbler","Parulidae"
6730,"",1.959715212,1.222771013,2.636935932,"Prairie Warbler","Parulidae"
6740,"",7.418110443,6.684857476,8.088085062,"Ovenbird","Parulidae"
6760,"",-3.31944928,-3.943489625,-2.788411969,"Louisiana Waterthrush","Parulidae"
6770,"",-1.832568497,-2.465911061,-1.312560924,"Kentucky Warbler","Parulidae"
6790,"",5.693024308,4.728633507,6.622567016,"Mourning Warbler","Parulidae"
6800,"",-0.253360752,-0.904254904,0.302365443,"MacGillivray's Warbler","Parulidae"
6810,"",0.28684184,-0.339725184,0.801715641,"Common Yellowthroat","Parulidae"
6830,"",-1.095425789,-1.720886641,-0.575893017,NA,NA
6840,"",1.892015809,1.227982202,2.472827175,"Hooded Warbler","Parulidae"
6850,"",-0.746359564,-1.395662502,-0.17435753,"Wilson's Warbler","Parulidae"
6860,"",-4.226066265,-4.884652485,-3.658416366,"Canada Warbler","Parulidae"
6870,"",-1.483221555,-2.112850052,-0.970485618,"American Redstart","Parulidae"
6882,"",0.575078543,-0.50952379,1.703152029,"House Sparrow","Passeridae"
7020,"",-3.315656446,-3.954621825,-2.772324086,"Sage Thrasher","Mimidae"
7030,"",0.565135959,-0.066909092,1.092206937,"Northern Mockingbird","Mimidae"
7040,"",-0.462718612,-1.091090676,0.05246035,"Gray Catbird","Mimidae"
7050,"",0.04997628,-0.582700211,0.5693872,"Brown Thrasher","Mimidae"
7150,"",-2.206921455,-2.841027129,-1.681981176,"Rock Wren","Troglodytidae"
7180,"",0.423813506,-0.240705815,0.992628969,"Carolina Wren","Troglodytidae"
7190,"",-2.423929535,-3.066373004,-1.87579405,"Bewick's Wren","Troglodytidae"
7210,"",-0.756725147,-1.38660166,-0.235246555,"House Wren","Troglodytidae"
7221,"",-1.589413182,-2.280589984,-0.949054493,"Pacific Wren","Troglodytidae"
7222,"",-1.972491788,-2.613912383,-1.429672741,"Winter Wren","Troglodytidae"
7240,"",-0.803321935,-1.444124385,-0.26421401,"Sedge Wren","Troglodytidae"
7260,"",-3.36517263,-3.996558017,-2.843741009,"Brown Creeper","Certhiidae"
7270,"",-1.720209988,-2.342083171,-1.203703948,"White-breasted Nuthatch","Sittidae"
7280,"",-2.859891073,-3.491118878,-2.338114072,"Red-breasted Nuthatch","Sittidae"
7290,"",-3.166774048,-3.805292441,-2.626114656,"Brown-headed Nuthatch","Sittidae"
7310,"",0.990106654,0.352967633,1.551658079,"Tufted Titmouse","Paridae"
7350,"",-0.388187317,-1.014717819,0.133401892,"Black-capped Chickadee","Paridae"
7360,"",1.137340044,0.493533901,1.675062696,"Carolina Chickadee","Paridae"
7380,"",-2.982565146,-3.655167925,-2.390666099,"Mountain Chickadee","Paridae"
7430,"",-0.391815152,-1.061592503,0.198025458,"Bushtit","Aegithalidae"
7480,"",-3.51816118,-4.162164935,-2.968143565,"Golden-crowned Kinglet","Regulidae"
7510,"",-2.891291237,-3.566870293,-2.280262962,"Blue-gray Gnatcatcher","Sylviidae"
7540,"",-1.812572793,-2.446173939,-1.276583235,"Townsend's Solitaire","Turdidae"
7550,"",2.371205163,1.723464793,2.924902633,"Wood Thrush","Turdidae"
7560,"",19.92903026,18.6937799,21.2016791,"Veery","Turdidae"
7580,"",-2.276382153,-2.912274491,-1.750351031,"Swainson's Thrush","Turdidae"
7590,"",-2.545031706,-3.174866463,-2.023349781,"Hermit Thrush","Turdidae"
7610,"",1.581485009,0.960540191,2.110115909,"American Robin","Turdidae"
7660,"",0.587703502,-0.046172061,1.11521874,"Eastern Bluebird","Turdidae"
7670,"",-0.738476006,-1.396460812,-0.16582002,"Western Bluebird","Turdidae"
7680,"",-0.875357769,-1.523399891,-0.339610951,"Mountain Bluebird","Turdidae"
2881,"Competitors",1.90373866,1.368771441,2.483346551,"Gray Partridge","Phasianidae"
2890,"Competitors",2.16273674,1.663650578,2.736076251,"Northern Bobwhite","Odontophoridae"
2940,"Competitors",1.753511897,1.264336707,2.320456845,"California Quail","Odontophoridae"
3000,"Competitors",2.1429061,1.652852049,2.724111992,"Ruffed Grouse","Phasianidae"
3120,"Competitors",1.010072581,0.522653369,1.581479801,"Band-tailed Pigeon","Columbidae"
3160,"Competitors",1.594709692,1.119295607,2.157936549,"Mourning Dove","Columbidae"
3190,"Competitors",-4.19940168,-4.993345864,-3.398057272,"White-winged Dove","Columbidae"
3200,"Competitors",-1.119169435,-2.007044553,-0.243835091,"Common Ground-Dove","Columbidae"
3870,"Competitors",1.327822044,0.850831442,1.895335316,"Yellow-billed Cuckoo","Cuculidae"
3880,"Competitors",1.776630995,1.305547233,2.340515301,"Black-billed Cuckoo","Cuculidae"
3930,"Competitors",1.93292849,1.45564024,2.496542007,"Hairy Woodpecker","Picidae"
3940,"Competitors",1.821730622,1.344500519,2.390697661,"Downy Woodpecker","Picidae"
3960,"Competitors",2.206165958,1.728676896,2.774474523,"Ladder-backed Woodpecker","Picidae"
4020,"Competitors",-1.798643362,-2.320986948,-1.211302134,"Yellow-bellied Sapsucker","Picidae"
4021,"Competitors",1.707106705,1.223672427,2.274624219,"Red-naped Sapsucker","Picidae"
4060,"Competitors",1.772948776,1.289524387,2.338388851,"Red-headed Woodpecker","Picidae"
4090,"Competitors",-2.350405964,-2.862698419,-1.764087377,"Red-bellied Woodpecker","Picidae"
4120,"Competitors",1.142231356,0.666493245,1.705455676,"Northern Flicker","Picidae"
4290,"Competitors",2.030672242,1.547026934,2.594912592,"Black-chinned Hummingbird","Trochilidae"
4320,"Competitors",1.744197122,1.246575656,2.322289923,"Broad-tailed Hummingbird","Trochilidae"
4330,"Competitors",1.818461888,1.328913048,2.397740146,"Rufous Hummingbird","Trochilidae"
4430,"Competitors",-1.98736819,-2.666265512,-1.230891773,"Scissor-tailed Flycatcher","Tyrannidae"
4440,"Competitors",-2.027826595,-2.525696349,-1.450720055,"Eastern Kingbird","Tyrannidae"
4470,"Competitors",-0.248871769,-0.742977327,0.328427547,"Western Kingbird","Tyrannidae"
4480,"Competitors",1.566856085,1.074821837,2.145570913,"Cassin's Kingbird","Tyrannidae"
4520,"Competitors",-1.326687146,-1.840222425,-0.740518421,"Great Crested Flycatcher","Tyrannidae"
4540,"Competitors",0.59814306,0.111238634,1.172006196,"Ash-throated Flycatcher","Tyrannidae"
4560,"Competitors",-3.311912493,-3.844425261,-2.713379993,"Eastern Phoebe","Tyrannidae"
4570,"Competitors",1.982277567,1.509844068,2.547744409,"Say's Phoebe","Tyrannidae"
4590,"Competitors",2.248115628,1.77545417,2.811641091,"Olive-sided Flycatcher","Tyrannidae"
4610,"Competitors",-3.616714536,-4.159379398,-3.014231552,"Eastern Wood-Pewee","Tyrannidae"
4620,"Competitors",-2.21813753,-2.732311956,-1.617566814,"Western Wood-Pewee","Tyrannidae"
4640,"Competitors",1.582039155,1.094342538,2.156030051,"Cordilleran Flycatcher","Tyrannidae"
4641,"Competitors",-0.846621788,-1.451169453,-0.208116862,"Pacific-slope Flycatcher","Tyrannidae"
4650,"Competitors",0.677659032,0.194196933,1.238299868,"Acadian Flycatcher","Tyrannidae"
4660,"Competitors",1.588144006,1.118871814,2.153802011,"Willow Flycatcher","Tyrannidae"
4670,"Competitors",-4.277727543,-4.844839443,-3.651636673,"Least Flycatcher","Tyrannidae"
4680,"Competitors",1.368013984,0.894775876,1.935513968,"Hammond's Flycatcher","Tyrannidae"
4690,"Competitors",1.747195617,1.266606952,2.324258447,"Dusky Flycatcher","Tyrannidae"
4691,"Competitors",2.028061356,1.54777551,2.602675649,"Gray Flycatcher","Tyrannidae"
4750,"Competitors",0.705207906,0.227511932,1.273290421,"Black-billed Magpie","Corvidae"
4770,"Competitors",0.800619036,0.301758951,1.378836799,"Blue Jay","Corvidae"
4780,"Competitors",1.252750797,0.772120844,1.825772747,"Steller's Jay","Corvidae"
4812,"Competitors",0.046026525,-0.52564373,0.667422059,"Western Scrub-Jay","Corvidae"
4840,"Competitors",1.999468166,1.518689681,2.566679694,"Gray Jay","Corvidae"
4880,"Competitors",0.741116831,0.262905746,1.311388339,"American Crow","Corvidae"
4900,"Competitors",-1.716071049,-2.315254012,-1.06318516,"Fish Crow","Corvidae"
4910,"Competitors",1.908694186,1.429677016,2.474688931,"Clark's Nutcracker","Corvidae"
4940,"Competitors",-4.025991946,-4.679102626,-3.335693695,"Bobolink","Icteridae"
4950,"Competitors",1.638174607,1.161987487,2.211427052,"Brown-headed Cowbird","Icteridae"
4970,"Competitors",0.889252604,0.404018132,1.460599722,"Yellow-headed Blackbird","Icteridae"
4980,"Competitors",-0.059994665,-0.541079816,0.51079447,"Red-winged Blackbird","Icteridae"
5010,"Competitors",-4.279689329,-4.845901965,-3.647929623,"Eastern Meadowlark","Icteridae"
5011,"Competitors",-0.757632766,-1.256903703,-0.179833503,"Western Meadowlark","Icteridae"
5060,"Competitors",-2.284592938,-2.842407897,-1.652122104,"Orchard Oriole","Icteridae"
5070,"Competitors",-0.393114176,-0.999175775,0.245432044,"Baltimore Oriole","Icteridae"
5080,"Competitors",1.965249262,1.472061078,2.542435684,"Bullock's Oriole","Icteridae"
5100,"Competitors",0.015561816,-0.481916676,0.58839346,"Brewer's Blackbird","Icteridae"
5110,"Competitors",0.478675446,-0.006866413,1.047488207,"Common Grackle","Icteridae"
5120,"Competitors",0.806616078,0.310952282,1.393843974,NA,NA
5170,"Competitors",-1.274979067,-1.79637843,-0.681529295,"Purple Finch","Fringillidae"
5180,"Competitors",1.127478804,0.647210038,1.697135379,"Cassin's Finch","Fringillidae"
5190,"Competitors",1.592444693,1.123808413,2.156511977,"House Finch","Fringillidae"
5210,"Competitors",1.284375592,0.804371265,1.854768705,"Red Crossbill","Fringillidae"
5220,"Competitors",2.18829122,1.695572752,2.777753978,"White-winged Crossbill","Fringillidae"
5290,"Competitors",1.20600693,0.730825634,1.770804487,"American Goldfinch","Fringillidae"
5300,"Competitors",1.450329048,0.960760801,2.020580323,"Lesser Goldfinch","Fringillidae"
5330,"Competitors",2.269996822,1.794781937,2.835945567,"Pine Siskin","Fringillidae"
5400,"Competitors",1.052752505,0.578486901,1.618425896,"Vesper Sparrow","Emberizidae"
5460,"Competitors",1.143247571,0.673263229,1.707791044,"Grasshopper Sparrow","Emberizidae"
5480,"Competitors",-1.302683067,-2.084093264,-0.496118205,"Le Conte's Sparrow","Emberizidae"
5520,"Competitors",1.270862316,0.798368054,1.841843791,"Lark Sparrow","Emberizidae"
5540,"Competitors",1.803324955,1.326827934,2.371971453,"White-crowned Sparrow","Emberizidae"
5580,"Competitors",-17.67391433,-19.32964044,-16.05521299,"White-throated Sparrow","Emberizidae"
5600,"Competitors",-0.869146174,-1.36624775,-0.297177269,"Chipping Sparrow","Emberizidae"
5610,"Competitors",-11.24907406,-12.47189212,-10.04703633,"Clay-colored Sparrow","Emberizidae"
5620,"Competitors",1.003063181,0.516739736,1.573737139,NA,NA
5630,"Competitors",-2.301008383,-2.822132557,-1.690420137,"Field Sparrow","Emberizidae"
5730,"Competitors",1.255764297,0.76242064,1.823654579,"Black-throated Sparrow","Emberizidae"
5780,"Competitors",-0.613418593,-1.163381306,-0.009738404,"Cassin's Sparrow","Emberizidae"
5810,"Competitors",-5.074716328,-5.646626103,-4.442490487,"Song Sparrow","Emberizidae"
5840,"Competitors",2.283411231,1.809045123,2.843436958,"Swamp Sparrow","Emberizidae"
5850,"Competitors",1.739686766,1.263066851,2.311935084,"Fox Sparrow","Emberizidae"
5870,"Competitors",1.148343164,0.672245998,1.718220401,"Eastern Towhee","Emberizidae"
5880,"Competitors",1.37008683,0.890793404,1.938534799,"Spotted Towhee","Emberizidae"
5900,"Competitors",0.776846312,0.293614901,1.349186802,"Green-tailed Towhee","Emberizidae"
5930,"Competitors",-0.88235225,-1.406818235,-0.285425878,"Northern Cardinal","Cardinalidae"
5950,"Competitors",1.367320451,0.89700988,1.933103756,"Rose-breasted Grosbeak","Cardinalidae"
5960,"Competitors",1.235389255,0.762865889,1.802246033,"Black-headed Grosbeak","Cardinalidae"
5970,"Competitors",1.491860286,1.01173938,2.061860397,"Blue Grosbeak","Cardinalidae"
5980,"Competitors",-0.303122702,-0.796306037,0.274299239,"Indigo Bunting","Cardinalidae"
5990,"Competitors",1.987353044,1.511057156,2.548425292,NA,NA
6010,"Competitors",-10.11438279,-11.61237909,-8.655736094,"Painted Bunting","Cardinalidae"
6040,"Competitors",0.947007364,0.473712162,1.509881336,"Dickcissel","Cardinalidae"
6050,"Competitors",0.477752274,-0.017963918,1.041416266,"Lark Bunting","Emberizidae"
6070,"Competitors",2.268958116,1.76943709,2.838380694,"Western Tanager","Thraupidae"
6080,"Competitors",1.720928808,1.248101209,2.282180864,"Scarlet Tanager","Thraupidae"
6100,"Competitors",1.611914596,1.102630462,2.191322041,"Summer Tanager","Thraupidae"
6120,"Competitors",0.508516581,0.033675807,1.078589371,"Cliff Swallow","Hirundinidae"
6130,"Competitors",1.661212565,1.187946965,2.227441405,"Barn Swallow","Hirundinidae"
6140,"Competitors",0.781668992,0.309653477,1.349539411,"Tree Swallow","Hirundinidae"
6150,"Competitors",1.466478666,0.990451632,2.026656817,"Violet-green Swallow","Hirundinidae"
6160,"Competitors",1.233076889,0.760451673,1.803894721,"Bank Swallow","Hirundinidae"
6170,"Competitors",1.92807642,1.454530791,2.487273563,"Northern Rough-winged Swallow","Hirundinidae"
6190,"Competitors",1.862598268,1.090890468,2.655517652,"Cedar Waxwing","Bombycillidae"
6220,"Competitors",2.062203935,1.30545069,2.850729202,NA,NA
6240,"Competitors",-0.296628654,-0.774288537,0.274858075,"Red-eyed Vireo","Vireonidae"
6270,"Competitors",1.161709687,0.688843169,1.723596692,"Warbling Vireo","Vireonidae"
6280,"Competitors",1.557350106,1.061182304,2.129665684,"Yellow-throated Vireo","Vireonidae"
6290,"Competitors",-2.522927935,-3.125335048,-1.860293738,"Blue-headed Vireo","Vireonidae"
6291,"Competitors",1.443661637,0.946948086,2.030462076,"Plumbeous Vireo","Vireonidae"
6292,"Competitors",1.829528373,1.352282953,2.399932128,"Cassin's Vireo","Vireonidae"
6310,"Competitors",0.959412986,0.479450256,1.527736262,"White-eyed Vireo","Vireonidae"
6330,"Competitors",2.045601225,1.562831321,2.616229167,"Bell's Vireo","Vireonidae"
6360,"Competitors",2.019218033,1.545054089,2.583074257,"Black-and-white Warbler","Parulidae"
6370,"Competitors",1.547791543,1.075737215,2.116458308,"Prothonotary Warbler","Parulidae"
6380,"Competitors",1.891152289,1.383993885,2.47898892,"Swainson's Warbler","Parulidae"
6390,"Competitors",-1.066797856,-1.703033578,-0.395955234,"Worm-eating Warbler","Parulidae"
6410,"Competitors",-0.460070664,-1.258196377,0.37755066,"Blue-winged Warbler","Parulidae"
6450,"Competitors",-2.521244405,-3.093411686,-1.894524539,"Nashville Warbler","Parulidae"
6460,"Competitors",1.183675565,0.698358781,1.752928296,"Orange-crowned Warbler","Parulidae"
6480,"Competitors",0.227914786,-0.262516114,0.795474907,"Northern Parula","Parulidae"
6520,"Competitors",1.10396341,0.633024871,1.670154669,"Yellow Warbler","Parulidae"
6540,"Competitors",0.595227911,0.09077802,1.178833403,"Black-throated Blue Warbler","Parulidae"
6570,"Competitors",-0.329738476,-0.8289105,0.257697302,"Magnolia Warbler","Parulidae"
6590,"Competitors",-13.23254143,-14.28091279,-12.18049905,"Chestnut-sided Warbler","Parulidae"
6620,"Competitors",-9.181692088,-10.0783849,-8.258465783,"Blackburnian Warbler","Parulidae"
6630,"Competitors",1.633806771,1.160746947,2.194111827,"Yellow-throated Warbler","Parulidae"
6650,"Competitors",1.489085343,1.009067043,2.05696092,"Black-throated Gray Warbler","Parulidae"
6670,"Competitors",-14.40593021,-15.51977568,-13.28600574,"Black-throated Green Warbler","Parulidae"
6710,"Competitors",-3.567701935,-4.109543266,-2.952149118,"Pine Warbler","Parulidae"
6730,"Competitors",-2.130978766,-2.774478955,-1.43399684,"Prairie Warbler","Parulidae"
6740,"Competitors",-7.974127882,-8.627273249,-7.279540647,"Ovenbird","Parulidae"
6760,"Competitors",2.443209897,1.960898505,3.015007789,"Louisiana Waterthrush","Parulidae"
6770,"Competitors",1.871300054,1.397856314,2.431291879,"Kentucky Warbler","Parulidae"
6790,"Competitors",-6.226695283,-7.127987472,-5.314845699,"Mourning Warbler","Parulidae"
