"focalAOU","Focal","FocalSciName","CompAOU","Competitor","CompSciName","Family","mainCompetitor"
6670,"Black-throated Green Warbler","Dendroica virens",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6860,"Canada Warbler","Wilsonia canadensis","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6870,"American Redstart","Setophaga ruticilla","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6680,"Townsend's Warbler","Dendroica townsendi",6440,"Virginia's Warbler","Vermivora virginiae","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6640,"Grace's Warbler","Dendroica graciae","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6650,"Black-throated Gray Warbler","Dendroica nigrescens","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6690,"Hermit Warbler","Dendroica occidentalis","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6720,"Palm Warbler","Dendroica palmarum","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6750,"Northern Waterthrush","Parkesia noveboracensis","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6780,"Connecticut Warbler","Oporornis agilis","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6800,"MacGillivray's Warbler","Oporornis tolmiei","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6870,"American Redstart","Setophaga ruticilla","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6880,"Painted Redstart","Myioborus pictus","Parulidae",0
6680,"Townsend's Warbler","Dendroica townsendi",6900,"Red-faced Warbler","Cardellina rubrifrons","Parulidae",0
6690,"Hermit Warbler","Dendroica occidentalis",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6690,"Hermit Warbler","Dendroica occidentalis",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6690,"Hermit Warbler","Dendroica occidentalis",6650,"Black-throated Gray Warbler","Dendroica nigrescens","Parulidae",0
6690,"Hermit Warbler","Dendroica occidentalis",6800,"MacGillivray's Warbler","Oporornis tolmiei","Parulidae",0
6690,"Hermit Warbler","Dendroica occidentalis",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",1
6710,"Pine Warbler","Dendroica pinus",6360,"Black-and-white Warbler","Mniotilta varia","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6370,"Prothonotary Warbler","Protonotaria citrea","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6380,"Swainson's Warbler","Limnothlypis swainsonii","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6390,"Worm-eating Warbler","Helmitheros vermivorum","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6410,"Blue-winged Warbler","Vermivora cyanoptera","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6420,"Golden-winged Warbler","Vermivora chrysoptera","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6480,"Northern Parula","Parula americana","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6490,"Tropical Parula","Parula pitiayumi","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6500,"Cape May Warbler","Dendroica tigrina","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6520,"Yellow Warbler","Dendroica petechia","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6540,"Black-throated Blue Warbler","Dendroica caerulescens","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6570,"Magnolia Warbler","Dendroica magnolia","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6580,"Cerulean Warbler","Dendroica cerulea","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6630,"Yellow-throated Warbler","Dendroica dominica","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6670,"Black-throated Green Warbler","Dendroica virens","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6720,"Palm Warbler","Dendroica palmarum","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6730,"Prairie Warbler","Dendroica discolor","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6740,"Ovenbird","Seiurus aurocapilla","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6750,"Northern Waterthrush","Parkesia noveboracensis","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6760,"Louisiana Waterthrush","Parkesia motacilla","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6770,"Kentucky Warbler","Oporornis formosus","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6780,"Connecticut Warbler","Oporornis agilis","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6840,"Hooded Warbler","Wilsonia citrina","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6860,"Canada Warbler","Wilsonia canadensis","Parulidae",0
6710,"Pine Warbler","Dendroica pinus",6870,"American Redstart","Setophaga ruticilla","Parulidae",0
6720,"Palm Warbler","Dendroica palmarum",6750,"Northern Waterthrush","Parkesia noveboracensis","Parulidae",1
6720,"Palm Warbler","Dendroica palmarum",6740,"Ovenbird","Seiurus aurocapilla","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",1
6730,"Prairie Warbler","Dendroica discolor",6360,"Black-and-white Warbler","Mniotilta varia","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6370,"Prothonotary Warbler","Protonotaria citrea","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6390,"Worm-eating Warbler","Helmitheros vermivorum","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6410,"Blue-winged Warbler","Vermivora cyanoptera","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6420,"Golden-winged Warbler","Vermivora chrysoptera","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6480,"Northern Parula","Parula americana","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6500,"Cape May Warbler","Dendroica tigrina","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6520,"Yellow Warbler","Dendroica petechia","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6540,"Black-throated Blue Warbler","Dendroica caerulescens","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6570,"Magnolia Warbler","Dendroica magnolia","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6580,"Cerulean Warbler","Dendroica cerulea","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6630,"Yellow-throated Warbler","Dendroica dominica","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6670,"Black-throated Green Warbler","Dendroica virens","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6700,"Kirtland's Warbler","Dendroica kirtlandii","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6710,"Pine Warbler","Dendroica pinus","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6720,"Palm Warbler","Dendroica palmarum","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6770,"Kentucky Warbler","Oporornis formosus","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6780,"Connecticut Warbler","Oporornis agilis","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6840,"Hooded Warbler","Wilsonia citrina","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6860,"Canada Warbler","Wilsonia canadensis","Parulidae",0
6730,"Prairie Warbler","Dendroica discolor",6870,"American Redstart","Setophaga ruticilla","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",1
6740,"Ovenbird","Seiurus aurocapilla",6360,"Black-and-white Warbler","Mniotilta varia","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6370,"Prothonotary Warbler","Protonotaria citrea","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6380,"Swainson's Warbler","Limnothlypis swainsonii","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6390,"Worm-eating Warbler","Helmitheros vermivorum","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6420,"Golden-winged Warbler","Vermivora chrysoptera","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6500,"Cape May Warbler","Dendroica tigrina","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6520,"Yellow Warbler","Dendroica petechia","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6540,"Black-throated Blue Warbler","Dendroica caerulescens","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6570,"Magnolia Warbler","Dendroica magnolia","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6580,"Cerulean Warbler","Dendroica cerulea","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6700,"Kirtland's Warbler","Dendroica kirtlandii","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6710,"Pine Warbler","Dendroica pinus","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6720,"Palm Warbler","Dendroica palmarum","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6750,"Northern Waterthrush","Parkesia noveboracensis","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6760,"Louisiana Waterthrush","Parkesia motacilla","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6770,"Kentucky Warbler","Oporornis formosus","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6780,"Connecticut Warbler","Oporornis agilis","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6830,"Yellow-breasted Chat","Icteria virens","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6840,"Hooded Warbler","Wilsonia citrina","Parulidae",0
6740,"Ovenbird","Seiurus aurocapilla",6860,"Canada Warbler","Wilsonia canadensis","Parulidae",0
6750,"Northern Waterthrush","Parkesia noveboracensis",6720,"Palm Warbler","Dendroica palmarum","Parulidae",1
6750,"Northern Waterthrush","Parkesia noveboracensis",6380,"Swainson's Warbler","Limnothlypis swainsonii","Parulidae",0
6750,"Northern Waterthrush","Parkesia noveboracensis",6740,"Ovenbird","Seiurus aurocapilla","Parulidae",0
6750,"Northern Waterthrush","Parkesia noveboracensis",6760,"Louisiana Waterthrush","Parkesia motacilla","Parulidae",0
6750,"Northern Waterthrush","Parkesia noveboracensis",6770,"Kentucky Warbler","Oporornis formosus","Parulidae",0
6750,"Northern Waterthrush","Parkesia noveboracensis",6780,"Connecticut Warbler","Oporornis agilis","Parulidae",0
6760,"Louisiana Waterthrush","Parkesia motacilla",6770,"Kentucky Warbler","Oporornis formosus","Parulidae",1
6760,"Louisiana Waterthrush","Parkesia motacilla",6380,"Swainson's Warbler","Limnothlypis swainsonii","Parulidae",0
6760,"Louisiana Waterthrush","Parkesia motacilla",6740,"Ovenbird","Seiurus aurocapilla","Parulidae",0
6760,"Louisiana Waterthrush","Parkesia motacilla",6750,"Northern Waterthrush","Parkesia noveboracensis","Parulidae",0
6760,"Louisiana Waterthrush","Parkesia motacilla",6780,"Connecticut Warbler","Oporornis agilis","Parulidae",0
6770,"Kentucky Warbler","Oporornis formosus",6760,"Louisiana Waterthrush","Parkesia motacilla","Parulidae",1
6770,"Kentucky Warbler","Oporornis formosus",6380,"Swainson's Warbler","Limnothlypis swainsonii","Parulidae",0
6770,"Kentucky Warbler","Oporornis formosus",6740,"Ovenbird","Seiurus aurocapilla","Parulidae",0
6770,"Kentucky Warbler","Oporornis formosus",6750,"Northern Waterthrush","Parkesia noveboracensis","Parulidae",0
6780,"Connecticut Warbler","Oporornis agilis",6750,"Northern Waterthrush","Parkesia noveboracensis","Parulidae",1
6780,"Connecticut Warbler","Oporornis agilis",6740,"Ovenbird","Seiurus aurocapilla","Parulidae",0
6780,"Connecticut Warbler","Oporornis agilis",6760,"Louisiana Waterthrush","Parkesia motacilla","Parulidae",0
6790,"Mourning Warbler","Oporornis philadelphia",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6790,"Mourning Warbler","Oporornis philadelphia",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6790,"Mourning Warbler","Oporornis philadelphia",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6790,"Mourning Warbler","Oporornis philadelphia",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6790,"Mourning Warbler","Oporornis philadelphia",6500,"Cape May Warbler","Dendroica tigrina","Parulidae",0
6790,"Mourning Warbler","Oporornis philadelphia",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6790,"Mourning Warbler","Oporornis philadelphia",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6790,"Mourning Warbler","Oporornis philadelphia",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6790,"Mourning Warbler","Oporornis philadelphia",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6790,"Mourning Warbler","Oporornis philadelphia",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6790,"Mourning Warbler","Oporornis philadelphia",6670,"Black-throated Green Warbler","Dendroica virens","Parulidae",0
6790,"Mourning Warbler","Oporornis philadelphia",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",0
6790,"Mourning Warbler","Oporornis philadelphia",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6800,"MacGillivray's Warbler","Oporornis tolmiei",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6800,"MacGillivray's Warbler","Oporornis tolmiei",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6800,"MacGillivray's Warbler","Oporornis tolmiei",6650,"Black-throated Gray Warbler","Dendroica nigrescens","Parulidae",0
6800,"MacGillivray's Warbler","Oporornis tolmiei",6680,"Townsend's Warbler","Dendroica townsendi","Parulidae",0
6800,"MacGillivray's Warbler","Oporornis tolmiei",6690,"Hermit Warbler","Dendroica occidentalis","Parulidae",0
6800,"MacGillivray's Warbler","Oporornis tolmiei",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6810,"Common Yellowthroat","Geothlypis trichas",6360,"Black-and-white Warbler","Mniotilta varia","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6370,"Prothonotary Warbler","Protonotaria citrea","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6380,"Swainson's Warbler","Limnothlypis swainsonii","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6390,"Worm-eating Warbler","Helmitheros vermivorum","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6410,"Blue-winged Warbler","Vermivora cyanoptera","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6420,"Golden-winged Warbler","Vermivora chrysoptera","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6430,"Lucy's Warbler","Vermivora luciae","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6440,"Virginia's Warbler","Vermivora virginiae","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6471,"Colima Warbler","Vermivora crissalis","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6480,"Northern Parula","Parula americana","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6490,"Tropical Parula","Parula pitiayumi","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6500,"Cape May Warbler","Dendroica tigrina","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6540,"Black-throated Blue Warbler","Dendroica caerulescens","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6570,"Magnolia Warbler","Dendroica magnolia","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6580,"Cerulean Warbler","Dendroica cerulea","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6630,"Yellow-throated Warbler","Dendroica dominica","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6640,"Grace's Warbler","Dendroica graciae","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6650,"Black-throated Gray Warbler","Dendroica nigrescens","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6660,"Golden-cheeked Warbler","Dendroica chrysoparia","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6670,"Black-throated Green Warbler","Dendroica virens","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6680,"Townsend's Warbler","Dendroica townsendi","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6690,"Hermit Warbler","Dendroica occidentalis","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6700,"Kirtland's Warbler","Dendroica kirtlandii","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6710,"Pine Warbler","Dendroica pinus","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6720,"Palm Warbler","Dendroica palmarum","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6730,"Prairie Warbler","Dendroica discolor","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6740,"Ovenbird","Seiurus aurocapilla","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6750,"Northern Waterthrush","Parkesia noveboracensis","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6760,"Louisiana Waterthrush","Parkesia motacilla","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6770,"Kentucky Warbler","Oporornis formosus","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6780,"Connecticut Warbler","Oporornis agilis","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6800,"MacGillivray's Warbler","Oporornis tolmiei","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6840,"Hooded Warbler","Wilsonia citrina","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6860,"Canada Warbler","Wilsonia canadensis","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6870,"American Redstart","Setophaga ruticilla","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6880,"Painted Redstart","Myioborus pictus","Parulidae",0
6810,"Common Yellowthroat","Geothlypis trichas",6900,"Red-faced Warbler","Cardellina rubrifrons","Parulidae",0
6840,"Hooded Warbler","Wilsonia citrina",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",1
6840,"Hooded Warbler","Wilsonia citrina",6730,"Prairie Warbler","Dendroica discolor","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6850,"Wilson's Warbler","Wilsonia pusilla",6360,"Black-and-white Warbler","Mniotilta varia","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6420,"Golden-winged Warbler","Vermivora chrysoptera","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6430,"Lucy's Warbler","Vermivora luciae","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6440,"Virginia's Warbler","Vermivora virginiae","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6480,"Northern Parula","Parula americana","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6490,"Tropical Parula","Parula pitiayumi","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6500,"Cape May Warbler","Dendroica tigrina","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6540,"Black-throated Blue Warbler","Dendroica caerulescens","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6570,"Magnolia Warbler","Dendroica magnolia","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6640,"Grace's Warbler","Dendroica graciae","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6650,"Black-throated Gray Warbler","Dendroica nigrescens","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6670,"Black-throated Green Warbler","Dendroica virens","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6680,"Townsend's Warbler","Dendroica townsendi","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6690,"Hermit Warbler","Dendroica occidentalis","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6710,"Pine Warbler","Dendroica pinus","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6720,"Palm Warbler","Dendroica palmarum","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6730,"Prairie Warbler","Dendroica discolor","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6780,"Connecticut Warbler","Oporornis agilis","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6800,"MacGillivray's Warbler","Oporornis tolmiei","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6840,"Hooded Warbler","Wilsonia citrina","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6860,"Canada Warbler","Wilsonia canadensis","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6870,"American Redstart","Setophaga ruticilla","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6880,"Painted Redstart","Myioborus pictus","Parulidae",0
6850,"Wilson's Warbler","Wilsonia pusilla",6900,"Red-faced Warbler","Cardellina rubrifrons","Parulidae",0
6860,"Canada Warbler","Wilsonia canadensis",6570,"Magnolia Warbler","Dendroica magnolia","Parulidae",1
6860,"Canada Warbler","Wilsonia canadensis",6540,"Black-throated Blue Warbler","Dendroica caerulescens","Parulidae",0
