"focalAOU","Focal","FocalSciName","CompAOU","Competitor","CompSciName","Family","mainCompetitor"
5420,"Savannah Sparrow","Passerculus sandwichensis",5810,"Song Sparrow","Melospiza melodia","Emberizidae",0
5420,"Savannah Sparrow","Passerculus sandwichensis",5830,"Lincoln's Sparrow","Melospiza lincolnii","Emberizidae",0
5420,"Savannah Sparrow","Passerculus sandwichensis",5840,"Swamp Sparrow","Melospiza georgiana","Emberizidae",0
5420,"Savannah Sparrow","Passerculus sandwichensis",5850,"Fox Sparrow","Passerella iliaca","Emberizidae",0
5420,"Savannah Sparrow","Passerculus sandwichensis",5860,"Olive Sparrow","Arremonops rufivirgatus","Emberizidae",0
5420,"Savannah Sparrow","Passerculus sandwichensis",5870,"Eastern Towhee","Pipilo erythrophthalmus","Emberizidae",0
5420,"Savannah Sparrow","Passerculus sandwichensis",5880,"Spotted Towhee","Pipilo maculatus","Emberizidae",0
5420,"Savannah Sparrow","Passerculus sandwichensis",5900,"Green-tailed Towhee","Pipilo chlorurus","Emberizidae",0
5420,"Savannah Sparrow","Passerculus sandwichensis",6050,"Lark Bunting","Calamospiza melanocorys","Emberizidae",0
5450,"Baird's Sparrow","Ammodramus bairdii",5460,"Grasshopper Sparrow","Ammodramus savannarum","Emberizidae",1
5450,"Baird's Sparrow","Ammodramus bairdii",5520,"Lark Sparrow","Chondestes grammacus","Emberizidae",0
5460,"Grasshopper Sparrow","Ammodramus savannarum",5600,"Chipping Sparrow","Spizella passerina","Emberizidae",1
5460,"Grasshopper Sparrow","Ammodramus savannarum",5450,"Baird's Sparrow","Ammodramus bairdii","Emberizidae",0
5480,"Le Conte's Sparrow","Ammodramus leconteii",5420,"Savannah Sparrow","Passerculus sandwichensis","Emberizidae",1
5480,"Le Conte's Sparrow","Ammodramus leconteii",5600,"Chipping Sparrow","Spizella passerina","Emberizidae",0
5491,"Nelson's Sharp-tailed Sparrow","Ammodramus nelsoni",5600,"Chipping Sparrow","Spizella passerina","Emberizidae",1
5491,"Nelson's Sharp-tailed Sparrow","Ammodramus nelsoni",5480,"Le Conte's Sparrow","Ammodramus leconteii","Emberizidae",0
5520,"Lark Sparrow","Chondestes grammacus",5450,"Baird's Sparrow","Ammodramus bairdii","Emberizidae",1
5540,"White-crowned Sparrow","Zonotrichia leucophrys",5850,"Fox Sparrow","Passerella iliaca","Emberizidae",1
5540,"White-crowned Sparrow","Zonotrichia leucophrys",5570,"Golden-crowned Sparrow","Zonotrichia atricapilla","Emberizidae",0
5540,"White-crowned Sparrow","Zonotrichia leucophrys",5830,"Lincoln's Sparrow","Melospiza lincolnii","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5420,"Savannah Sparrow","Passerculus sandwichensis","Emberizidae",1
5580,"White-throated Sparrow","Zonotrichia albicollis",5340,"Snow Bunting","Plectrophenax nivalis","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5360,"Lapland Longspur","Calcarius lapponicus","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5370,"Smith's Longspur","Calcarius pictus","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5380,"Chestnut-collared Longspur","Calcarius ornatus","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5390,"McCown's Longspur","Rhynchophanes mccownii","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5400,"Vesper Sparrow","Pooecetes gramineus","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5450,"Baird's Sparrow","Ammodramus bairdii","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5460,"Grasshopper Sparrow","Ammodramus savannarum","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5470,"Henslow's Sparrow","Ammodramus henslowii","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5480,"Le Conte's Sparrow","Ammodramus leconteii","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5490,"Saltmarsh Sharp-tailed Sparrow","Ammodramus caudacutus","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5491,"Nelson's Sharp-tailed Sparrow","Ammodramus nelsoni","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5500,"Seaside Sparrow","Ammodramus maritimus","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5520,"Lark Sparrow","Chondestes grammacus","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5540,"White-crowned Sparrow","Zonotrichia leucophrys","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5570,"Golden-crowned Sparrow","Zonotrichia atricapilla","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5590,"American Tree Sparrow","Spizella arborea","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5630,"Field Sparrow","Spizella pusilla","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5677,"Dark-eyed Junco","Junco hyemalis","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5700,"Yellow-eyed Junco","Junco phaeonotus","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5730,"Black-throated Sparrow","Amphispiza bilineata","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5740,"Sage Sparrow","Amphispiza belli","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5750,"Bachman's Sparrow","Peucaea aestivalis","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5780,"Cassin's Sparrow","Peucaea cassinii","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5800,"Rufous-crowned Sparrow","Aimophila ruficeps","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5810,"Song Sparrow","Melospiza melodia","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5830,"Lincoln's Sparrow","Melospiza lincolnii","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5840,"Swamp Sparrow","Melospiza georgiana","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5850,"Fox Sparrow","Passerella iliaca","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5860,"Olive Sparrow","Arremonops rufivirgatus","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5870,"Eastern Towhee","Pipilo erythrophthalmus","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5880,"Spotted Towhee","Pipilo maculatus","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5900,"Green-tailed Towhee","Pipilo chlorurus","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5910,"Canyon Towhee","Melozone fuscus","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",5920,"Abert's Towhee","Melozone aberti","Emberizidae",0
5580,"White-throated Sparrow","Zonotrichia albicollis",6050,"Lark Bunting","Calamospiza melanocorys","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5420,"Savannah Sparrow","Passerculus sandwichensis","Emberizidae",1
5590,"American Tree Sparrow","Spizella arborea",5360,"Lapland Longspur","Calcarius lapponicus","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5370,"Smith's Longspur","Calcarius pictus","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5380,"Chestnut-collared Longspur","Calcarius ornatus","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5390,"McCown's Longspur","Rhynchophanes mccownii","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5400,"Vesper Sparrow","Pooecetes gramineus","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5480,"Le Conte's Sparrow","Ammodramus leconteii","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5490,"Saltmarsh Sharp-tailed Sparrow","Ammodramus caudacutus","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5491,"Nelson's Sharp-tailed Sparrow","Ammodramus nelsoni","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5500,"Seaside Sparrow","Ammodramus maritimus","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5540,"White-crowned Sparrow","Zonotrichia leucophrys","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5570,"Golden-crowned Sparrow","Zonotrichia atricapilla","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5580,"White-throated Sparrow","Zonotrichia albicollis","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5600,"Chipping Sparrow","Spizella passerina","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5630,"Field Sparrow","Spizella pusilla","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5677,"Dark-eyed Junco","Junco hyemalis","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5740,"Sage Sparrow","Amphispiza belli","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5810,"Song Sparrow","Melospiza melodia","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5830,"Lincoln's Sparrow","Melospiza lincolnii","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5840,"Swamp Sparrow","Melospiza georgiana","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",5850,"Fox Sparrow","Passerella iliaca","Emberizidae",0
5590,"American Tree Sparrow","Spizella arborea",6050,"Lark Bunting","Calamospiza melanocorys","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5420,"Savannah Sparrow","Passerculus sandwichensis","Emberizidae",1
5600,"Chipping Sparrow","Spizella passerina",5380,"Chestnut-collared Longspur","Calcarius ornatus","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5390,"McCown's Longspur","Rhynchophanes mccownii","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5450,"Baird's Sparrow","Ammodramus bairdii","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5460,"Grasshopper Sparrow","Ammodramus savannarum","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5470,"Henslow's Sparrow","Ammodramus henslowii","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5480,"Le Conte's Sparrow","Ammodramus leconteii","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5490,"Saltmarsh Sharp-tailed Sparrow","Ammodramus caudacutus","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5491,"Nelson's Sharp-tailed Sparrow","Ammodramus nelsoni","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5500,"Seaside Sparrow","Ammodramus maritimus","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5590,"American Tree Sparrow","Spizella arborea","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5610,"Clay-colored Sparrow","Spizella pallida","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5620,"Brewer's Sparrow","Spizella breweri","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5630,"Field Sparrow","Spizella pusilla","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5650,"Black-chinned Sparrow","Spizella atrogularis","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5677,"Dark-eyed Junco","Junco hyemalis","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5700,"Yellow-eyed Junco","Junco phaeonotus","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5730,"Black-throated Sparrow","Amphispiza bilineata","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5740,"Sage Sparrow","Amphispiza belli","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5750,"Bachman's Sparrow","Peucaea aestivalis","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5760,"Botteri's Sparrow","Peucaea botterii","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5780,"Cassin's Sparrow","Peucaea cassinii","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5790,"Rufous-winged Sparrow","Peucaea carpalis","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5800,"Rufous-crowned Sparrow","Aimophila ruficeps","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5810,"Song Sparrow","Melospiza melodia","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5830,"Lincoln's Sparrow","Melospiza lincolnii","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5840,"Swamp Sparrow","Melospiza georgiana","Emberizidae",0
5600,"Chipping Sparrow","Spizella passerina",5860,"Olive Sparrow","Arremonops rufivirgatus","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5420,"Savannah Sparrow","Passerculus sandwichensis","Emberizidae",1
5610,"Clay-colored Sparrow","Spizella pallida",5380,"Chestnut-collared Longspur","Calcarius ornatus","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5390,"McCown's Longspur","Rhynchophanes mccownii","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5450,"Baird's Sparrow","Ammodramus bairdii","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5460,"Grasshopper Sparrow","Ammodramus savannarum","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5470,"Henslow's Sparrow","Ammodramus henslowii","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5480,"Le Conte's Sparrow","Ammodramus leconteii","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5491,"Nelson's Sharp-tailed Sparrow","Ammodramus nelsoni","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5600,"Chipping Sparrow","Spizella passerina","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5620,"Brewer's Sparrow","Spizella breweri","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5630,"Field Sparrow","Spizella pusilla","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5650,"Black-chinned Sparrow","Spizella atrogularis","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5677,"Dark-eyed Junco","Junco hyemalis","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5730,"Black-throated Sparrow","Amphispiza bilineata","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5740,"Sage Sparrow","Amphispiza belli","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5780,"Cassin's Sparrow","Peucaea cassinii","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5790,"Rufous-winged Sparrow","Peucaea carpalis","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5800,"Rufous-crowned Sparrow","Aimophila ruficeps","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5810,"Song Sparrow","Melospiza melodia","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5830,"Lincoln's Sparrow","Melospiza lincolnii","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5840,"Swamp Sparrow","Melospiza georgiana","Emberizidae",0
5610,"Clay-colored Sparrow","Spizella pallida",5860,"Olive Sparrow","Arremonops rufivirgatus","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5600,"Chipping Sparrow","Spizella passerina","Emberizidae",1
5630,"Field Sparrow","Spizella pusilla",5380,"Chestnut-collared Longspur","Calcarius ornatus","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5390,"McCown's Longspur","Rhynchophanes mccownii","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5420,"Savannah Sparrow","Passerculus sandwichensis","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5450,"Baird's Sparrow","Ammodramus bairdii","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5460,"Grasshopper Sparrow","Ammodramus savannarum","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5470,"Henslow's Sparrow","Ammodramus henslowii","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5480,"Le Conte's Sparrow","Ammodramus leconteii","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5490,"Saltmarsh Sharp-tailed Sparrow","Ammodramus caudacutus","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5491,"Nelson's Sharp-tailed Sparrow","Ammodramus nelsoni","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5500,"Seaside Sparrow","Ammodramus maritimus","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5580,"White-throated Sparrow","Zonotrichia albicollis","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5590,"American Tree Sparrow","Spizella arborea","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5610,"Clay-colored Sparrow","Spizella pallida","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5620,"Brewer's Sparrow","Spizella breweri","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5677,"Dark-eyed Junco","Junco hyemalis","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5730,"Black-throated Sparrow","Amphispiza bilineata","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5750,"Bachman's Sparrow","Peucaea aestivalis","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5780,"Cassin's Sparrow","Peucaea cassinii","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5800,"Rufous-crowned Sparrow","Aimophila ruficeps","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5810,"Song Sparrow","Melospiza melodia","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5830,"Lincoln's Sparrow","Melospiza lincolnii","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5840,"Swamp Sparrow","Melospiza georgiana","Emberizidae",0
5630,"Field Sparrow","Spizella pusilla",5860,"Olive Sparrow","Arremonops rufivirgatus","Emberizidae",0
5650,"Black-chinned Sparrow","Spizella atrogularis",5730,"Black-throated Sparrow","Amphispiza bilineata","Emberizidae",1
5650,"Black-chinned Sparrow","Spizella atrogularis",5800,"Rufous-crowned Sparrow","Aimophila ruficeps","Emberizidae",0
5677,"Dark-eyed Junco","Junco hyemalis",5420,"Savannah Sparrow","Passerculus sandwichensis","Emberizidae",1
5677,"Dark-eyed Junco","Junco hyemalis",5810,"Song Sparrow","Melospiza melodia","Emberizidae",0
5730,"Black-throated Sparrow","Amphispiza bilineata",5650,"Black-chinned Sparrow","Spizella atrogularis","Emberizidae",1
5730,"Black-throated Sparrow","Amphispiza bilineata",5800,"Rufous-crowned Sparrow","Aimophila ruficeps","Emberizidae",0
5740,"Sage Sparrow","Amphispiza belli",5810,"Song Sparrow","Melospiza melodia","Emberizidae",1
5780,"Cassin's Sparrow","Peucaea cassinii",5520,"Lark Sparrow","Chondestes grammacus","Emberizidae",1
5780,"Cassin's Sparrow","Peucaea cassinii",5390,"McCown's Longspur","Rhynchophanes mccownii","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5400,"Vesper Sparrow","Pooecetes gramineus","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5420,"Savannah Sparrow","Passerculus sandwichensis","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5450,"Baird's Sparrow","Ammodramus bairdii","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5460,"Grasshopper Sparrow","Ammodramus savannarum","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5540,"White-crowned Sparrow","Zonotrichia leucophrys","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5580,"White-throated Sparrow","Zonotrichia albicollis","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5600,"Chipping Sparrow","Spizella passerina","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5610,"Clay-colored Sparrow","Spizella pallida","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5620,"Brewer's Sparrow","Spizella breweri","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5630,"Field Sparrow","Spizella pusilla","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5650,"Black-chinned Sparrow","Spizella atrogularis","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5677,"Dark-eyed Junco","Junco hyemalis","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5700,"Yellow-eyed Junco","Junco phaeonotus","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5730,"Black-throated Sparrow","Amphispiza bilineata","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5740,"Sage Sparrow","Amphispiza belli","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5760,"Botteri's Sparrow","Peucaea botterii","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5790,"Rufous-winged Sparrow","Peucaea carpalis","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5800,"Rufous-crowned Sparrow","Aimophila ruficeps","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5810,"Song Sparrow","Melospiza melodia","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5830,"Lincoln's Sparrow","Melospiza lincolnii","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5840,"Swamp Sparrow","Melospiza georgiana","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5850,"Fox Sparrow","Passerella iliaca","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5860,"Olive Sparrow","Arremonops rufivirgatus","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",5900,"Green-tailed Towhee","Pipilo chlorurus","Emberizidae",0
5780,"Cassin's Sparrow","Peucaea cassinii",6050,"Lark Bunting","Calamospiza melanocorys","Emberizidae",0
5800,"Rufous-crowned Sparrow","Aimophila ruficeps",5650,"Black-chinned Sparrow","Spizella atrogularis","Emberizidae",1
5810,"Song Sparrow","Melospiza melodia",5600,"Chipping Sparrow","Spizella passerina","Emberizidae",1
5810,"Song Sparrow","Melospiza melodia",5360,"Lapland Longspur","Calcarius lapponicus","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5370,"Smith's Longspur","Calcarius pictus","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5380,"Chestnut-collared Longspur","Calcarius ornatus","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5390,"McCown's Longspur","Rhynchophanes mccownii","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5400,"Vesper Sparrow","Pooecetes gramineus","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5420,"Savannah Sparrow","Passerculus sandwichensis","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5450,"Baird's Sparrow","Ammodramus bairdii","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5460,"Grasshopper Sparrow","Ammodramus savannarum","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5470,"Henslow's Sparrow","Ammodramus henslowii","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5480,"Le Conte's Sparrow","Ammodramus leconteii","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5490,"Saltmarsh Sharp-tailed Sparrow","Ammodramus caudacutus","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5491,"Nelson's Sharp-tailed Sparrow","Ammodramus nelsoni","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5500,"Seaside Sparrow","Ammodramus maritimus","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5520,"Lark Sparrow","Chondestes grammacus","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5540,"White-crowned Sparrow","Zonotrichia leucophrys","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5570,"Golden-crowned Sparrow","Zonotrichia atricapilla","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5580,"White-throated Sparrow","Zonotrichia albicollis","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5590,"American Tree Sparrow","Spizella arborea","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5610,"Clay-colored Sparrow","Spizella pallida","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5620,"Brewer's Sparrow","Spizella breweri","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5630,"Field Sparrow","Spizella pusilla","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5650,"Black-chinned Sparrow","Spizella atrogularis","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5677,"Dark-eyed Junco","Junco hyemalis","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5700,"Yellow-eyed Junco","Junco phaeonotus","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5730,"Black-throated Sparrow","Amphispiza bilineata","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5740,"Sage Sparrow","Amphispiza belli","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5750,"Bachman's Sparrow","Peucaea aestivalis","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5760,"Botteri's Sparrow","Peucaea botterii","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5780,"Cassin's Sparrow","Peucaea cassinii","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5790,"Rufous-winged Sparrow","Peucaea carpalis","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5800,"Rufous-crowned Sparrow","Aimophila ruficeps","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5830,"Lincoln's Sparrow","Melospiza lincolnii","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5840,"Swamp Sparrow","Melospiza georgiana","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5850,"Fox Sparrow","Passerella iliaca","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5860,"Olive Sparrow","Arremonops rufivirgatus","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5870,"Eastern Towhee","Pipilo erythrophthalmus","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5880,"Spotted Towhee","Pipilo maculatus","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",5900,"Green-tailed Towhee","Pipilo chlorurus","Emberizidae",0
5810,"Song Sparrow","Melospiza melodia",6050,"Lark Bunting","Calamospiza melanocorys","Emberizidae",0
5830,"Lincoln's Sparrow","Melospiza lincolnii",5850,"Fox Sparrow","Passerella iliaca","Emberizidae",1
5830,"Lincoln's Sparrow","Melospiza lincolnii",5540,"White-crowned Sparrow","Zonotrichia leucophrys","Emberizidae",0
5830,"Lincoln's Sparrow","Melospiza lincolnii",5840,"Swamp Sparrow","Melospiza georgiana","Emberizidae",0
5840,"Swamp Sparrow","Melospiza georgiana",5580,"White-throated Sparrow","Zonotrichia albicollis","Emberizidae",1
5840,"Swamp Sparrow","Melospiza georgiana",5830,"Lincoln's Sparrow","Melospiza lincolnii","Emberizidae",0
5850,"Fox Sparrow","Passerella iliaca",5540,"White-crowned Sparrow","Zonotrichia leucophrys","Emberizidae",1
5850,"Fox Sparrow","Passerella iliaca",5830,"Lincoln's Sparrow","Melospiza lincolnii","Emberizidae",0
5870,"Eastern Towhee","Pipilo erythrophthalmus",5810,"Song Sparrow","Melospiza melodia","Emberizidae",1
5870,"Eastern Towhee","Pipilo erythrophthalmus",5360,"Lapland Longspur","Calcarius lapponicus","Emberizidae",0
5870,"Eastern Towhee","Pipilo erythrophthalmus",5370,"Smith's Longspur","Calcarius pictus","Emberizidae",0
5870,"Eastern Towhee","Pipilo erythrophthalmus",5390,"McCown's Longspur","Rhynchophanes mccownii","Emberizidae",0
