"Focal","focalAOU","Competitor","compAOU","FocalArea","CompArea","area_overlap","mainCompetitor","PropOverlap"
"Tachycineta bicolor",6140,"Hirundo rustica",6130,12033933.1520744,52168253.9103607,8792283.20609138,0,0.730624235233995
"Tachycineta bicolor",6140,"Tachycineta thalassina",6150,12033933.1520744,6110195.55754842,3793450.1081746,0,0.315229448280647
"Tachycineta bicolor",6140,"Riparia riparia",6160,12033933.1520744,36808138.5529615,9366039.55485212,1,0.778302441644992
"Tachycineta bicolor",6140,"Stelgidopteryx serripennis",6170,12033933.1520744,10005664.6583418,5586110.95062781,0,0.464196608044551
"Riparia riparia",6160,"Petrochelidon pyrrhonota",6120,36808138.5529615,12213969.6120951,8048543.6278626,0,0.218662066170011
"Riparia riparia",6160,"Tachycineta bicolor",6140,36808138.5529615,12033933.1520744,9366039.55485211,1,0.254455669943096
"Petrochelidon pyrrhonota",6120,"Petrochelidon fulva",6121,12213969.6120951,988213.052936162,617149.058426416,0,0.050528131150357
"Petrochelidon pyrrhonota",6120,"Hirundo rustica",6130,12213969.6120951,52168253.9103607,10897703.1137379,1,0.892232702375995
"Petrochelidon pyrrhonota",6120,"Tachycineta bicolor",6140,12213969.6120951,12033933.1520744,8855020.50275948,0,0.724991201385554
"Petrochelidon pyrrhonota",6120,"Tachycineta thalassina",6150,12213969.6120951,6110195.55754842,5546318.5486295,0,0.454096311418456
"Petrochelidon pyrrhonota",6120,"Riparia riparia",6160,12213969.6120951,36808138.5529615,8048543.62786253,0,0.658962146089861
"Petrochelidon pyrrhonota",6120,"Stelgidopteryx serripennis",6170,12213969.6120951,10005664.6583418,7841163.81205488,0,0.641983242228639
"Tachycineta thalassina",6150,"Hirundo rustica",6130,6110195.55754842,52168253.9103607,4918818.88288849,1,0.805018241488503
"Tachycineta thalassina",6150,"Stelgidopteryx serripennis",6170,6110195.55754842,10005664.6583418,3831412.81108299,0,0.627052403641932
"Bombycilla cedrorum",6190,"Bombycilla garrulus",6180,7642253.85403144,12863141.6134555,1465818.76558165,1,0.191804511284116
"Mimus polyglottos",7030,"Lanius ludovicianus",6220,10150915.5226004,8858017.12959289,8305925.74327194,1,0.818244002206431
"Mimus polyglottos",7030,"Oreoscoptes montanus",7020,10150915.5226004,1997217.99378416,1929120.10896737,0,0.190043952653561
"Mimus polyglottos",7030,"Dumetella carolinensis",7040,10150915.5226004,6834017.9292553,6020316.06392644,0,0.593081092096823
"Mimus polyglottos",7030,"Toxostoma rufum",7050,10150915.5226004,5693489.6508236,5039250.68951969,0,0.496433122539549
"Mimus polyglottos",7030,"Toxostoma bendirei",7080,10150915.5226004,822803.582862235,822803.147217211,0,0.0810570381937757
"Mimus polyglottos",7030,"Toxostoma redivivum",7100,10150915.5226004,210489.200366987,210488.904647353,0,0.0207359527501448
"Vireo griseus",6310,"Vireo altiloquus",6230,3040750.73847177,241874.607431116,14758.3563651537,0,0.00485352389409301
"Vireo griseus",6310,"Vireo olivaceus",6240,3040750.73847177,12016843.3378712,2665164.32154914,1,0.876482339650308
"Vireo griseus",6310,"Vireo gilvus",6270,3040750.73847177,8830552.48599025,1971706.83802132,0,0.648427644224553
"Vireo griseus",6310,"Vireo flavifrons",6280,3040750.73847177,3168270.54089186,2232962.38110838,0,0.734345749836315
"Vireo griseus",6310,"Vireo solitarius",6290,3040750.73847177,3376033.95659494,224637.863007518,0,0.0738757900032336
"Vireo griseus",6310,"Vireo atricapilla",6300,3040750.73847177,463492.241603082,363636.91941887,0,0.119587875065888
"Vireo griseus",6310,"Vireo bellii",6330,3040750.73847177,2636542.06466996,1099538.49353688,0,0.361600995315219
"Vireo solitarius",6290,"Vireo olivaceus",6240,3376033.95659494,12016843.3378712,2833238.66314468,1,0.839221020751307
"Vireo solitarius",6290,"Vireo philadelphicus",6260,3376033.95659494,2770151.24904056,2064879.44142554,0,0.611628753730953
"Vireo solitarius",6290,"Vireo gilvus",6270,3376033.95659494,8830552.48599025,1702263.68709914,0,0.504219954237676
"Vireo solitarius",6290,"Vireo flavifrons",6280,3376033.95659494,3168270.54089186,556979.719211092,0,0.164980484903908
"Vireo solitarius",6290,"Vireo griseus",6310,3376033.95659494,3040750.73847177,224637.863007517,0,0.0665389821001938
"Vireo flavifrons",6280,"Vireo altiloquus",6230,3168270.54089186,241874.607431116,1619.21671668715,0,0.000511072743248544
"Vireo flavifrons",6280,"Vireo olivaceus",6240,3168270.54089186,12016843.3378712,3147421.35461325,1,0.993419379434453
"Vireo flavifrons",6280,"Vireo philadelphicus",6260,3168270.54089186,2770151.24904056,177515.729605391,0,0.0560292207733689
"Vireo flavifrons",6280,"Vireo gilvus",6270,3168270.54089186,8830552.48599025,2522486.04180557,0,0.796171289430194
"Vireo flavifrons",6280,"Vireo solitarius",6290,3168270.54089186,3376033.95659494,556979.719211092,0,0.175799292397013
"Vireo flavifrons",6280,"Vireo atricapilla",6300,3168270.54089186,463492.241603082,88589.5147263977,0,0.0279614741175039
"Vireo flavifrons",6280,"Vireo griseus",6310,3168270.54089186,3040750.73847177,2232962.38110839,0,0.704789048879587
"Vireo flavifrons",6280,"Vireo bellii",6330,3168270.54089186,2636542.06466996,751091.536832206,0,0.237066729983474
"Vireo philadelphicus",6260,"Vireo olivaceus",6240,2770151.24904056,12016843.3378712,2515945.85864114,1,0.908234111589588
"Vireo philadelphicus",6260,"Vireo solitarius",6290,2770151.24904056,3376033.95659494,2064879.44142554,0,0.745403140763779
"Vireo gilvus",6270,"Vireo olivaceus",6240,8830552.48599025,12016843.3378712,6581301.68375562,1,0.745287646973042
"Vireo gilvus",6270,"Vireo philadelphicus",6260,8830552.48599025,2770151.24904056,1689527.48559383,0,0.191327494884865
"Vireo gilvus",6270,"Vireo flavifrons",6280,8830552.48599025,3168270.54089186,2522486.04180557,0,0.285654385250245
"Vireo gilvus",6270,"Vireo solitarius",6290,8830552.48599025,3376033.95659494,1702263.68709914,0,0.192769783068477
"Vireo gilvus",6270,"Vireo plumbeus",6291,8830552.48599025,1299919.83131205,1179854.89611947,0,0.133610541128805
"Vireo gilvus",6270,"Vireo cassinii",6292,8830552.48599025,1036899.59231062,574642.146516532,0,0.0650743141415225
"Vireo gilvus",6270,"Vireo griseus",6310,8830552.48599025,3040750.73847177,1971706.83802132,0,0.223282387047634
"Vireo gilvus",6270,"Vireo huttoni",6320,8830552.48599025,1214666.12199834,346830.642427617,0,0.0392762109707028
"Vireo gilvus",6270,"Vireo bellii",6330,8830552.48599025,2636542.06466996,1799736.38898582,0,0.203807903507863
"Vireo gilvus",6270,"Vireo vicinior",6340,8830552.48599025,483117.685178555,432764.14899459,0,0.0490075960344694
"Vireo olivaceus",6240,"Vireo philadelphicus",6260,12016843.3378712,2770151.24904056,2515945.85864113,0,0.209368283159031
"Vireo olivaceus",6240,"Vireo gilvus",6270,12016843.3378712,8830552.48599025,6581301.6837556,1,0.547673086742719
"Vireo olivaceus",6240,"Vireo flavifrons",6280,12016843.3378712,3168270.54089186,3147421.35461325,0,0.261917482496765
"Vireo olivaceus",6240,"Vireo solitarius",6290,12016843.3378712,3376033.95659494,2833238.66314468,0,0.235772289234703
"Vireo olivaceus",6240,"Vireo griseus",6310,12016843.3378712,3040750.73847177,2665164.32154914,0,0.221785725802869
"Vireo olivaceus",6240,"Vireo bellii",6330,12016843.3378712,2636542.06466996,1511669.63998192,0,0.125795901425949
"Vireo plumbeus",6291,"Vireo gilvus",6270,1299919.83131205,8830552.48599025,1179854.89611946,1,0.907636661661354
"Vireo cassinii",6292,"Vireo gilvus",6270,1036899.59231062,8830552.48599025,574642.146516532,1,0.554192663183523
"Vireo cassinii",6292,"Vireo huttoni",6320,1036899.59231062,1214666.12199834,280305.350183442,0,0.270330273309117
"Vireo bellii",6330,"Vireo gilvus",6270,2636542.06466996,8830552.48599025,1799736.38898582,1,0.682612431298762
"Vireo bellii",6330,"Vireo flavifrons",6280,2636542.06466996,3168270.54089186,751091.536832206,0,0.284877509407849
"Vireo huttoni",6320,"Vireo gilvus",6270,1214666.12199834,8830552.48599025,346830.642427617,1,0.285535783164035
"Vireo huttoni",6320,"Vireo cassinii",6292,1214666.12199834,1036899.59231062,280305.350183443,0,0.230767406044297
"Dendroica pinus",6710,"Mniotilta varia",6360,2077585.70678404,5404732.40195432,1526449.35923125,0,0.734722690017967
"Dendroica pinus",6710,"Protonotaria citrea",6370,2077585.70678404,2227814.66884559,998296.676059228,0,0.480508059330329
"Dendroica pinus",6710,"Limnothlypis swainsonii",6380,2077585.70678404,1142684.10592155,821151.993027286,0,0.39524337809311
"Dendroica pinus",6710,"Helmitheros vermivorum",6390,2077585.70678404,1754212.46454789,1050588.61917714,0,0.505677631371165
"Dendroica pinus",6710,"Vermivora cyanoptera",6410,2077585.70678404,1784803.48893932,602720.012003759,0,0.29010596772767
"Dendroica pinus",6710,"Vermivora chrysoptera",6420,2077585.70678404,1394734.16492056,700083.381365504,0,0.336969675464886
"Dendroica pinus",6710,"Vermivora ruficapilla",6450,2077585.70678404,2791025.83495612,694194.934555898,0,0.334135401629454
"Dendroica pinus",6710,"Vermivora celata",6460,2077585.70678404,7846143.64808195,81002.8471540116,0,0.0389889316669388
"Dendroica pinus",6710,"Vermivora peregrina",6470,2077585.70678404,4841798.79960179,373453.351338217,0,0.179753523582089
"Dendroica pinus",6710,"Parula americana",6480,2077585.70678404,3366089.02404895,1804158.47805035,0,0.868391841626146
"Dendroica pinus",6710,"Dendroica tigrina",6500,2077585.70678404,2597215.17394992,315058.663252155,0,0.151646530019618
"Dendroica pinus",6710,"Dendroica petechia",6520,2077585.70678404,15523411.5295267,1385182.11753488,0,0.666726822875118
"Dendroica pinus",6710,"Dendroica caerulescens",6540,2077585.70678404,1147825.66562742,526070.464587149,0,0.25321240075408
"Dendroica pinus",6710,"Dendroica coronata",6550,2077585.70678404,10280159.9077172,622109.661284381,0,0.299438747221343
"Dendroica pinus",6710,"Dendroica magnolia",6570,2077585.70678404,3723833.14858863,625032.019458338,0,0.300845359793048
"Dendroica pinus",6710,"Dendroica cerulea",6580,2077585.70678404,814904.798348697,287919.131689324,0,0.138583515832424
"Dendroica pinus",6710,"Dendroica pensylvanica",6590,2077585.70678404,2441176.29908873,788855.325254581,0,0.37969809027791
"Dendroica pinus",6710,"Dendroica castanea",6600,2077585.70678404,2702365.02228157,365260.944911105,0,0.175810289663816
"Dendroica pinus",6710,"Dendroica striata",6610,2077585.70678404,6439953.99315025,38802.509744397,0,0.0186767311777768
"Dendroica pinus",6710,"Dendroica fusca",6620,2077585.70678404,2046866.85865663,757790.929802005,0,0.364745929531356
"Dendroica pinus",6710,"Dendroica dominica",6630,2077585.70678404,1928938.51856388,1122778.02155848,0,0.540424406026774
"Dendroica pinus",6710,"Dendroica virens",6670,2077585.70678404,3323344.54537512,827306.837256684,0,0.398205876443624
"Dendroica pinus",6710,"Dendroica palmarum",6720,2077585.70678404,3388741.73074759,248765.923684834,0,0.119737983791728
"Dendroica pinus",6710,"Dendroica discolor",6730,2077585.70678404,1647483.80263172,1215671.03698834,0,0.58513640761907
"Dendroica pinus",6710,"Seiurus aurocapilla",6740,2077585.70678404,5560914.94524943,1377647.73481513,0,0.663100314137044
"Dendroica pinus",6710,"Parkesia noveboracensis",6750,2077585.70678404,7678079.69445045,691553.227774261,0,0.332863874407732
"Dendroica pinus",6710,"Parkesia motacilla",6760,2077585.70678404,2411617.91812905,1164444.19594457,0,0.560479498940648
"Dendroica pinus",6710,"Oporornis formosus",6770,2077585.70678404,1970059.23328642,1131419.07214469,0,0.544583584903483
"Dendroica pinus",6710,"Oporornis agilis",6780,2077585.70678404,1196589.36140084,284732.718259946,0,0.137049806094735
"Dendroica pinus",6710,"Oporornis philadelphia",6790,2077585.70678404,2728129.13802747,646348.597337802,0,0.31110562381482
"Dendroica pinus",6710,"Geothlypis trichas",6810,2077585.70678404,12866759.2375821,1994536.62643204,1,0.960026159170803
"Dendroica pinus",6710,"Wilsonia citrina",6840,2077585.70678404,2009439.59827428,1226652.33427862,0,0.5904220125664
"Dendroica pinus",6710,"Wilsonia pusilla",6850,2077585.70678404,7993254.4402918,137786.316410569,0,0.0663204006268664
"Dendroica pinus",6710,"Wilsonia canadensis",6860,2077585.70678404,2778071.50937011,666456.47153394,0,0.320784105010796
"Dendroica pinus",6710,"Setophaga ruticilla",6870,2077585.70678404,7468329.47625173,1586031.10305819,0,0.763401046647196
"Geothlypis trichas",6810,"Mniotilta varia",6360,12866759.2375821,5404732.40195432,5096128.98832274,0,0.39606935159225
"Geothlypis trichas",6810,"Protonotaria citrea",6370,12866759.2375821,2227814.66884559,2226116.29337643,0,0.173012974928002
"Geothlypis trichas",6810,"Limnothlypis swainsonii",6380,12866759.2375821,1142684.10592155,1142623.25362588,0,0.0888042771709312
"Geothlypis trichas",6810,"Helmitheros vermivorum",6390,12866759.2375821,1754212.46454789,1754203.94757281,0,0.136336113482952
"Geothlypis trichas",6810,"Vermivora cyanoptera",6410,12866759.2375821,1784803.48893932,1784336.77386907,0,0.138678026138646
"Geothlypis trichas",6810,"Vermivora chrysoptera",6420,12866759.2375821,1394734.16492056,1388675.93401362,0,0.107927404902198
"Geothlypis trichas",6810,"Vermivora luciae",6430,12866759.2375821,391355.086474992,308678.357979161,0,0.0239903733550522
"Geothlypis trichas",6810,"Vermivora virginiae",6440,12866759.2375821,336864.696904857,332379.062693431,0,0.0258323837849235
"Geothlypis trichas",6810,"Vermivora ruficapilla",6450,12866759.2375821,2791025.83495612,2762776.25416598,0,0.214721998224407
"Geothlypis trichas",6810,"Vermivora celata",6460,12866759.2375821,7846143.64808195,5464497.50373021,0,0.42469882297705
"Geothlypis trichas",6810,"Vermivora peregrina",6470,12866759.2375821,4841798.79960179,3860584.1265835,0,0.300043239738818
"Geothlypis trichas",6810,"Vermivora crissalis",6471,12866759.2375821,99948.3619768287,2279.60134568532,0,0.000177169814371509
"Geothlypis trichas",6810,"Parula americana",6480,12866759.2375821,3366089.02404895,3344404.77548603,0,0.259925962220344
"Geothlypis trichas",6810,"Parula pitiayumi",6490,12866759.2375821,8366242.07182385,78887.6123208199,0,0.00613111746821217
"Geothlypis trichas",6810,"Dendroica tigrina",6500,12866759.2375821,2597215.17394992,2211797.86151391,0,0.17190015144245
"Geothlypis trichas",6810,"Dendroica petechia",6520,12866759.2375821,15523411.5295267,11009804.3624719,1,0.85567812058795
"Geothlypis trichas",6810,"Dendroica caerulescens",6540,12866759.2375821,1147825.66562742,1140200.48350119,0,0.088615980329438
"Geothlypis trichas",6810,"Dendroica coronata",6550,12866759.2375821,10280159.9077172,7201845.51863989,0,0.5597248993052
"Geothlypis trichas",6810,"Dendroica magnolia",6570,12866759.2375821,3723833.14858863,3308469.2617053,0,0.257133066735383
"Geothlypis trichas",6810,"Dendroica cerulea",6580,12866759.2375821,814904.798348697,813540.708616399,0,0.0632280975803258
"Geothlypis trichas",6810,"Dendroica pensylvanica",6590,12866759.2375821,2441176.29908873,2431646.71647733,0,0.188986727083135
"Geothlypis trichas",6810,"Dendroica castanea",6600,12866759.2375821,2702365.02228157,2300927.61604049,0,0.178827284598579
"Geothlypis trichas",6810,"Dendroica striata",6610,12866759.2375821,6439953.99315025,2892829.29753276,0,0.22482967498787
"Geothlypis trichas",6810,"Dendroica fusca",6620,12866759.2375821,2046866.85865663,2035894.84921909,0,0.158229031228976
"Geothlypis trichas",6810,"Dendroica dominica",6630,12866759.2375821,1928938.51856388,1925340.40503605,0,0.149636778732316
"Geothlypis trichas",6810,"Dendroica graciae",6640,12866759.2375821,1123772.00425037,765459.147177364,0,0.0594912155456798
"Geothlypis trichas",6810,"Dendroica nigrescens",6650,12866759.2375821,1798857.25760877,1639279.38470406,0,0.127404216899928
"Geothlypis trichas",6810,"Dendroica chrysoparia",6660,12866759.2375821,19664.7799601719,19664.7799601719,0,0.00152833977826629
"Geothlypis trichas",6810,"Dendroica virens",6670,12866759.2375821,3323344.54537512,3159063.89509969,0,0.245521334220079
"Geothlypis trichas",6810,"Dendroica townsendi",6680,12866759.2375821,1406150.85982242,1145209.51356755,0,0.0890052803834663
"Geothlypis trichas",6810,"Dendroica occidentalis",6690,12866759.2375821,335625.57711739,311894.722129174,0,0.0242403480449196
"Geothlypis trichas",6810,"Dendroica kirtlandii",6700,12866759.2375821,14488.700500906,14488.626414993,0,0.00112605094627664
"Geothlypis trichas",6810,"Dendroica pinus",6710,12866759.2375821,2077585.70678404,1994536.62643204,0,0.15501468470835
"Geothlypis trichas",6810,"Dendroica palmarum",6720,12866759.2375821,3388741.73074759,2704986.81661544,0,0.210230623474677
"Geothlypis trichas",6810,"Dendroica discolor",6730,12866759.2375821,1647483.80263172,1647470.11077032,0,0.128040797247397
"Geothlypis trichas",6810,"Seiurus aurocapilla",6740,12866759.2375821,5560914.94524943,5555290.28269025,0,0.431755205806912
"Geothlypis trichas",6810,"Parkesia noveboracensis",6750,12866759.2375821,7678079.69445045,4954679.42122306,0,0.38507594101482
"Geothlypis trichas",6810,"Parkesia motacilla",6760,12866759.2375821,2411617.91812905,2409114.22737086,0,0.187235509959194
"Geothlypis trichas",6810,"Oporornis formosus",6770,12866759.2375821,1970059.23328642,1970051.86597227,0,0.153111737741856
"Geothlypis trichas",6810,"Oporornis agilis",6780,12866759.2375821,1196589.36140084,1195487.93339034,0,0.0929129014786006
"Geothlypis trichas",6810,"Oporornis philadelphia",6790,12866759.2375821,2728129.13802747,2659598.08600939,0,0.206703027304735
"Geothlypis trichas",6810,"Oporornis tolmiei",6800,12866759.2375821,2852799.2724867,2685995.62762089,0,0.208754634949215
"Geothlypis trichas",6810,"Wilsonia citrina",6840,12866759.2375821,2009439.59827428,2000508.14452787,0,0.155478788993319
"Geothlypis trichas",6810,"Wilsonia pusilla",6850,12866759.2375821,7993254.4402918,4484687.4034749,0,0.348548326790457
"Geothlypis trichas",6810,"Wilsonia canadensis",6860,12866759.2375821,2778071.50937011,2767186.66829129,0,0.215064774058156
"Geothlypis trichas",6810,"Setophaga ruticilla",6870,12866759.2375821,7468329.47625173,7270276.2673433,0,0.565043313012945
"Geothlypis trichas",6810,"Myioborus pictus",6880,12866759.2375821,1126013.68371578,601756.715656491,0,0.0467683201764466
"Geothlypis trichas",6810,"Cardellina rubrifrons",6900,12866759.2375821,393332.995143169,276506.733649399,0,0.0214900060336685
"Dendroica pensylvanica",6590,"Mniotilta varia",6360,2441176.29908873,5404732.40195432,2374827.75834013,0,0.972821077783949
"Dendroica pensylvanica",6590,"Protonotaria citrea",6370,2441176.29908873,2227814.66884559,141886.048518963,0,0.0581219998620861
"Dendroica pensylvanica",6590,"Limnothlypis swainsonii",6380,2441176.29908873,1142684.10592155,44152.6029475713,0,0.0180866097069897
"Dendroica pensylvanica",6590,"Helmitheros vermivorum",6390,2441176.29908873,1754212.46454789,246262.143390109,0,0.100878475463667
"Dendroica pensylvanica",6590,"Vermivora cyanoptera",6410,2441176.29908873,1784803.48893932,462051.940357429,0,0.189274302118167
"Dendroica pensylvanica",6590,"Vermivora chrysoptera",6420,2441176.29908873,1394734.16492056,855390.208689062,0,0.350400832995295
"Dendroica pensylvanica",6590,"Vermivora ruficapilla",6450,2441176.29908873,2791025.83495612,2038793.66561906,0,0.835168548203636
"Dendroica pensylvanica",6590,"Vermivora celata",6460,2441176.29908873,7846143.64808195,822190.553836662,0,0.33680097342563
"Dendroica pensylvanica",6590,"Vermivora peregrina",6470,2441176.29908873,4841798.79960179,1568500.04658397,0,0.642518136510451
"Dendroica pensylvanica",6590,"Parula americana",6480,2441176.29908873,3366089.02404895,1375367.66238664,0,0.563403660317386
"Dendroica pensylvanica",6590,"Dendroica tigrina",6500,2441176.29908873,2597215.17394992,1383611.53294469,0,0.566780667771181
"Dendroica pensylvanica",6590,"Dendroica petechia",6520,2441176.29908873,15523411.5295267,2440941.639509,1,0.999903874382273
"Dendroica pensylvanica",6590,"Dendroica caerulescens",6540,2441176.29908873,1147825.66562742,1082164.72411717,0,0.443296424154672
"Dendroica pensylvanica",6590,"Dendroica coronata",6550,2441176.29908873,10280159.9077172,2032262.70271896,0,0.832493213815645
"Dendroica pensylvanica",6590,"Dendroica magnolia",6570,2441176.29908873,3723833.14858863,1966512.37280496,0,0.805559341838212
"Dendroica pensylvanica",6590,"Dendroica cerulea",6580,2441176.29908873,814904.798348697,223746.686950635,0,0.0916552757923128
"Dendroica pensylvanica",6590,"Dendroica castanea",6600,2441176.29908873,2702365.02228157,1500561.62779512,0,0.614687938906857
"Dendroica pensylvanica",6590,"Dendroica striata",6610,2441176.29908873,6439953.99315025,569533.018944384,0,0.233302698849315
"Dendroica pensylvanica",6590,"Dendroica fusca",6620,2441176.29908873,2046866.85865663,1918931.88360165,0,0.786068537662753
"Dendroica pensylvanica",6590,"Dendroica dominica",6630,2441176.29908873,1928938.51856388,62368.2902897775,0,0.0255484580581333
"Dendroica pensylvanica",6590,"Dendroica virens",6670,2441176.29908873,3323344.54537512,2064629.30960243,0,0.845751824795751
"Dendroica pensylvanica",6590,"Dendroica kirtlandii",6700,2441176.29908873,14488.700500906,14488.6740969245,0,0.00593511992654238
"Dendroica pensylvanica",6590,"Dendroica pinus",6710,2441176.29908873,2077585.70678404,788855.32525458,0,0.323145577625448
"Dendroica pensylvanica",6590,"Dendroica palmarum",6720,2441176.29908873,3388741.73074759,1313147.72423136,0,0.537915973017412
"Dendroica pensylvanica",6590,"Dendroica discolor",6730,2441176.29908873,1647483.80263172,281111.156055789,0,0.115153975630816
"Dendroica pensylvanica",6590,"Seiurus aurocapilla",6740,2441176.29908873,5560914.94524943,2212835.95252566,0,0.906462983993287
"Dendroica pensylvanica",6590,"Parkesia noveboracensis",6750,2441176.29908873,7678079.69445045,2132455.67877475,0,0.873536122553204
"Dendroica pensylvanica",6590,"Oporornis formosus",6770,2441176.29908873,1970059.23328642,166174.951106501,0,0.0680716715005519
"Dendroica pensylvanica",6590,"Oporornis agilis",6780,2441176.29908873,1196589.36140084,879359.926626633,0,0.360219754286034
"Dendroica pensylvanica",6590,"Oporornis philadelphia",6790,2441176.29908873,2728129.13802747,1820393.2720988,0,0.745703320476418
"Dendroica pensylvanica",6590,"Geothlypis trichas",6810,2441176.29908873,12866759.2375821,2431646.71647733,0,0.996096315282531
"Dendroica pensylvanica",6590,"Wilsonia citrina",6840,2441176.29908873,2009439.59827428,321261.083758386,0,0.131600935122265
"Dendroica pensylvanica",6590,"Wilsonia pusilla",6850,2441176.29908873,7993254.4402918,1131380.83889987,0,0.463457243674783
"Dendroica pensylvanica",6590,"Wilsonia canadensis",6860,2441176.29908873,2778071.50937011,1930050.69092256,0,0.790623230138287
"Dendroica pensylvanica",6590,"Setophaga ruticilla",6870,2441176.29908873,7468329.47625173,2295793.7743282,0,0.940445708564842
"Dendroica petechia",6520,"Mniotilta varia",6360,15523411.5295267,5404732.40195432,4927930.30695053,0,0.317451502047552
"Dendroica petechia",6520,"Protonotaria citrea",6370,15523411.5295267,2227814.66884559,1279079.6680213,0,0.08239681500348
"Dendroica petechia",6520,"Limnothlypis swainsonii",6380,15523411.5295267,1142684.10592155,303034.787514445,0,0.0195211462981607
"Dendroica petechia",6520,"Helmitheros vermivorum",6390,15523411.5295267,1754212.46454789,1135237.02942331,0,0.0731306405981703
"Dendroica petechia",6520,"Vermivora cyanoptera",6410,15523411.5295267,1784803.48893932,1728167.79677762,0,0.11132654658356
"Dendroica petechia",6520,"Vermivora chrysoptera",6420,15523411.5295267,1394734.16492056,1388366.28018567,0,0.0894369306350535
"Dendroica petechia",6520,"Vermivora luciae",6430,15523411.5295267,391355.086474992,273095.705210322,0,0.0175925056609414
"Dendroica petechia",6520,"Vermivora virginiae",6440,15523411.5295267,336864.696904857,322241.028372852,0,0.0207583898526381
"Dendroica petechia",6520,"Vermivora ruficapilla",6450,15523411.5295267,2791025.83495612,2788386.4557408,0,0.179624591568489
"Dendroica petechia",6520,"Vermivora celata",6460,15523411.5295267,7846143.64808195,7738363.80900178,0,0.498496338532469
"Dendroica petechia",6520,"Vermivora peregrina",6470,15523411.5295267,4841798.79960179,4840489.50032364,0,0.311818667637372
"Dendroica petechia",6520,"Parula americana",6480,15523411.5295267,3366089.02404895,2358590.38344076,0,0.151937631683251
"Dendroica petechia",6520,"Dendroica tigrina",6500,15523411.5295267,2597215.17394992,2597155.1534152,0,0.167305694916044
"Dendroica petechia",6520,"Dendroica caerulescens",6540,15523411.5295267,1147825.66562742,1146450.50844218,0,0.0738529997907705
"Dendroica petechia",6520,"Dendroica coronata",6550,15523411.5295267,10280159.9077172,9803147.63532062,0,0.631507295717458
"Dendroica petechia",6520,"Dendroica magnolia",6570,15523411.5295267,3723833.14858863,3723599.36380695,0,0.239869912404524
"Dendroica petechia",6520,"Dendroica cerulea",6580,15523411.5295267,814904.798348697,783090.993190932,0,0.0504458051441485
"Dendroica petechia",6520,"Dendroica pensylvanica",6590,15523411.5295267,2441176.29908873,2440941.63950899,0,0.15724260320395
"Dendroica petechia",6520,"Dendroica castanea",6600,15523411.5295267,2702365.02228157,2702301.2744426,0,0.174079084955174
"Dendroica petechia",6520,"Dendroica striata",6610,15523411.5295267,6439953.99315025,5933922.79708126,0,0.382256360710047
"Dendroica petechia",6520,"Dendroica fusca",6620,15523411.5295267,2046866.85865663,2045562.88668768,0,0.131772766752776
"Dendroica petechia",6520,"Dendroica dominica",6630,15523411.5295267,1928938.51856388,1014880.57498557,0,0.0653774186850095
"Dendroica petechia",6520,"Dendroica graciae",6640,15523411.5295267,1123772.00425037,704310.55720158,0,0.0453708616731527
"Dendroica petechia",6520,"Dendroica nigrescens",6650,15523411.5295267,1798857.25760877,1624709.95314273,0,0.104661913397864
"Dendroica petechia",6520,"Dendroica virens",6670,15523411.5295267,3323344.54537512,3295862.87162672,0,0.212315628259789
"Dendroica petechia",6520,"Dendroica townsendi",6680,15523411.5295267,1406150.85982242,1406074.68918385,0,0.0905776856143632
"Dendroica petechia",6520,"Dendroica occidentalis",6690,15523411.5295267,335625.57711739,330377.131267837,0,0.0212825080775212
"Dendroica petechia",6520,"Dendroica kirtlandii",6700,15523411.5295267,14488.700500906,14488.6509576355,0,0.000933341935184608
"Dendroica petechia",6520,"Dendroica pinus",6710,15523411.5295267,2077585.70678404,1385182.11753488,0,0.0892318106042708
"Dendroica petechia",6520,"Dendroica palmarum",6720,15523411.5295267,3388741.73074759,3388722.21917434,0,0.218297518733478
"Dendroica petechia",6520,"Dendroica discolor",6730,15523411.5295267,1647483.80263172,960293.425404305,0,0.0618609784052787
"Dendroica petechia",6520,"Seiurus aurocapilla",6740,15523411.5295267,5560914.94524943,5445079.9833969,0,0.350765678861244
"Dendroica petechia",6520,"Parkesia noveboracensis",6750,15523411.5295267,7678079.69445045,7280388.04888964,0,0.468994076143752
"Dendroica petechia",6520,"Parkesia motacilla",6760,15523411.5295267,2411617.91812905,1769880.76115329,0,0.11401364692206
"Dendroica petechia",6520,"Oporornis formosus",6770,15523411.5295267,1970059.23328642,1234075.16832093,0,0.0794976778122274
"Dendroica petechia",6520,"Oporornis agilis",6780,15523411.5295267,1196589.36140084,1196585.96967019,0,0.0770826675176519
"Dendroica petechia",6520,"Oporornis philadelphia",6790,15523411.5295267,2728129.13802747,2727928.25735264,0,0.175729945196899
"Dendroica petechia",6520,"Oporornis tolmiei",6800,15523411.5295267,2852799.2724867,2769368.60476231,0,0.178399483869558
"Dendroica petechia",6520,"Geothlypis trichas",6810,15523411.5295267,12866759.2375821,11009804.3624718,1,0.709238709643838
"Dendroica petechia",6520,"Wilsonia citrina",6840,15523411.5295267,2009439.59827428,1139461.32782054,0,0.073402764956221
"Dendroica petechia",6520,"Wilsonia pusilla",6850,15523411.5295267,7993254.4402918,7473010.06919269,0,0.481402561220416
