Focal.AOU,Focal.Common.Name,Focal.Scientitic.Name,Focal.Family,Competitor.AOU,Competitor.Common.Name,Competitor.Scientific.Name,Most.Widespread.Competitor,maxCompetitor
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6780,Connecticut Warbler,Oporornis agilis,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6770,Kentucky Warbler,Oporornis formosus,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6790,Mourning Warbler,Oporornis philadelphia,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6750,Northern Waterthrush,Parkesia noveboracensis,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6480,Northern Parula,Parula americana,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6370,Prothonotary Warbler,Protonotaria citrea,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6870,American Redstart,Setophaga ruticilla,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6460,Orange-crowned Warbler,Vermivora celata,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6420,Golden-winged Warbler,Vermivora chrysoptera,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6410,Blue-winged Warbler,Vermivora cyanoptera,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6470,Tennessee Warbler,Vermivora peregrina,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6450,Nashville Warbler,Vermivora ruficapilla,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6860,Canada Warbler,Wilsonia canadensis,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6840,Hooded Warbler,Wilsonia citrina,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6850,Wilson's Warbler,Wilsonia pusilla,0,0
6410,Blue-winged Warbler,Vermivora cyanoptera,Parulidae,6730,Prairie Warbler,Dendroica discolor,0,0
6410,Blue-winged Warbler,Vermivora cyanoptera,Parulidae,6520,Yellow Warbler,Dendroica petechia,0,0
6410,Blue-winged Warbler,Vermivora cyanoptera,Parulidae,6710,Pine Warbler,Dendroica pinus,0,1
6410,Blue-winged Warbler,Vermivora cyanoptera,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,1,0
6410,Blue-winged Warbler,Vermivora cyanoptera,Parulidae,6390,Worm-eating Warbler,Helmitheros vermivorum,0,0
6410,Blue-winged Warbler,Vermivora cyanoptera,Parulidae,6480,Northern Parula,Parula americana,0,0
6410,Blue-winged Warbler,Vermivora cyanoptera,Parulidae,6840,Hooded Warbler,Wilsonia citrina,0,0
6860,Canada Warbler,Wilsonia canadensis,Parulidae,6540,Black-throated Blue Warbler,Dendroica caerulescens,0,0
6860,Canada Warbler,Wilsonia canadensis,Parulidae,6570,Magnolia Warbler,Dendroica magnolia,1,0
6860,Canada Warbler,Wilsonia canadensis,Parulidae,6870,American Redstart,Setophaga ruticilla,0,1
6500,Cape May Warbler,Dendroica tigrina,Parulidae,6600,Bay-breasted Warbler,Dendroica castanea,0,0
6500,Cape May Warbler,Dendroica tigrina,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6500,Cape May Warbler,Dendroica tigrina,Parulidae,6620,Blackburnian Warbler,Dendroica fusca,0,0
6500,Cape May Warbler,Dendroica tigrina,Parulidae,6590,Chestnut-sided Warbler,Dendroica pensylvanica,0,0
6500,Cape May Warbler,Dendroica tigrina,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,0
6500,Cape May Warbler,Dendroica tigrina,Parulidae,6610,Blackpoll Warbler,Dendroica striata,0,0
6500,Cape May Warbler,Dendroica tigrina,Parulidae,6670,Black-throated Green Warbler,Dendroica virens,0,0
6500,Cape May Warbler,Dendroica tigrina,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,0,0
6500,Cape May Warbler,Dendroica tigrina,Parulidae,6790,Mourning Warbler,Oporornis philadelphia,0,0
6500,Cape May Warbler,Dendroica tigrina,Parulidae,6460,Orange-crowned Warbler,Vermivora celata,0,0
6500,Cape May Warbler,Dendroica tigrina,Parulidae,6470,Tennessee Warbler,Vermivora peregrina,0,0
6500,Cape May Warbler,Dendroica tigrina,Parulidae,6450,Nashville Warbler,Vermivora ruficapilla,0,0
6500,Cape May Warbler,Dendroica tigrina,Parulidae,6850,Wilson's Warbler,Wilsonia pusilla,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6540,Black-throated Blue Warbler,Dendroica caerulescens,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6600,Bay-breasted Warbler,Dendroica castanea,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6580,Cerulean Warbler,Dendroica cerulea,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6730,Prairie Warbler,Dendroica discolor,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6630,Yellow-throated Warbler,Dendroica dominica,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6620,Blackburnian Warbler,Dendroica fusca,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6700,Kirtland's Warbler,Dendroica kirtlandii,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6570,Magnolia Warbler,Dendroica magnolia,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6720,Palm Warbler,Dendroica palmarum,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,1
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6710,Pine Warbler,Dendroica pinus,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6610,Blackpoll Warbler,Dendroica striata,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6500,Cape May Warbler,Dendroica tigrina,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6670,Black-throated Green Warbler,Dendroica virens,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6390,Worm-eating Warbler,Helmitheros vermivorum,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6380,Swainson's Warbler,Limnothlypis swainsonii,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6360,Black-and-white Warbler,Mniotilta varia,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6780,Connecticut Warbler,Oporornis agilis,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6770,Kentucky Warbler,Oporornis formosus,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6790,Mourning Warbler,Oporornis philadelphia,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6750,Northern Waterthrush,Parkesia noveboracensis,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6480,Northern Parula,Parula americana,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6370,Prothonotary Warbler,Protonotaria citrea,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6740,Ovenbird,Seiurus aurocapilla,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6870,American Redstart,Setophaga ruticilla,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6460,Orange-crowned Warbler,Vermivora celata,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6420,Golden-winged Warbler,Vermivora chrysoptera,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6410,Blue-winged Warbler,Vermivora cyanoptera,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6470,Tennessee Warbler,Vermivora peregrina,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6450,Nashville Warbler,Vermivora ruficapilla,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6860,Canada Warbler,Wilsonia canadensis,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6840,Hooded Warbler,Wilsonia citrina,0,0
6590,Chestnut-sided Warbler,Dendroica pensylvanica,Parulidae,6850,Wilson's Warbler,Wilsonia pusilla,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6900,Red-faced Warbler,Cardellina rubrifrons,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6540,Black-throated Blue Warbler,Dendroica caerulescens,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6600,Bay-breasted Warbler,Dendroica castanea,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6580,Cerulean Warbler,Dendroica cerulea,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6660,Golden-cheeked Warbler,Dendroica chrysoparia,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6730,Prairie Warbler,Dendroica discolor,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6630,Yellow-throated Warbler,Dendroica dominica,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6620,Blackburnian Warbler,Dendroica fusca,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6640,Grace's Warbler,Dendroica graciae,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6700,Kirtland's Warbler,Dendroica kirtlandii,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6570,Magnolia Warbler,Dendroica magnolia,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6650,Black-throated Gray Warbler,Dendroica nigrescens,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6690,Hermit Warbler,Dendroica occidentalis,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6720,Palm Warbler,Dendroica palmarum,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6590,Chestnut-sided Warbler,Dendroica pensylvanica,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6710,Pine Warbler,Dendroica pinus,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6610,Blackpoll Warbler,Dendroica striata,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6500,Cape May Warbler,Dendroica tigrina,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6680,Townsend's Warbler,Dendroica townsendi,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6670,Black-throated Green Warbler,Dendroica virens,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6390,Worm-eating Warbler,Helmitheros vermivorum,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6380,Swainson's Warbler,Limnothlypis swainsonii,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6360,Black-and-white Warbler,Mniotilta varia,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6880,Painted Redstart,Myioborus pictus,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6780,Connecticut Warbler,Oporornis agilis,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6770,Kentucky Warbler,Oporornis formosus,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6790,Mourning Warbler,Oporornis philadelphia,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6800,MacGillivray's Warbler,Oporornis tolmiei,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6760,Louisiana Waterthrush,Parkesia motacilla,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6750,Northern Waterthrush,Parkesia noveboracensis,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6480,Northern Parula,Parula americana,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6490,Tropical Parula,Parula pitiayumi,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6370,Prothonotary Warbler,Protonotaria citrea,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6740,Ovenbird,Seiurus aurocapilla,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6870,American Redstart,Setophaga ruticilla,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6460,Orange-crowned Warbler,Vermivora celata,0,1
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6420,Golden-winged Warbler,Vermivora chrysoptera,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6471,Colima Warbler,Vermivora crissalis,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6410,Blue-winged Warbler,Vermivora cyanoptera,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6430,Lucy's Warbler,Vermivora luciae,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6470,Tennessee Warbler,Vermivora peregrina,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6450,Nashville Warbler,Vermivora ruficapilla,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6440,Virginia's Warbler,Vermivora virginiae,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6860,Canada Warbler,Wilsonia canadensis,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6840,Hooded Warbler,Wilsonia citrina,0,0
6810,Common Yellowthroat,Geothlypis trichas,Parulidae,6850,Wilson's Warbler,Wilsonia pusilla,0,0
6780,Connecticut Warbler,Oporornis agilis,Parulidae,6760,Louisiana Waterthrush,Parkesia motacilla,0,0
6780,Connecticut Warbler,Oporornis agilis,Parulidae,6750,Northern Waterthrush,Parkesia noveboracensis,1,0
6780,Connecticut Warbler,Oporornis agilis,Parulidae,6740,Ovenbird,Seiurus aurocapilla,0,0
6690,Hermit Warbler,Dendroica occidentalis,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6690,Hermit Warbler,Dendroica occidentalis,Parulidae,6650,Black-throated Gray Warbler,Dendroica nigrescens,0,0
6690,Hermit Warbler,Dendroica occidentalis,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,0
6690,Hermit Warbler,Dendroica occidentalis,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,0,0
6690,Hermit Warbler,Dendroica occidentalis,Parulidae,6800,MacGillivray's Warbler,Oporornis tolmiei,0,0
6840,Hooded Warbler,Wilsonia citrina,Parulidae,6730,Prairie Warbler,Dendroica discolor,0,0
6840,Hooded Warbler,Wilsonia citrina,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,1,1
6770,Kentucky Warbler,Oporornis formosus,Parulidae,6380,Swainson's Warbler,Limnothlypis swainsonii,0,0
6770,Kentucky Warbler,Oporornis formosus,Parulidae,6760,Louisiana Waterthrush,Parkesia motacilla,1,0
6770,Kentucky Warbler,Oporornis formosus,Parulidae,6750,Northern Waterthrush,Parkesia noveboracensis,0,0
6770,Kentucky Warbler,Oporornis formosus,Parulidae,6740,Ovenbird,Seiurus aurocapilla,0,1
6760,Louisiana Waterthrush,Parkesia motacilla,Parulidae,6380,Swainson's Warbler,Limnothlypis swainsonii,0,1
6760,Louisiana Waterthrush,Parkesia motacilla,Parulidae,6780,Connecticut Warbler,Oporornis agilis,0,0
6760,Louisiana Waterthrush,Parkesia motacilla,Parulidae,6770,Kentucky Warbler,Oporornis formosus,1,0
6760,Louisiana Waterthrush,Parkesia motacilla,Parulidae,6750,Northern Waterthrush,Parkesia noveboracensis,0,0
6760,Louisiana Waterthrush,Parkesia motacilla,Parulidae,6740,Ovenbird,Seiurus aurocapilla,0,0
6430,Lucy's Warbler,Vermivora luciae,Parulidae,6900,Red-faced Warbler,Cardellina rubrifrons,0,0
6430,Lucy's Warbler,Vermivora luciae,Parulidae,6640,Grace's Warbler,Dendroica graciae,0,0
6430,Lucy's Warbler,Vermivora luciae,Parulidae,6650,Black-throated Gray Warbler,Dendroica nigrescens,0,0
6430,Lucy's Warbler,Vermivora luciae,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,0
6430,Lucy's Warbler,Vermivora luciae,Parulidae,6880,Painted Redstart,Myioborus pictus,0,0
6800,MacGillivray's Warbler,Oporornis tolmiei,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6800,MacGillivray's Warbler,Oporornis tolmiei,Parulidae,6650,Black-throated Gray Warbler,Dendroica nigrescens,0,0
6800,MacGillivray's Warbler,Oporornis tolmiei,Parulidae,6690,Hermit Warbler,Dendroica occidentalis,0,0
6800,MacGillivray's Warbler,Oporornis tolmiei,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,0
6800,MacGillivray's Warbler,Oporornis tolmiei,Parulidae,6680,Townsend's Warbler,Dendroica townsendi,0,0
6800,MacGillivray's Warbler,Oporornis tolmiei,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,0,1
6570,Magnolia Warbler,Dendroica magnolia,Parulidae,6540,Black-throated Blue Warbler,Dendroica caerulescens,0,0
6570,Magnolia Warbler,Dendroica magnolia,Parulidae,6870,American Redstart,Setophaga ruticilla,1,1
6570,Magnolia Warbler,Dendroica magnolia,Parulidae,6860,Canada Warbler,Wilsonia canadensis,0,0
6790,Mourning Warbler,Oporornis philadelphia,Parulidae,6600,Bay-breasted Warbler,Dendroica castanea,0,0
6790,Mourning Warbler,Oporornis philadelphia,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6790,Mourning Warbler,Oporornis philadelphia,Parulidae,6620,Blackburnian Warbler,Dendroica fusca,0,0
6790,Mourning Warbler,Oporornis philadelphia,Parulidae,6590,Chestnut-sided Warbler,Dendroica pensylvanica,0,0
6790,Mourning Warbler,Oporornis philadelphia,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,0
6790,Mourning Warbler,Oporornis philadelphia,Parulidae,6610,Blackpoll Warbler,Dendroica striata,0,0
6790,Mourning Warbler,Oporornis philadelphia,Parulidae,6500,Cape May Warbler,Dendroica tigrina,0,0
6790,Mourning Warbler,Oporornis philadelphia,Parulidae,6670,Black-throated Green Warbler,Dendroica virens,0,0
6790,Mourning Warbler,Oporornis philadelphia,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,0,1
6790,Mourning Warbler,Oporornis philadelphia,Parulidae,6460,Orange-crowned Warbler,Vermivora celata,0,0
6790,Mourning Warbler,Oporornis philadelphia,Parulidae,6470,Tennessee Warbler,Vermivora peregrina,0,0
6790,Mourning Warbler,Oporornis philadelphia,Parulidae,6450,Nashville Warbler,Vermivora ruficapilla,0,0
6790,Mourning Warbler,Oporornis philadelphia,Parulidae,6850,Wilson's Warbler,Wilsonia pusilla,0,0
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6600,Bay-breasted Warbler,Dendroica castanea,0,0
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6620,Blackburnian Warbler,Dendroica fusca,0,0
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6590,Chestnut-sided Warbler,Dendroica pensylvanica,0,0
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,1
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6610,Blackpoll Warbler,Dendroica striata,0,0
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6500,Cape May Warbler,Dendroica tigrina,0,0
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6680,Townsend's Warbler,Dendroica townsendi,0,0
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6670,Black-throated Green Warbler,Dendroica virens,0,0
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,0,0
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6790,Mourning Warbler,Oporornis philadelphia,0,0
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6460,Orange-crowned Warbler,Vermivora celata,0,0
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6470,Tennessee Warbler,Vermivora peregrina,0,0
6450,Nashville Warbler,Vermivora ruficapilla,Parulidae,6850,Wilson's Warbler,Wilsonia pusilla,0,0
6480,Northern Parula,Parula americana,Parulidae,6540,Black-throated Blue Warbler,Dendroica caerulescens,0,0
6480,Northern Parula,Parula americana,Parulidae,6600,Bay-breasted Warbler,Dendroica castanea,0,0
6480,Northern Parula,Parula americana,Parulidae,6580,Cerulean Warbler,Dendroica cerulea,0,0
6480,Northern Parula,Parula americana,Parulidae,6660,Golden-cheeked Warbler,Dendroica chrysoparia,0,0
6480,Northern Parula,Parula americana,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6480,Northern Parula,Parula americana,Parulidae,6730,Prairie Warbler,Dendroica discolor,0,0
6480,Northern Parula,Parula americana,Parulidae,6630,Yellow-throated Warbler,Dendroica dominica,0,0
6480,Northern Parula,Parula americana,Parulidae,6620,Blackburnian Warbler,Dendroica fusca,0,0
6480,Northern Parula,Parula americana,Parulidae,6700,Kirtland's Warbler,Dendroica kirtlandii,0,0
6480,Northern Parula,Parula americana,Parulidae,6570,Magnolia Warbler,Dendroica magnolia,0,0
6480,Northern Parula,Parula americana,Parulidae,6720,Palm Warbler,Dendroica palmarum,0,0
6480,Northern Parula,Parula americana,Parulidae,6590,Chestnut-sided Warbler,Dendroica pensylvanica,0,0
6480,Northern Parula,Parula americana,Parulidae,6520,Yellow Warbler,Dendroica petechia,0,0
6480,Northern Parula,Parula americana,Parulidae,6710,Pine Warbler,Dendroica pinus,0,0
6480,Northern Parula,Parula americana,Parulidae,6610,Blackpoll Warbler,Dendroica striata,0,0
6480,Northern Parula,Parula americana,Parulidae,6500,Cape May Warbler,Dendroica tigrina,0,0
6480,Northern Parula,Parula americana,Parulidae,6670,Black-throated Green Warbler,Dendroica virens,0,0
6480,Northern Parula,Parula americana,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,1,1
6480,Northern Parula,Parula americana,Parulidae,6390,Worm-eating Warbler,Helmitheros vermivorum,0,0
6480,Northern Parula,Parula americana,Parulidae,6360,Black-and-white Warbler,Mniotilta varia,0,0
6480,Northern Parula,Parula americana,Parulidae,6780,Connecticut Warbler,Oporornis agilis,0,0
6480,Northern Parula,Parula americana,Parulidae,6770,Kentucky Warbler,Oporornis formosus,0,0
6480,Northern Parula,Parula americana,Parulidae,6790,Mourning Warbler,Oporornis philadelphia,0,0
6480,Northern Parula,Parula americana,Parulidae,6750,Northern Waterthrush,Parkesia noveboracensis,0,0
6480,Northern Parula,Parula americana,Parulidae,6490,Tropical Parula,Parula pitiayumi,0,0
6480,Northern Parula,Parula americana,Parulidae,6370,Prothonotary Warbler,Protonotaria citrea,0,0
6480,Northern Parula,Parula americana,Parulidae,6870,American Redstart,Setophaga ruticilla,0,0
6480,Northern Parula,Parula americana,Parulidae,6460,Orange-crowned Warbler,Vermivora celata,0,0
6480,Northern Parula,Parula americana,Parulidae,6420,Golden-winged Warbler,Vermivora chrysoptera,0,0
6480,Northern Parula,Parula americana,Parulidae,6410,Blue-winged Warbler,Vermivora cyanoptera,0,0
6480,Northern Parula,Parula americana,Parulidae,6470,Tennessee Warbler,Vermivora peregrina,0,0
6480,Northern Parula,Parula americana,Parulidae,6450,Nashville Warbler,Vermivora ruficapilla,0,0
6480,Northern Parula,Parula americana,Parulidae,6860,Canada Warbler,Wilsonia canadensis,0,0
6480,Northern Parula,Parula americana,Parulidae,6840,Hooded Warbler,Wilsonia citrina,0,0
6480,Northern Parula,Parula americana,Parulidae,6850,Wilson's Warbler,Wilsonia pusilla,0,0
6750,Northern Waterthrush,Parkesia noveboracensis,Parulidae,6720,Palm Warbler,Dendroica palmarum,1,0
6750,Northern Waterthrush,Parkesia noveboracensis,Parulidae,6380,Swainson's Warbler,Limnothlypis swainsonii,0,0
6750,Northern Waterthrush,Parkesia noveboracensis,Parulidae,6780,Connecticut Warbler,Oporornis agilis,0,0
6750,Northern Waterthrush,Parkesia noveboracensis,Parulidae,6770,Kentucky Warbler,Oporornis formosus,0,0
6750,Northern Waterthrush,Parkesia noveboracensis,Parulidae,6760,Louisiana Waterthrush,Parkesia motacilla,0,0
6750,Northern Waterthrush,Parkesia noveboracensis,Parulidae,6740,Ovenbird,Seiurus aurocapilla,0,0
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6600,Bay-breasted Warbler,Dendroica castanea,0,0
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6620,Blackburnian Warbler,Dendroica fusca,0,0
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6590,Chestnut-sided Warbler,Dendroica pensylvanica,0,0
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,1
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6610,Blackpoll Warbler,Dendroica striata,0,0
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6500,Cape May Warbler,Dendroica tigrina,0,0
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6680,Townsend's Warbler,Dendroica townsendi,0,0
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6670,Black-throated Green Warbler,Dendroica virens,0,0
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,0,0
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6790,Mourning Warbler,Oporornis philadelphia,0,0
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6470,Tennessee Warbler,Vermivora peregrina,0,0
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6440,Virginia's Warbler,Vermivora virginiae,0,0
6460,Orange-crowned Warbler,Vermivora celata,Parulidae,6850,Wilson's Warbler,Wilsonia pusilla,0,0
6740,Ovenbird,Seiurus aurocapilla,Parulidae,6540,Black-throated Blue Warbler,Dendroica caerulescens,0,0
6740,Ovenbird,Seiurus aurocapilla,Parulidae,6600,Bay-breasted Warbler,Dendroica castanea,0,0
6740,Ovenbird,Seiurus aurocapilla,Parulidae,6580,Cerulean Warbler,Dendroica cerulea,0,0
6740,Ovenbird,Seiurus aurocapilla,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6740,Ovenbird,Seiurus aurocapilla,Parulidae,6620,Blackburnian Warbler,Dendroica fusca,0,0
6740,Ovenbird,Seiurus aurocapilla,Parulidae,6700,Kirtland's Warbler,Dendroica kirtlandii,0,0
6740,Ovenbird,Seiurus aurocapilla,Parulidae,6570,Magnolia Warbler,Dendroica magnolia,0,0
6740,Ovenbird,Seiurus aurocapilla,Parulidae,6720,Palm Warbler,Dendroica palmarum,0,0
6740,Ovenbird,Seiurus aurocapilla,Parulidae,6590,Chestnut-sided Warbler,Dendroica pensylvanica,0,0
6740,Ovenbird,Seiurus aurocapilla,Parulidae,6520,Yellow Warbler,Dendroica petechia,0,0
6740,Ovenbird,Seiurus aurocapilla,Parulidae,6710,Pine Warbler,Dendroica pinus,0,0
