"stateroute","evi.point","evi.mean","evi.var"
"3028",NA,7072.13793955977,66133.8848697635
"3029",NA,NA,NA
"3030",NA,NA,NA
"3031",8427.45962169224,6801.85323641201,2537935.00286872
"3040",NA,NA,NA
"3041",NA,NA,NA
"3042",NA,NA,NA
"3050",NA,NA,NA
"3051",NA,NA,NA
"3052",NA,NA,NA
"3053",NA,NA,NA
"3054",NA,NA,NA
"3055",NA,NA,NA
"3060",6915.52641404469,6428.85451219846,1820024.38862261
"3084",NA,NA,NA
"3090",NA,NA,NA
"3101",NA,NA,NA
"3112",NA,NA,NA
"3113",NA,NA,NA
"3115",NA,NA,NA
"3116",NA,NA,NA
"3117",NA,NA,NA
"3118",NA,NA,NA
"3119",6157.29006038784,6459.40488726777,2334936.03565572
"3121",5063.39424797192,5885.52831925684,6386104.50034834
"3122",7791.40970947276,6083.75732677466,3512327.36334343
"3123",7428.66935491439,7061.16847400111,1761387.20400548
"3124",5701.71492835381,6037.24023545834,5165889.7859541
"3125",3174.08606422852,5822.02666603361,7305018.79515577
"3131",7755.11491460697,6523.28373774718,3593567.505493
"3142",NA,NA,NA
"3180",NA,6089.38018361603,176317.518215749
"3191",NA,NA,NA
"3192",6641.87537313705,6393.50269210663,870482.337737969
"3212",NA,NA,NA
"3213",NA,NA,NA
"3216",NA,NA,NA
"3217",NA,NA,NA
"3218",NA,NA,NA
"3219",7570.33701134203,5870.14648952765,5633815.56378025
"3221",7640.19509518681,5740.51012684433,6886743.03679363
"3223",6521.67904610139,6967.29647913948,1877801.44327837
"3224",3546.57389116658,6062.6531368395,5068013.7669034
"3231",8427.45962169224,6782.41978821807,2599879.84715258
"3284",NA,NA,NA
"3313",NA,NA,NA
"3318",NA,NA,NA
"3319",5305.83391486054,5931.11466980006,5433958.33373484
"3321",6895.75835651006,4809.27570612174,10718566.4353245
"3372",NA,NA,NA
"3401",NA,NA,NA
"3402",NA,NA,NA
"3403",NA,NA,NA
"3404",NA,NA,NA
"3405",NA,NA,NA
"3406",NA,NA,NA
"3407",NA,NA,NA
"3408",NA,NA,NA
"3409",NA,NA,NA
"3410",NA,NA,NA
"3411",8194.94082847823,7000.30910253573,1770695.83840764
"3412",7414.5623387432,6808.04750607869,2927472.34075276
"3413",NA,NA,NA
"3414",NA,NA,NA
"3415",NA,NA,NA
"3416",NA,NA,NA
"3417",NA,NA,NA
"3418",NA,NA,NA
"3419",NA,NA,NA
"3420",NA,NA,NA
"3421",NA,NA,NA
"3422",NA,NA,NA
"3423",NA,NA,NA
"3424",NA,NA,NA
"3425",7918.93573678518,3835.41171386066,8406763.33115783
"3426",NA,NA,NA
"3427",NA,NA,NA
"3428",NA,NA,NA
"3429",7324.19299823504,6298.47328850727,4495867.70717194
"3430",NA,NA,NA
"3431",NA,NA,NA
"3432",NA,NA,NA
"3433",NA,NA,NA
"3434",NA,NA,NA
"3435",7659.18372994405,6981.43877093611,1801156.07444499
"3436",NA,NA,NA
"3437",NA,NA,NA
"3438",NA,NA,NA
"3439",5440.34401935714,3835.06861518027,7732684.38611012
"3440",NA,NA,NA
"3442",NA,NA,NA
"3444",NA,NA,NA
"3445",NA,NA,NA
"3760",NA,NA,NA
"3811",NA,NA,NA
"3812",NA,NA,NA
"3816",NA,NA,NA
"3817",NA,NA,NA
"3821",6895.75835651006,4818.56646853237,10700262.6429619
"3822",8032.65802902283,6257.29237181827,3434016.90439611
"3824",7040.17611855783,6759.42797050161,1661936.09501791
"3825",NA,6152.85324806886,7415598.79330394
"3832",NA,NA,NA
"3850",NA,NA,NA
"3851",NA,NA,NA
"3880",NA,6546.69936087752,255837.819979413
"3881",NA,NA,NA
"3882",NA,NA,NA
"3883",NA,NA,NA
"3884",NA,NA,NA
"3891",NA,NA,NA
"3892",6665.43797856538,6391.00620805931,883104.077396032
"3901",NA,NA,NA
"3902",NA,NA,NA
"3903",NA,NA,NA
"3905",NA,NA,NA
"3906",5223.13764820554,4962.47980803179,7469061.86599349
"3907",8049.98343217653,6576.89661335826,3162040.25175436
"4001",6232.03733195409,4617.17553133749,458569.842796223
"4002",5077.22967573236,4680.8172474085,511865.90737382
"4003",4305.88039044004,4640.22946985889,600604.698969954
"4004",5958.98921390168,5572.22495251124,472258.472913861
"4005",6087.08551752323,6311.65515216355,1076805.7667501
"4006",3740.61664258446,4006.31404621041,155735.781464557
"4007",5915.36955104553,4997.36437743137,781360.367201342
"4008",5290.59710590305,5102.51276356263,637241.009733252
"4009",5270.46868911576,5125.74176877225,404684.727111849
"4010",6461.89475862487,6491.92389323676,1218828.79079728
"4011",3649.35958223484,4172.7593060204,98747.1895257057
"4012",4258.71806490312,4386.45274471699,83784.4013979263
"4013",5619.8616618016,5401.51636555216,335524.334994789
"4014",5844.7540300136,5877.8293575724,500326.626817614
"4015",6668.90665368559,6706.89949160145,144990.861599458
"4016",6180.4310676852,5734.95709222595,2560704.91542071
"4017",6916.06015630464,3995.48623091305,4823343.06182104
"4018",5683.99914259112,5599.47456305553,278836.685748913
"4019",5132.10065298018,5362.31702310225,240172.302107002
"4020",5593.35241151101,5501.60116862,441630.115680778
"4021",5902.48231139889,6177.82029092894,394439.447405856
"4022",6567.08257792921,6662.09729768071,135632.256740969
"4023",6833.50169740214,6842.18855675182,605717.542926446
"4024",3821.22634128178,5080.84123368752,4224429.75725951
"4025",6517.19387192427,4378.01156288798,3949762.78176619
"4026",5662.64403059974,5961.43396193526,110920.534637064
"4027",7314.94612115571,6220.6512095351,227572.754361636
"4028",6460.16254416524,6176.45057759988,610381.798485308
"4029",6177.08808645101,6260.82067520894,760651.953287895
"4030",6967.42610811097,6811.62061866884,298045.554136502
"4031",7158.96902805896,6996.11451779655,346715.853300072
"4032",6606.59943620742,7164.81329494134,129917.843073854
"4033",5719.54705794892,6634.90705409165,1160015.78778343
"4034",6699.71485568492,6578.67391856852,872816.442462793
"4036",7377.69525146166,6611.75802094784,764255.097744964
"4037",6079.01904163191,6729.57386739774,566386.909084307
"4038",6501.30999728582,6983.60979743152,315242.656121767
"4039",6808.1507894186,7147.09029809972,314402.206078487
"4040",6672.0133104416,6819.08302829023,249150.324589854
"4041",6292.41113854875,6994.9705300342,225583.898729521
"4042",7917.02803574063,7336.59841213413,191318.659476297
"4043",6912.69829791504,7592.71983046433,279261.906095558
"4044",8098.69303254603,7790.78307646305,140978.414974587
"4045",7041.85694714062,7067.34305484011,831070.221087271
"4046",7000.9034740598,6955.15139196039,284107.421754806
"4047",7108.11560516617,7258.31438816353,776257.196905856
"4048",7319.14014889158,7190.50727338701,210068.580875852
"4049",6620.35438426959,7441.24419052571,595177.282043337
"4050",7640.5457971354,7342.0732556542,838972.754671401
"4051",7160.78948778609,7394.42753338844,1299408.07137956
"4052",6436.34763663157,6832.69591162779,836512.92194544
"4053",6562.66060419156,6568.87615983249,884182.331946994
"4054",5962.0840146089,6359.53080690337,608153.858439981
"4055",6075.77186827651,6507.5709448869,955421.227484973
"4057",6565.95829585519,6946.14798521358,142991.994124784
"4061",6839.02099578198,7395.00743173824,331339.083341792
"4062",6791.65236418704,7183.36519988658,567776.098566999
"4063",5865.68811224597,6748.10990496642,857602.82953066
"4064",6664.89359446627,7063.18211880702,610543.193675528
"4065",5852.5263478595,6745.84205382598,701220.741817444
"4073",6294.31514957569,7191.38188781137,554536.202205459
"4077",6067.8306405713,6377.63512409762,587392.936846314
"4078",6686.68831488521,6303.66524799806,335078.87317619
"4079",6415.84928730377,6298.79519412535,535084.70666074
"4096",6272.47266379799,5612.84955950362,2710279.09420341
"4101",3900.154352206,3918.66981283119,195124.776230326
"4102",3952.75590678252,4675.81502027356,427352.241108338
"4103",5042.78505937112,5072.76182775417,450754.54701025
"4104",5325.25913832492,5340.32619705266,468350.907087068
"4105",6970.18666691362,6166.0037834602,1805695.08233794
"4106",4059.3822432138,4584.6370976197,529542.292711388
"4107",4182.68710941921,4249.67609860464,103744.784733176
"4108",5290.59710590305,5102.51276356263,637241.009733252
"4109",6079.07989561922,6177.15854406998,373238.108841151
"4110",6664.20528191396,6558.75489388213,348537.60640845
"4111",4092.9781053262,4243.50870274992,132077.680394659
"4112",4806.733323291,4586.15217760534,94030.500621561
"4113",5307.36362504945,5160.52342161975,453355.212680496
"4114",6311.3602047007,6207.33248773256,122379.004232308
"4115",6515.38639105531,6468.22327638723,167006.248612376
"4116",4133.35459842551,5672.54276212729,2738206.7434803
"4118",5832.58855500197,5818.47865003037,120386.444087523
"4119",5640.82727818989,5747.64654015735,53736.5544683226
"4120",5919.48438026132,5722.28737047776,79355.6767504461
"4121",6319.56245897398,6475.17048473752,449121.445690757
"4122",6535.13433194416,6743.06705210583,514558.999081475
"4123",6806.71948546267,6135.31403953106,2225797.71091109
"4125",6050.41288003203,3367.01523233861,5070755.80534469
"4126",5893.8615298075,5834.08050496841,86865.0470743768
"4127",5691.72323037124,5748.29348075097,130482.599772958
"4128",5709.92373634194,5755.06659046725,46807.7845966523
"4129",6319.41856313348,6177.61889610351,344653.617990422
"4130",7186.56173890185,6856.4015739384,508196.205867004
"4131",7162.00403789905,7166.98480005606,349568.409767561
"4136",7013.49054439947,7196.85891473795,882715.395111148
"4137",6854.71102718359,7286.80202569975,801190.634706979
"4138",7560.716161689,7006.86576335971,395278.525547469
"4139",6632.6490832395,6480.46522206991,159263.63873753
"4141",6177.49887179489,6970.81980083458,260265.391866131
"4143",7495.46052349503,7389.94122112851,179853.901791027
"4147",6942.78253074694,6909.37688340332,322302.442826226
"4149",7000.28972054446,7260.88421847942,775690.578324322
"4152",6784.31384514672,6993.97200468623,900242.312039452
"4153",6434.25759607552,7373.92569715429,611164.389719332
"4154",6287.91805388537,6558.96623687872,758338.097626465
"4155",5584.9994335762,6825.48512691636,765585.537029008
"4157",7685.25271786874,7163.36470970516,331325.357668396
"4163",5769.56211883307,7239.11671397283,608983.905090273
"4164",5863.73392928357,6674.13313481757,929702.672355485
"4165",6841.72978767744,6862.64990744642,807253.350902076
"4196",6880.599985568,5184.70129603573,3279497.3529783
"4201",5104.70140645303,4778.62571408981,875511.464536086
"4202",3925.46231590179,4426.22236385372,218668.312115858
"4203",5367.60510883386,5423.75700037825,424220.71103883
"4204",5882.26775421002,6030.09503608963,818946.001224929
"4205",4775.44314914767,6260.46707211491,990464.570665049
"4206",4096.12476254016,4367.64784254186,283734.761551779
"4207",6057.7708762723,5052.6605582477,616778.495277528
"4208",5361.29314434569,4994.85544353748,569916.605458908
"4209",5362.34943009126,5517.73751758529,374922.844404932
"4210",6193.01978237387,6605.94223559148,639796.321169617
"4211",4202.61885865235,4128.47035297152,133410.301161013
"4212",4499.38655597591,4731.46360099661,141384.025920653
"4213",4891.54782149546,4735.37576423969,268197.360715456
"4214",5982.29807808547,6029.96708648517,169940.144405298
"4215",5114.65520494608,6402.54459943871,1120058.5539199
"4218",5494.07766367046,5268.7230065531,264119.719637955
"4219",5680.38802958658,5771.37829760526,152958.582693081
"4220",5818.2735153701,5989.42118843396,388612.918856308
"4221",6597.23095306819,6404.90380742888,450923.016420613
"4222",6726.07547471845,6671.06959621434,510883.565998619
"4223",7299.99211818831,7184.63940881204,267740.321862343
"4225",4823.07573000276,5664.03113991843,3234444.2813488
"4226",5848.5730794675,5779.03769201155,93184.6813522293
"4227",6776.13895544243,6283.80145882121,275628.203082133
"4228",6361.61753595217,6248.34014411895,186336.321690976
"4229",6492.4671201476,6260.49422123254,744435.361004463
"4230",6811.37563813586,6868.48505509626,509643.459921501
"4231",7002.30051882759,7224.15603272693,304094.522380547
"4236",6813.52107860581,7136.70395403174,1001648.60245346
"4237",6948.31699653511,7139.86114485123,669280.166982332
"4238",7287.46592869999,6971.03179891289,565091.55085646
"4239",6223.05780668589,6339.55415218958,134692.660132005
"4240",6022.63092591695,6898.39161858772,317791.961303485
"4241",6801.11272312066,7039.87314148683,326931.660528456
"4251",7385.16033652301,7364.56342387911,349375.030713688
"4252",6462.83783718389,7327.8088679018,885485.550244865
"4253",5749.29288232962,6969.95864597193,1005866.45720645
"4254",6131.15850120256,6773.75822554135,944374.608407214
"4255",6978.40033374794,6431.25838382494,1080974.37014604
"4301",4077.72384986158,4426.26773742009,630936.906389704
"4302",5294.00103153917,4650.13725012278,501103.846331615
"4303",5497.0310449623,5311.54250354087,430783.09944581
"4304",6267.6842265881,5772.5794735524,562454.573210001
"4306",4415.96700517971,4046.67713934112,120223.791002289
"4307",4349.09363764961,4752.94723406389,646782.669243003
"4308",4749.54665529455,5080.11961294485,397601.190704127
"4309",5602.7366700081,5412.07059109047,415976.660639034
"4310",7061.71100868109,6582.17566514162,541068.06158948
"4311",4537.58493608199,4434.39064509456,110623.314354191
"4312",4852.31266539526,4512.61689590506,78094.7237844652
"4313",4692.08571831206,4645.90242520983,241124.86198586
"4314",5828.33868638335,5627.64069201877,274693.115367979
"4315",6906.52829993277,6223.26007385235,571893.796910383
"4318",5190.80288890274,5102.41012525443,265363.824261201
"4319",4838.04808092439,4987.56281269732,337614.135729147
"4320",5708.75485116463,5762.61138498015,58250.7370878087
"4321",6684.90940775796,6136.82986859226,422060.302050284
"4322",6351.01971657462,6587.12611947108,432235.770332567
"4323",6999.98886153271,6929.34166657882,377456.384270743
"4326",6149.38784049569,6535.39579265905,723285.536244314
"4327",5859.52687456724,6000.20726227893,211154.032857914
"4328",6167.86739193188,6163.43243472294,605701.837883886
"4329",6203.26010140457,6195.21634440791,369832.289252299
"4330",7291.31776939069,6752.80919987098,554490.604194916
"4331",6762.76712413577,7108.50448870949,293595.929033634
"4336",7521.54459276713,7155.38202355749,529627.39874145
"4337",5886.03034962715,6712.59689316785,614547.904823472
"4338",7628.97309386772,7152.5755303363,721192.30412685
"4339",7201.50493630171,7020.86751137383,269836.647192557
"4340",6756.9329844739,6886.52269706926,293220.922271282
"4352",6572.48774831025,7389.04135085654,867252.682479533
"4353",5480.40912529705,6467.63204523085,760574.486943055
"4354",5706.99416140162,6489.7156076738,749595.852005455
"4355",7172.89936216604,7101.17410707789,454212.713229235
"4401",4704.79830389605,4767.24819208917,556161.827615656
"4404",6601.06528886381,6192.99674444695,743804.373011444
"4407",5915.36955104553,4997.36437743137,781360.367201342
"4408",6431.74392761645,4820.56488358561,506675.402256302
"4411",4363.76805573023,4098.73897202026,120463.283891424
"4412",4435.03184668155,4371.99610940989,75868.9481713975
"4413",4567.79794903457,4944.77988858165,497767.855462609
"4414",5489.37372834946,6100.00804447711,95894.7210900211
"4421",5902.48231139889,6174.68052236475,395165.273454105
"4429",6319.41856313348,6177.61889610351,344653.617990422
"4430",7190.3122408999,6820.75630662658,289843.851717882
"4438",7069.91940309874,7232.51841935771,747740.506165902
"4440",6484.32063648769,6602.51804020434,177701.397440951
"4452",6803.61232109651,7412.363692195,503386.199616019
"4501",4334.18976331932,4842.48524025127,549837.858719538
"4504",6236.76412143664,6173.69467790424,692617.448809982
"4508",4137.54999970503,4898.79672685017,363844.3722305
"4512",3746.89356669206,3767.45305534843,151716.188643292
"4540",6426.65283248894,6937.98650300916,332279.411338405
"4608",4749.54665529455,5080.11961294485,397601.190704127
"4612",3746.89356669206,3767.45305534843,151716.188643292
"4712",3746.89356669206,3767.45305534843,151716.188643292
"4928",7655.70569780195,6213.44768135838,491213.688795601
"6001",2069.54546221219,2469.78567238222,560925.759870329
"6002",2052.47713249166,2837.56248237878,1962501.41270447
"6003",1407.5101716998,1619.36651988729,91430.818610766
"6004",2258.1293753292,2183.34520439816,230889.900895223
"6005",1757.57635096596,2137.04820584944,1036082.55638192
"6006",1473.69671565442,1624.61237015811,210903.210950204
"6007",2360.64025508147,2648.69314513088,419231.312958475
"6008",2314.04270501346,2715.98959320236,525676.753571975
"6009",3697.4199843554,3152.28998294511,2200719.32756273
"6010",1638.37775954109,1637.43996503458,29677.3814838238
"6011",3620.99996749444,2995.05226800782,755022.06939175
"6012",1333.69408022011,1621.67196803906,381879.828587708
"6013",1913.42509382951,1994.05443937597,535441.961315336
"6014",3571.65076317524,3281.46868322978,947879.447097584
"6015",4898.77331970665,3876.57824873356,1521094.14305205
"6016",2093.90935686415,2114.12998596874,376246.621292661
"6017",2360.29457544992,2319.67793976906,1051085.67800188
"6018",1197.03012234152,1708.07533729425,1222454.76210321
"6019",1323.93382068597,1450.46465094453,81633.3059767776
"6020",1553.96114930208,2178.80541251333,344026.535751305
"6021",1859.51062741849,2339.82680981195,406969.304572514
"6022",6264.8555434342,3762.99867652245,904726.478871067
"6023",4722.80787031379,4865.97229391309,1156276.08483447
"6024",1115.15826123096,1662.41789004665,930175.977084601
"6025",2770.54826595252,1475.31793964755,290337.080730955
"6026",1666.82675742461,1618.16196656519,79845.3256351338
"6027",1740.10233495248,2201.66112688522,461169.089691456
"6028",3003.23045869808,2681.59193506171,364758.499390046
"6029",1972.43785140639,2077.88786616121,198396.740280161
"6030",1495.17479949814,1535.2868280398,79541.8987414908
"6031",3638.80006742456,3667.76999635512,273270.586039307
"6032",3338.20006162095,3546.4857590708,352824.16790283
"6033",3216.09915906315,2888.96763694976,787884.813928775
"6051",2173.63607768141,2421.27989581878,519671.266626749
"6052",6053.38327281536,3229.19196993039,2560611.96056091
"6053",1918.92538220111,1628.91798600158,75054.2024421904
"6054",1728.86216437792,1836.12694667953,66993.4161218123
"6055",1491.18038206395,1948.77294847786,366005.692895588
"6056",1286.55152546546,1675.92666602254,370557.572964124
"6057",1578.62836466444,2170.81264249932,409300.158063932
"6058",3972.45301335501,3517.48516600128,1284116.76496582
"6059",3829.51942885325,4352.9274930449,1074960.18166366
"6060",1698.10464994146,1563.91366187728,61738.5287555383
"6061",1947.16780843504,1974.78512653345,156066.666866597
"6063",1395.85866918128,1723.1181407465,91787.3088466991
"6064",2614.19314293237,3153.04009285732,699801.201877811
"6065",4685.1588018356,4674.6477163112,749234.693091
"6066",2023.73642062974,2861.8123989608,1754852.96818967
"6067",5454.56522425905,4527.46821983206,1922405.5231427
"6068",2479.43229569514,1566.57746938874,1076575.06047118
"6069",1407.42106433146,1937.3466543126,799972.488238628
"6070",6019.56086977392,1966.30976123129,738969.872852546
"6071",2394.98923665061,2825.01652977249,616971.88436251
"6072",2349.36041611457,2890.21437569987,592591.837713405
"6073",5833.60464933758,4888.29417260613,1389448.72353529
"6074",2922.40852537027,1644.80573199788,875895.253125828
"6076",1756.07106254676,1814.14662966945,83163.4011595823
"6077",1717.56470269285,2120.88263785938,389528.010774876
"6078",2683.57972514778,3030.54548349818,618796.76768155
"6079",5870.86946038882,2626.52060883763,1058263.14904629
"6080",1270.0767353992,1486.50602134099,62536.0350855202
"6081",2751.40052577137,3069.15956350739,675613.138075278
"6082",3997.00598552464,2543.57647963409,677790.362865724
"6083",3117.94788715502,3026.98792723991,917360.466650224
"6101",1812.19367948316,2233.03110494712,451678.966631469
"6103",1710.3314000741,1863.30550692241,24941.2779831522
"6105",3618.21083273044,2939.55965426542,2014261.12688426
"6106",1221.92671526054,1434.98757013674,65052.4890016544
"6107",2355.18026095997,2511.16671897765,432073.313868912
"6108",1992.99116579215,2892.31532683182,493311.010340876
"6115",5098.96112296241,3902.97537624851,1493872.25328581
"6116",4086.69361481796,2398.67073173604,716175.845393168
"6119",1306.98498541447,1474.38132506604,89494.8865909243
"6121",2310.59916142232,2210.93805460903,451853.911127967
"6122",2575.28486560675,3407.83189355764,1002459.95949944
"6123",4722.80787031379,4865.72819823579,1155621.10678413
"6126",1271.6628962803,1502.13790712455,65328.7524655021
"6127",1766.6669299253,2211.586147762,446614.383632505
"6130",1619.59069909186,1626.29735177981,70428.4344034875
"6133",2903.07107241859,2808.23497238637,1294885.13246975
"6161",3598.49132870395,2761.09482400029,594279.719742094
"6170",6019.56086977392,1966.30976123129,738969.872852546
"6172",2397.41351308533,2905.68367672935,601679.36970803
"6176",1300.05238181585,1578.87405549042,75935.7017127074
"6177",1717.56470269285,2120.88263785938,389528.010774876
"6206",1221.92671526054,1435.04142847707,65056.7261520654
"6219",1306.98498541447,1474.38132506604,89494.8865909243
"6233",3358.12534748999,2814.97924674001,536065.88730184
"6900",2632.91961609461,2530.03849023959,388322.434578756
"6901",2480.3978439879,3066.5736910762,803897.011530349
"7001",7722.74386635412,7785.03358185835,331615.392310391
"7002",5251.86039766105,6758.46186564742,852834.737961537
"7003",7812.51925832793,8024.3544619795,189397.149606606
"7004",8286.74129338297,8060.49916220019,185006.501757124
"7005",7654.65934429439,7740.18774648502,429321.409268057
"7006",7972.38264609556,7595.26789586628,869170.663599338
"7007",7047.42514420853,7462.48215253243,989961.015466645
"7008",6093.94672314283,6478.49974246649,877596.685746386
"7009",6147.82322845412,6642.6360725714,598277.446516022
"7010",6964.11395612626,6968.52910329234,755642.352455499
"7011",8000.43704593552,7894.98254226189,328671.087059628
"7012",8058.94883786682,7884.7211357422,224969.53154551
"7013",7995.42230932996,7969.59832636652,195629.570452164
"7014",7960.05920630163,7994.90872526927,282446.71035936
"7015",8244.34554345693,7897.09975160417,292888.110177943
"7016",7679.41797617393,6361.80781896018,395119.527891507
"7017",6015.64025221488,6362.28778894944,651387.098884639
